唐海馬,#genre#
Sky Sports F1 UK,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzI3U3BGMS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIwNTcmdi50eXBlPTEmaXBzPTE3My4yMDguMjAyLjExNDo0OTY5Mw==
BT Sports 1 UK,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2J0MS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIwNTgmdi50eXBlPTEmaXBzPTE3My4yMDguMjAyLjExNDo0OTY5Mw==
BT Sports 2 UK,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2J0Mi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIwNTkmdi50eXBlPTEmaXBzPTE3My4yMDguMjAyLjExNDo0OTY5Mw==
BT Sports 3 UK,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2J0My9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIwNjAmdi50eXBlPTEmaXBzPTE3My4yMDguMjAyLjExNDo0OTY5Mw==
TSN 1 CA,http://127.0.0.1:43251/aHR0cDovLzE5Mi45OS4xNjAuMTQyOjk1NjAvVFNOMS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIwNjEmdi50eXBlPTEmaXBzPTE0Mi40LjIxNi4xNTE6Mzk1OTg=
TSN 2 CA,http://127.0.0.1:43251/aHR0cDovLzE5Mi45OS4xNjAuMTQyOjk1NjAvVFNOMi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIwNjImdi50eXBlPTEmaXBzPTE0Mi40LjIxNi4xNTE6Mzk1OTg=
TSN 3 CA,http://127.0.0.1:43251/aHR0cDovLzE5Mi45OS4xNjAuMTQyOjk1NjAvVFNOMy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIwNjMmdi50eXBlPTEmaXBzPTE0Mi40LjIxNi4xNTE6Mzk1OTg=
TSN 4 CA,http://127.0.0.1:43251/aHR0cDovLzE5Mi45OS4xNjAuMTQyOjk1NjAvVFNONC9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIwNjQmdi50eXBlPTEmaXBzPTE0Mi40LjIxNi4xNTE6Mzk1OTg=
TSN 5 CA,http://127.0.0.1:43251/aHR0cDovLzE5Mi45OS4xNjAuMTQyOjk1NjAvVFNONS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIwNjUmdi50eXBlPTEmaXBzPTE0Mi40LjIxNi4xNTE6Mzk1OTg=
Sportsnet Ontario,http://127.0.0.1:43251/aHR0cDovLzE5Mi45OS4xNjAuMTQyOjk1NjAvU3BvcnRzbmV0L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjA2NiZ2LnR5cGU9MSZpcHM9MTQyLjQuMjE2LjE1MTozOTU5OA==
Sportsnet One,http://127.0.0.1:43251/aHR0cDovLzE5Mi45OS4xNjAuMTQyOjk1NjAvU3BvcnRzbmV0MS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIwNjcmdi50eXBlPTEmaXBzPTE0Mi40LjIxNi4xNTE6Mzk1OTg=
Sportsnet 360,http://127.0.0.1:43251/aHR0cDovLzE5Mi45OS4xNjAuMTQyOjk1NjAvU3BvcnRzbmV0MzYwL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjA2OCZ2LnR5cGU9MSZpcHM9MTQyLjQuMjE2LjE1MTozOTU5OA==
Sportsnet World,http://127.0.0.1:43251/aHR0cDovLzU0LjM2LjE2NC4xNjU6OTU2MC9zcG5ldHdsL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjA2OSZ2LnR5cGU9MSZpcHM9NTEuNzkuNzguODo5NTkw
NBA CA,http://127.0.0.1:43251/aHR0cDovLzU0LjM2LjE2NC4xNjU6OTU2MC9OQkEvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMDcwJnYudHlwZT0xJmlwcz01MS43OS43OC44Ojk1OTA=
BS242 J SPORTS 1,http://127.0.0.1:43251/aHR0cDovLzEwNC4xNDkuMTI4LjEzNDo5NTYwL2pzcG9ydDEvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMDg2JnYudHlwZT0xJmlwcz0yMDguODcuMjQzLjE0MTozOTU2NA==
BS243 J SPORTS 2,http://127.0.0.1:43251/aHR0cDovLzEwNC4xNDkuMTI4LjEzNDo5NTYwL2pzcG9ydDIvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMDg3JnYudHlwZT0xJmlwcz0yMDguODcuMjQzLjE0MTozOTU2NA==
BS244 J SPORTS 3,http://127.0.0.1:43251/aHR0cDovLzEwNC4xNDkuMTI4LjEzNDo5NTYwL2pzcG9ydDMvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMDg4JnYudHlwZT0xJmlwcz0yMDguODcuMjQzLjE0MTozOTU2NA==
BS245 J SPORTS 4,http://127.0.0.1:43251/aHR0cDovLzEwNC4xNDkuMTI4LjEzNDo5NTYwL2pzcG9ydDQvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMDg5JnYudHlwZT0xJmlwcz0yMDguODcuMjQzLjE0MTozOTU2NA==
SPOTV ON 1,http://127.0.0.1:43251/aHR0cDovLzk1LjIxNi43MC45Nzo5NTYwL1NQT1RWT04xL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjA5MCZ2LnR5cGU9MSZpcHM9MTkyLjk5LjM0LjYyOjE5NTkw
SPOTV ON 2,http://127.0.0.1:43251/aHR0cDovLzk1LjIxNi43MC45Nzo5NTYwL1NQT1RWT04yL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjA5MSZ2LnR5cGU9MSZpcHM9MTkyLjk5LjM0LjYyOjE5NTkw
SPOTV GOLF & HEALTH,http://127.0.0.1:43251/aHR0cDovLzk1LjIxNi43MC45Nzo5NTYwL1NQT1RWR09MRkhFQUxUSC9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIwOTImdi50eXBlPTEmaXBzPTE5Mi45OS4zNC42MjoxOTU5MA==
SBS Golf,http://127.0.0.1:43251/aHR0cDovLzk1LjIxNi43MC45Nzo5NTYwL1NCU0dvbGYvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMDkzJnYudHlwZT0xJmlwcz0xOTIuOTkuMzQuNjI6MTk1OTA=
JTBC Golf,http://127.0.0.1:43251/aHR0cDovLzk1LjIxNi43MC45Nzo5NTYwL0pUQkNHb2xmL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjA5NCZ2LnR5cGU9MSZpcHM9MTkyLjk5LjM0LjYyOjE5NTkw
JTBC GOLF & SPORTS,http://127.0.0.1:43251/aHR0cDovLzk1LjIxNi43MC45Nzo5NTYwL0pUQkNHT0xGU1BPUlRTL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjA5NSZ2LnR5cGU9MSZpcHM9MTkyLjk5LjM0LjYyOjE5NTkw
MBC Sports,http://127.0.0.1:43251/aHR0cDovLzk1LjIxNi43MC45Nzo5NTYwL01CQ1Nwb3J0cy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIwOTYmdi50eXBlPTEmaXBzPTE5Mi45OS4zNC42MjoxOTU5MA==
SBS Sports,http://127.0.0.1:43251/aHR0cDovLzk1LjIxNi43MC45Nzo5NTYwL1NCU1Nwb3J0cy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIwOTcmdi50eXBlPTEmaXBzPTE5Mi45OS4zNC42MjoxOTU5MA==
SPOTV 1,http://127.0.0.1:43251/aHR0cDovLzk1LjIxNi43MC45Nzo5NTYwL1NQT1RWMS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIwOTgmdi50eXBlPTEmaXBzPTE5Mi45OS4zNC42MjoxOTU5MA==
SPOTV 2,http://127.0.0.1:43251/aHR0cDovLzk1LjIxNi43MC45Nzo5NTYwL1NQT1RWMi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIwOTkmdi50eXBlPTEmaXBzPTE5Mi45OS4zNC42MjoxOTU5MA==
SPOTV Prime,http://127.0.0.1:43251/aHR0cDovLzk1LjIxNi43MC45Nzo5NTYwL1NQT1RWUHJpbWUvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTAwJnYudHlwZT0xJmlwcz0xOTIuOTkuMzQuNjI6MTk1OTA=
KBSN Sports,http://127.0.0.1:43251/aHR0cDovLzk1LjIxNi43MC45Nzo5NTYwL0tCU05TcG9ydHMvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTAxJnYudHlwZT0xJmlwcz0xOTIuOTkuMzQuNjI6MTk1OTA=
SKY Sports,http://127.0.0.1:43251/aHR0cDovLzk1LjIxNi43MC45Nzo5NTYwL1NLWVNwb3J0cy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMDImdi50eXBlPTEmaXBzPTE5Mi45OS4zNC42MjoxOTU5MA==
NOW英超 1（英语）,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd3NwcGwxZS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIyNDgmdi50eXBlPTEmaXBzPTM4LjQ2LjIyMS4yMjY6Mjk1OTA=
NOW英超 2,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd3NwcGwyL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjI0OSZ2LnR5cGU9MSZpcHM9MzguNDYuMjIxLjIyNjoyOTU5MA==
NOW英超 3,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd3NwcGwzL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjI1MCZ2LnR5cGU9MSZpcHM9MzguNDYuMjIxLjIyNjoyOTU5MA==
NOW英超 4,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd3NwcGw0L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjI1MSZ2LnR5cGU9MSZpcHM9MzguNDYuMjIxLjIyNjoyOTU5MA==
NOW英超 5,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd3NwcGw1L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjI1MiZ2LnR5cGU9MSZpcHM9MzguNDYuMjIxLjIyNjoyOTU5MA==
NOW英超 6,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd3NwcGw2L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjI1MyZ2LnR5cGU9MSZpcHM9MzguNDYuMjIxLjIyNjoyOTU5MA==
NOW Sports 630,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd3NwNjMwL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjI1NCZ2LnR5cGU9MSZpcHM9MzguNDYuMjIxLjIyNjoyOTU5MA==
NOW Sports 641,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd3NwNjQxL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjI1NSZ2LnR5cGU9MSZpcHM9MzguNDYuMjIxLjIyNjoyOTU5MA==
NOW NBA,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd25iYS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIyNTYmdi50eXBlPTEmaXBzPTM4LjQ2LjIyMS4yMjY6Mjk1OTA=
NOW Bein Sports 1,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd2JlaW5zcDEvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMjU3JnYudHlwZT0xJmlwcz0zOC40Ni4yMjEuMjI2OjI5NTkw
NOW Bein Sports 2,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd2JlaW5zcDIvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMjU4JnYudHlwZT0xJmlwcz0zOC40Ni4yMjEuMjI2OjI5NTkw
NOW Bein Sports 3,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd2JlaW5zcDMvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMjU5JnYudHlwZT0xJmlwcz0zOC40Ni4yMjEuMjI2OjI5NTkw
NOW Golf 2,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd2dvbGYyL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjI2MCZ2LnR5cGU9MSZpcHM9MzguNDYuMjIxLjIyNjoyOTU5MA==
NOW Golf 3,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd2dvbGYzL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjI2MSZ2LnR5cGU9MSZpcHM9MzguNDYuMjIxLjIyNjoyOTU5MA==
NOW Sports Plus,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd3NwcGx1cy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIyNjImdi50eXBlPTEmaXBzPTM4LjQ2LjIyMS4yMjY6Mjk1OTA=
NOW 668 (粤）,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vdzY2OHl1ZS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIyNjMmdi50eXBlPTEmaXBzPTM4LjQ2LjIyMS4yMjY6Mjk1OTA=
NOW 668 (国）,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vdzY2OGd1by9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIyNjQmdi50eXBlPTEmaXBzPTM4LjQ2LjIyMS4yMjY6Mjk1OTA=
NOW 报价台,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd2Jhb2ppYS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIyNjUmdi50eXBlPTEmaXBzPTM4LjQ2LjIyMS4yMjY6Mjk1OTA=
NOW Movie Movie,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd21vdmllL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjI2NiZ2LnR5cGU9MSZpcHM9MzguNDYuMjIxLjIyNjoyOTU5MA==
My TV Super 18,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL215dHZzcDE4L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjI2NyZ2LnR5cGU9MSZpcHM9MzguNDYuMjIxLjIyNjoyOTU5MA==
HKC 18,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2hrYzE4L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjI2OCZ2LnR5cGU9MSZpcHM9MzguNDYuMjIxLjIyNjoyOTU5MA==
TVB 88,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3R2Yjg4L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjI2OSZ2LnR5cGU9MSZpcHM9MzguNDYuMjIxLjIyNjoyOTU5MA==
HBO HK,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2hib3l1ZS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMDMmdi50eXBlPTEmaXBzPTEwOC4xODEuNC4xOTM6OTY5MA==
HBO HD,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL0hCTy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMDQmdi50eXBlPTEmaXBzPTM4Ljc1LjEzNi4yMjY6MTgzNDQ=
HBO Signature,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL0hCT1NpZ25hdHVyZS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMDUmdi50eXBlPTEmaXBzPTM4Ljc1LjEzNi4yMjY6MTgzNDQ=
HBO Family,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL0hCT0ZhbWlseS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMDYmdi50eXBlPTEmaXBzPTM4Ljc1LjEzNi4yMjY6MTgzNDQ=
HBO Hits,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL0hCT0hpdHMvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTA3JnYudHlwZT0xJmlwcz0zOC43NS4xMzYuMjI2OjE4MzQ0
Cinemax,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2NpbmVtYXgvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTA4JnYudHlwZT0xJmlwcz0xMDguMTgxLjIuMTkzOjIxMjYz
美亚电影(粤),http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMS4xMDY6OTU2MC9tZWl5YXl1ZS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMDkmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6OTk3MA==
美亚电影(国),http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL21laXlhbW92L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjExMCZ2LnR5cGU9MSZpcHM9MTA4LjE4MS4yLjE5MzoyMTI2Mw==
TVB星河(粤),http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzE1dHZieGluZ2h5dWUvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTExJnYudHlwZT0xJmlwcz0xNS4yMzUuMTE3Ljg1Ojk5NzA=
TVB星河(国),http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzE2dHZieGluZ2hlZ3VvL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjExMiZ2LnR5cGU9MSZpcHM9MTUuMjM1LjExNy44NTo5OTcw
TVB黄金翡翠,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3R2YmdvbGQvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTEzJnYudHlwZT0xJmlwcz0xNS4yMzUuMTE3Ljg1Ojk5NzA=
TVB经典,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzEzdHZiY2xhc3NpYy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMTQmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6OTk3MA==
TVB功夫片,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3R2YmFjdGlvbi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMTUmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6OTk3MA==
东森电影,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2V0dHZtb3YvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTE3JnYudHlwZT0xJmlwcz0zOC43NS4xMzYuMjI2OjE4MzQ0
东森戏剧,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2V0dHZ4aWp1L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjExOCZ2LnR5cGU9MSZpcHM9MzguNzUuMTM2LjIyNjoxODM0NA==
东森洋片,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2V0dHZ5YW5ncGlhbi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMTkmdi50eXBlPTEmaXBzPTM4Ljc1LjEzNi4yMjY6MTgzNDQ=
Popc电影,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3BvcGMvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMjM2JnYudHlwZT0xJmlwcz0xMDguMTgxLjQuMTkzOjk2OTA=
龙祥电影,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2xzdGltZW1vdi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMjMmdi50eXBlPTEmaXBzPTEwOC4xODEuMi4xOTM6MjEyNjM=
好莱坞电影,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2hvbGx5d29vZG1vdi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMjQmdi50eXBlPTEmaXBzPTEwOC4xODEuMi4xOTM6MjEyNjM=
AXN,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL0FYTi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMjUmdi50eXBlPTEmaXBzPTEwOC4xODEuMi4xOTM6MjEyNjM=
HITS,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL0hJVFMvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTI2JnYudHlwZT0xJmlwcz0xMDguMTgxLjIuMTkzOjIxMjYz
华纳电视,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3dhcm5lci9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMjcmdi50eXBlPTEmaXBzPTEwOC4xODEuMi4xOTM6MjEyNjM=
爱尔达影剧,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2FsZGFtb3YvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTI4JnYudHlwZT0xJmlwcz0xMDguMTgxLjIuMTkzOjIxMjYz
影迷数位纪实,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3lpbmdtaXNodXdlaWppc2hpL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjEzMCZ2LnR5cGU9MSZpcHM9MTA4LjE4MS4yLjE5MzoyMTI2Mw==
影迷数位电影,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3lpbmdtaXNodXdlaW1vdi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMzEmdi50eXBlPTEmaXBzPTEwOC4xODEuMi4xOTM6MjEyNjM=
AMC最爱电影,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL0FNQy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMzImdi50eXBlPTEmaXBzPTM4Ljc1LjEzNi4yMjY6MTgzNDQ=
Cinema World,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL0NpbmVtYVdvcmxkL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjEzMyZ2LnR5cGU9MSZpcHM9MzguNzUuMTM2LjIyNjoxODM0NA==
CatchPlay电影,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL0NBVENIUExBWU1PVi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMzQmdi50eXBlPTEmaXBzPTM4Ljc1LjEzNi4yMjY6MTgzNDQ=
My Cinema Europe,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL015Q2luZW1hRXVyb3BlL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjEzNSZ2LnR5cGU9MSZpcHM9MTA4LjE4MS4yLjE5MzoyMTI2Mw==
龙华电影,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvbG9uZ2h1YW1vdi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMzYmdi50eXBlPTEmaXBzPTM4Ljc1LjEzNi4yMjY6MTgzNDQ=
龙华戏剧,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvbG9uZ2h1YXhpanUvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTM3JnYudHlwZT0xJmlwcz0zOC43NS4xMzYuMjI2OjE4MzQ0
纬来电影,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3ZsbW92aWVzL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjEzOCZ2LnR5cGU9MSZpcHM9MTA4LjE4MS4yLjE5MzoyMTI2Mw==
纬来戏剧,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3ZseGlqdS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxMzkmdi50eXBlPTEmaXBzPTEwOC4xODEuMi4xOTM6MjEyNjM=
龙祥电影(加拿大),http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2xzdGltZWNhL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE0MCZ2LnR5cGU9MSZpcHM9MTUuMjM1LjExNy44NTo5OTcw
CCTV 6 电影,http://127.0.0.1:43251/aHR0cDovLzQ1Ljg4LjE1MS42Njo5NTYwLzA2Y2N0djYvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTQxJnYudHlwZT0xJmlwcz01MS43OS4xNy4zODoxOTk4NA==
CCTV 8 连续剧,http://127.0.0.1:43251/aHR0cDovLzQ1Ljg4LjE1MS42Njo5NTYwLzA4Y2N0djgvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTQyJnYudHlwZT0xJmlwcz01MS43OS4xNy4zODoxOTk4NA==
CHC高清,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2NoY2dxL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE0MyZ2LnR5cGU9MSZpcHM9NTEuNzkuMTcuMzg6MTk5ODQ=
CHC动作,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2NoY2FjdGlvbi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxNDQmdi50eXBlPTEmaXBzPTUxLjc5LjE3LjM4OjE5OTg0
CHC家庭,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2NoY2ZhbWlseS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxNDUmdi50eXBlPTEmaXBzPTUxLjc5LjE3LjM4OjE5OTg0
爱奇艺,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2lxaXlpL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE0NiZ2LnR5cGU9MSZpcHM9MTQ0LjIxNy42Ny4yMDA6MTk1OTE=
AOD(粤),http://127.0.0.1:43251/aHR0cDovLzY0Ljc0LjE2Ny4xNDY6OTU2MC9BT0RISy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxNDcmdi50eXBlPTEmaXBzPTE0NC4yMTcuNjcuMjAwOjE5NTkx
AOD(国),http://127.0.0.1:43251/aHR0cDovLzY0Ljc0LjE2Ny4xNDY6OTU2MC9BT0RDTi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxNDgmdi50eXBlPTEmaXBzPTE0NC4yMTcuNjcuMjAwOjE5NTkx
天映频道(粤),http://127.0.0.1:43251/aHR0cDovLzY0Ljc0LjE2Ny4xNDY6OTU2MC90aWFueWluZ3l1ZS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxNTAmdi50eXBlPTEmaXBzPTE0NC4yMTcuNjcuMjAwOjE5NTkx
天映频道(国),http://127.0.0.1:43251/aHR0cDovLzY0Ljc0LjE2Ny4xNDY6OTU2MC90aWFueWluZ2d1by9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxNTEmdi50eXBlPTEmaXBzPTE0NC4yMTcuNjcuMjAwOjE5NTkx
