2完美咪咕,#genre#
NBA 凯尔特人VS国王 蔡凯臣 王润陶 08:25,http://119.53.137.101:9002/962609202
NBA 凯尔特人VS国王 英文原声 08:25,http://119.53.137.101:9002/962609099
NBA 鹈鹕VS灰熊 王凯 08:25,http://119.53.137.101:9002/962608786
NBA 鹈鹕VS灰熊 英文原声 08:25,http://119.53.137.101:9002/962608691
NBA 尼克斯VS开拓者 邵化谦 季孟年 佳依 08:15,http://119.53.137.101:9002/962609006
NBA 尼克斯VS开拓者 邢晨 08:25,http://119.53.137.101:9002/962608949
NBA 尼克斯VS开拓者 英文原声 08:25,http://119.53.137.101:9002/962608836
澳网 双巴大战再度上演！ 清流 09:00,http://119.53.137.101:9002/962437474
澳网 双巴大战再度上演！ 清流 09:00,http://119.53.137.101:9002/962437422
澳网 双巴大战再度上演！ 清流 09:00,http://119.53.137.101:9002/962437380
澳网 双巴大战再度上演！ 清流 09:00,http://119.53.137.101:9002/962437340
澳网 双巴大战再度上演！ 清流 09:00,http://119.53.137.101:9002/962437310
澳网 双巴大战再度上演！ 清流 09:00,http://119.53.137.101:9002/962437295
NBA 太阳VS骑士 连睿 09:55,http://119.53.137.101:9002/962608640
NBA 太阳VS骑士 英文原声 09:55,http://119.53.137.101:9002/962608565
NBA 掘金VS快船 姜帆 闫宇峰 09:55,http://119.53.137.101:9002/962608403
NBA 掘金VS快船 大史 09:55,http://119.53.137.101:9002/962608367
NBA 掘金VS快船 英文原声 09:55,http://119.53.137.101:9002/962608319
NBA 爵士VS篮网 刘沛元 10:25,http://119.53.137.101:9002/962608515
NBA 爵士VS篮网 英文原声 10:25,http://119.53.137.101:9002/962608428
NBA 勇士VS活塞 杨健 苏群 曾令旭 10:45,http://119.53.137.101:9002/962608302
NBA 勇士VS活塞 拜月宁 10:55,http://119.53.137.101:9002/962608235
NBA 勇士VS活塞 英文原声 10:55,http://119.53.137.101:9002/962608051
BWF 泰国羽毛球大师赛第五日 1号场地 13:00,http://119.53.137.101:9002/962683850
BWF 泰国羽毛球大师赛第五日 2号场地 13:00,http://119.53.137.101:9002/962683868
广西县级足球超级联赛 梧州市苍梧县队 vs 贵港市桂平市队 25/26赛季广西县级足球超级联赛第三轮: 梧州市苍梧县队 vs 贵港市桂平市队 14:30,http://119.53.137.101:9002/962726276
广西县级足球超级联赛 贵港市港南区队 vs 贺州市八步区队 25/26赛季广西县级足球超级联赛第三轮: 贵港市港南区队 vs 贺州市八步区队 14:30,http://119.53.137.101:9002/962726280
云南省城市足球联赛 保山队VS德宏队 25/26赛季云南省城市足球联赛第五轮: 保山队VS德宏队 15:30,http://119.53.137.101:9002/962745396
云南省城市足球联赛 普洱队VS西双版纳队 25/26赛季云南省城市足球联赛第五轮: 普洱队VS西双版纳队 16:00,http://119.53.137.101:9002/962745388
UFC前瞻与回顾 UFC激战前夜：益扎、苏郎让波特辑 陈瑞阳 16:00,http://119.53.137.101:9002/962747580
巅峰对决 · 定档海口 中国移动岛主全明星之夜 2026中国移动岛主全明星之夜 17:00,http://119.53.137.101:9002/962584016
广西县级足球超级联赛 玉林市北流市队 vs 贺州市平桂区队 25/26赛季广西县级足球超级联赛第三轮: 玉林市北流市队 vs 贺州市平桂区队 18:30,http://119.53.137.101:9002/962726291
乒乓球经典赛事 重返世界第一！王楚钦亚洲杯男单首登顶 经典赛事 19:00,http://119.53.137.101:9002/962612581
广西县级足球超级联赛 崇左市凭祥市队 vs 钦州市灵山县队 25/26赛季广西县级足球超级联赛第三轮: 崇左市凭祥市队 vs 钦州市灵山县队 19:00,http://119.53.137.101:9002/962726302
JCK 王者系列010：海来尔克VS尚志法 解说 18:55,http://119.53.137.101:9002/962741506
CBA 长白山恩都里VS山西汾酒 图文直播 19:35,http://119.53.137.101:9002/962481721
CBA 辽宁本钢VS天津先行者 图文直播 19:35,http://119.53.137.101:9002/962481733
CBA 山东高速VS广州朗肽海本 图文直播 19:35,http://119.53.137.101:9002/962481749
CBA 浙江方兴渡VS浙江稠州金租 图文直播 19:35,http://119.53.137.101:9002/962481757
Naiza Naiza80：吴亚平、阿尔赤里、饶仕明出战 解说 19:55,http://119.53.137.101:9002/962746147
Naiza Naiza80：吴亚平、阿尔赤里、饶仕明出战 清流 19:55,http://119.53.137.101:9002/962747720
西甲 皇家奥维耶多VS吉罗纳 李霄 20:45,http://119.53.137.101:9002/962749092
西甲 皇家奥维耶多VS吉罗纳 赛场原声 20:45,http://119.53.137.101:9002/962749036
斯诺克 半决赛 1号桌 21:00,http://119.53.137.101:9002/962585983
斯诺克 半决赛 朱蒙 21:00,http://119.53.137.101:9002/962770811
意甲 比萨VS萨索洛 吴奕博 21:45,http://119.53.137.101:9002/962748554
意甲 比萨VS萨索洛 赛场原声 21:45,http://119.53.137.101:9002/962748539
德甲 霍芬海姆VS柏林联 刘洪新 22:15,http://119.53.137.101:9002/962748912
德甲 霍芬海姆VS柏林联 赛场原声 22:15,http://119.53.137.101:9002/962748898
德甲 奥格斯堡VS圣保利 王子睿 22:15,http://119.53.137.101:9002/962748883
德甲 奥格斯堡VS圣保利 赛场原声 22:15,http://119.53.137.101:9002/962748873
德甲 云达不莱梅VS门兴格拉德巴赫 赵宇 22:15,http://119.53.137.101:9002/962748840
德甲 云达不莱梅VS门兴格拉德巴赫 赛场原声 22:15,http://119.53.137.101:9002/962748832
德甲 RB莱比锡VS美因茨 鲁靖明 马延峰 22:15,http://119.53.137.101:9002/962748806
德甲 RB莱比锡VS美因茨 赛场原声 22:15,http://119.53.137.101:9002/962748794
德甲 法兰克福VS勒沃库森 刘洋 22:15,http://119.53.137.101:9002/962748759
德甲 法兰克福VS勒沃库森 赛场原声 22:15,http://119.53.137.101:9002/962748747
德甲 法兰克福VS勒沃库森 刘洋 22:15,http://119.53.137.101:9002/962748774
英超 狼队VS伯恩茅斯 吴桐 22:45,http://119.53.137.101:9002/962748633
英超 狼队VS伯恩茅斯 英文原声 22:45,http://119.53.137.101:9002/962748649
英超 狼队VS伯恩茅斯 赛场原声 22:45,http://119.53.137.101:9002/962748670
英超 利兹联VS阿森纳 詹俊 张路 程思钦 22:20,http://119.53.137.101:9002/962748407
英超 利兹联VS阿森纳 陈凯冬 何辉 22:50,http://119.53.137.101:9002/962748441
英超 利兹联VS阿森纳 英文原声 22:45,http://119.53.137.101:9002/962748464
英超 利兹联VS阿森纳 赛场原声 22:45,http://119.53.137.101:9002/962748474
英超 利兹联VS阿森纳 詹俊 张路 程思钦 22:20,http://119.53.137.101:9002/962748590
英超 布莱顿VS埃弗顿 郭灿亮 22:45,http://119.53.137.101:9002/962748244
英超 布莱顿VS埃弗顿 英文原声 22:45,http://119.53.137.101:9002/962748260
英超 布莱顿VS埃弗顿 赛场原声 22:45,http://119.53.137.101:9002/962748264
西甲 奥萨苏纳VS比利亚雷亚尔 兰子非 23:00,http://119.53.137.101:9002/962749104
西甲 奥萨苏纳VS比利亚雷亚尔 赛场原声 23:00,http://119.53.137.101:9002/962749100
CCTV-1 综合,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-1H265_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-2 财经,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-2H265_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-3 综艺,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-3H265_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-4 中文国际,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-4H265_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-5 体育,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-5H265_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-5+ 体育赛事,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-5plusH265_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-6 电影,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-6H265_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-7 国防军事,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-7H265_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-8 电视剧,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-8H265_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-9 纪录,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-9H265_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-10 科教,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-10H265_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-11 戏曲,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-11-H265_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-12 社会与法,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-12H265_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-13 新闻,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-xw_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-14 少儿,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-14H265_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-15 音乐,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-15-yyH265_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-16 奥林匹克,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-16_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-16 奥林匹克 4K,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-16-4K_8000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-17 农业农村,http://58.144.234.4/live2.rxip.sc96655.com/live/CCTV-17_4000.m3u8?E=&U=&A=&K=&P=&S=
CCTV-4K 超高清,http://58.144.234.4/live2.rxip.sc96655.com/live/ys4Kcq_2000.m3u8?E=&U=&A=&K=&P=&S=
4K超高清电影 4K,http://58.144.234.4/live2.rxip.sc96655.com/live/emdy4k_8000.m3u8?E=&U=&A=&K=&P=&S=
欢笑剧场4K,http://58.144.234.4/live2.rxip.sc96655.com/live/hxjc-4k_8000.m3u8?E=&U=&A=&K=&P=&S=
凤凰中文,http://58.144.234.4/live2.rxip.sc96655.com/live/test1_4000.m3u8?E=&U=&A=&K=&P=&S=
凤凰资讯,http://58.144.234.4/live2.rxip.sc96655.com/live/test2_4000.m3u8?E=&U=&A=&K=&P=&S=
安徽卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/ahwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
北京卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/bjwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
兵团卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/btws_4000.m3u8?E=&U=&A=&K=&P=&S=
重庆卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/cqwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
东方卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/dfwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
东南卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/dnwsfjwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
甘肃卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/gsws_4000.m3u8?E=&U=&A=&K=&P=&S=
广东卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/gdwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
广西卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/gxws_4000.m3u8?E=&U=&A=&K=&P=&S=
贵州卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/gzwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
海南卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/hnws_4000.m3u8?E=&U=&A=&K=&P=&S=
河南卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/hnws35_4000.m3u8?E=&U=&A=&K=&P=&S=
黑龙江卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/hljwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
湖北卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/hbwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
湖南卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/hnwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
吉林卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/jlwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
江苏卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/jswsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
江西卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/jxwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
康巴卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/kbwsH264_2000.m3u8?E=&U=&A=&K=&P=&S=
辽宁卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/lnwsHDH264_4000.m3u8?E=&U=&A=&K=&P=&S=
内蒙古卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/nmgws_4000.m3u8?E=&U=&A=&K=&P=&S=
山东教育卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/sdjy_4000.m3u8?E=&U=&A=&K=&P=&S=
山东卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/sdwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
山西卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/sxws42_4000.m3u8?E=&U=&A=&K=&P=&S=
陕西卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/sxws_4000.m3u8?E=&U=&A=&K=&P=&S=
深圳卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/szwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
四川卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/scwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
天津卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/tjwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
西藏卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/xzwsH264_2000.m3u8?E=&U=&A=&K=&P=&S=
云南卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/ynws_4000.m3u8?E=&U=&A=&K=&P=&S=
浙江卫视,http://58.144.234.4/live2.rxip.sc96655.com/live/zjwsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
CETV-1,http://58.144.234.4/live2.rxip.sc96655.com/live/CETV-1H264_4000.m3u8?E=&U=&A=&K=&P=&S=
CETV-4,http://58.144.234.4/live2.rxip.sc96655.com/live/CETV-4H264_2000.m3u8?E=&U=&A=&K=&P=&S=
CBN风尚生活,http://58.144.234.4/live2.rxip.sc96655.com/live/fssh_4000.m3u8?E=&U=&A=&K=&P=&S=
CBN每日影院,http://58.144.234.4/live2.rxip.sc96655.com/live/mryy_4000.m3u8?E=&U=&A=&K=&P=&S=
CBN幸福剧场,http://58.144.234.4/live2.rxip.sc96655.com/live/xfjc_4000.m3u8?E=&U=&A=&K=&P=&S=
CBN幸福娱乐,http://58.144.234.4/live2.rxip.sc96655.com/live/xfyl_4000.m3u8?E=&U=&A=&K=&P=&S=
CHC动作电影,http://58.144.234.4/live2.rxip.sc96655.com/live/wqCHCdzdyH265_4000.m3u8?E=&U=&A=&K=&P=&S=
CHC高清电影,http://58.144.234.4/live2.rxip.sc96655.com/live/lnwsCHC-HDH265_4000.m3u8?E=&U=&A=&K=&P=&S=
CHC家庭影院,http://58.144.234.4/live2.rxip.sc96655.com/live/jbtygqCHCjtyyH265_4000.m3u8?E=&U=&A=&K=&P=&S=
动漫秀场,http://58.144.234.4/live2.rxip.sc96655.com/live/yybb-dmxc-H265_4000.m3u8?E=&U=&A=&K=&P=&S=
都市剧场,http://58.144.234.4/live2.rxip.sc96655.com/live/yxfydsjcHDH265_4000.m3u8?E=&U=&A=&K=&P=&S=
法治天地,http://58.144.234.4/live2.rxip.sc96655.com/live/fztx_4000.m3u8?E=&U=&A=&K=&P=&S=
极速汽车,http://58.144.234.4/live2.rxip.sc96655.com/live/jsqcH265_4000.m3u8?E=&U=&A=&K=&P=&S=
纪实科教,http://58.144.234.4/live2.rxip.sc96655.com/live/bjjs_2000.m3u8?E=&U=&A=&K=&P=&S=
嘉佳卡通,http://58.144.234.4/live2.rxip.sc96655.com/live/jjkt_2000.m3u8?E=&U=&A=&K=&P=&S=
家庭理财,http://58.144.234.4/live2.rxip.sc96655.com/live/jtlc_4000.m3u8?E=&U=&A=&K=&P=&S=
江苏财富天下,http://58.144.234.4/live2.rxip.sc96655.com/live/cftx_4000.m3u8?E=&U=&A=&K=&P=&S=
金鹰纪实,http://58.144.234.4/live2.rxip.sc96655.com/live/jyjsHDH265_4000.m3u8?E=&U=&A=&K=&P=&S=
金鹰卡通,http://58.144.234.4/live2.rxip.sc96655.com/live/jykt_2000.m3u8?E=&U=&A=&K=&P=&S=
劲爆体育,http://58.144.234.4/live2.rxip.sc96655.com/live/lqhxjcHDH265_4000.m3u8?E=&U=&A=&K=&P=&S=
聚鲨环球精选,http://58.144.234.4/live2.rxip.sc96655.com/live/jshqjxHD_4000.m3u8?E=&U=&A=&K=&P=&S=
卡酷少儿,http://58.144.234.4/live2.rxip.sc96655.com/live/kkkt_4000.m3u8?E=&U=&A=&K=&P=&S=
快乐垂钓,http://58.144.234.4/live2.rxip.sc96655.com/live/fyzqklcdHDH265_4000.m3u8?E=&U=&A=&K=&P=&S=
乐游,http://58.144.234.4/live2.rxip.sc96655.com/live/qjs-HDH265_4000.m3u8?E=&U=&A=&K=&P=&S=
梨园频道,http://58.144.234.4/live2.rxip.sc96655.com/live/ly_4000.m3u8?E=&U=&A=&K=&P=&S=
魅力足球,http://58.144.234.4/live2.rxip.sc96655.com/live/mlyy_4000.m3u8?E=&U=&A=&K=&P=&S=
七彩戏剧,http://58.144.234.4/live2.rxip.sc96655.com/live/qcxj_2000.m3u8?E=&U=&A=&K=&P=&S=
摄影频道,http://58.144.234.4/live2.rxip.sc96655.com/live/sy_4000.m3u8?E=&U=&A=&K=&P=&S=
生活时尚,http://58.144.234.4/live2.rxip.sc96655.com/live/shssH265_4000.m3u8?E=&U=&A=&K=&P=&S=
四海钓鱼,http://58.144.234.4/live2.rxip.sc96655.com/live/shdy_4000.m3u8?E=&U=&A=&K=&P=&S=
天元围棋,http://58.144.234.4/live2.rxip.sc96655.com/live/tywq_2000.m3u8?E=&U=&A=&K=&P=&S=
武术世界,http://58.144.234.4/live2.rxip.sc96655.com/live/wssj_4000.m3u8?E=&U=&A=&K=&P=&S=
先锋乒羽,http://58.144.234.4/live2.rxip.sc96655.com/live/xfpy_4000.m3u8?E=&U=&A=&K=&P=&S=
新视觉,http://58.144.234.4/live2.rxip.sc96655.com/live/ycxsjH265_4000.m3u8?E=&U=&A=&K=&P=&S=
证劵服务,http://58.144.234.4/live2.rxip.sc96655.com/live/jz_2000.m3u8?E=&U=&A=&K=&P=&S=
中国天气,http://58.144.234.4/live2.rxip.sc96655.com/live/zgqx_4000.m3u8?E=&U=&A=&K=&P=&S=
中央新影-发现之旅,http://58.144.234.4/live2.rxip.sc96655.com/live/fxzl_2000.m3u8?E=&U=&A=&K=&P=&S=
中央新影-老故事,http://58.144.234.4/live2.rxip.sc96655.com/live/lgs_2000.m3u8?E=&U=&A=&K=&P=&S=
中央新影-中学生,http://58.144.234.4/live2.rxip.sc96655.com/live/zxs_4000.m3u8?E=&U=&A=&K=&P=&S=
川广融媒,http://58.144.234.4/live2.rxip.sc96655.com/live/cgrh_2000.m3u8?E=&U=&A=&K=&P=&S=
川网导视,http://58.144.234.4/live2.rxip.sc96655.com/live/cwdsHDH264_4000.m3u8?E=&U=&A=&K=&P=&S=
精品导视,http://58.144.234.4/live2.rxip.sc96655.com/live/jpdsH265_4000.m3u8?E=&U=&A=&K=&P=&S=
沙湾融媒,http://58.144.234.4/live2.rxip.sc96655.com/live/swxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
四川文化旅游,http://58.144.234.4/live2.rxip.sc96655.com/live/SCTV-2-H265_4000.m3u8?E=&U=&A=&K=&P=&S=
四川经济,http://58.144.234.4/live2.rxip.sc96655.com/live/SCTV-3-H265_4000.m3u8?E=&U=&A=&K=&P=&S=
四川新闻,http://58.144.234.4/live2.rxip.sc96655.com/live/SCTV-4H265_4000.m3u8?E=&U=&A=&K=&P=&S=
四川影视文艺,http://58.144.234.4/live2.rxip.sc96655.com/live/SCTV-5-scysH265_4000.m3u8?E=&U=&A=&K=&P=&S=
四川妇女儿童,http://58.144.234.4/live2.rxip.sc96655.com/live/SCTV-7-_4000.m3u8?E=&U=&A=&K=&P=&S=
四川科教,http://58.144.234.4/live2.rxip.sc96655.com/live/SCTV-ggSCTV-8_4000.m3u8?E=&U=&A=&K=&P=&S=
四川乡村,http://58.144.234.4/live2.rxip.sc96655.com/live/SCTV-kjSCTV-9-_4000.m3u8?E=&U=&A=&K=&P=&S=
四川峨嵋电影,http://58.144.234.4/live2.rxip.sc96655.com/live/emdygqH265_4000.m3u8?E=&U=&A=&K=&P=&S=
成都新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/CDTV-1_4000.m3u8?E=&U=&A=&K=&P=&S=
成都经济资讯,http://58.144.234.4/live2.rxip.sc96655.com/live/CDTV-2_4000.m3u8?E=&U=&A=&K=&P=&S=
成都都市生活,http://58.144.234.4/live2.rxip.sc96655.com/live/CDTV-3_4000.m3u8?E=&U=&A=&K=&P=&S=
成都影视文艺,http://58.144.234.4/live2.rxip.sc96655.com/live/CDTV-4_4000.m3u8?E=&U=&A=&K=&P=&S=
成都公共频道,http://58.144.234.4/live2.rxip.sc96655.com/live/CDTV-5_4000.m3u8?E=&U=&A=&K=&P=&S=
成都高新区,http://58.144.234.4/live2.rxip.sc96655.com/live/cdgxdstgq_2000.m3u8?E=&U=&A=&K=&P=&S=
成都每日购物,http://58.144.234.4/live2.rxip.sc96655.com/live/mrgw_4000.m3u8?E=&U=&A=&K=&P=&S=
阿坝州TV,http://58.144.234.4/live2.rxip.sc96655.com/live/abxwzhpdgq_2000.m3u8?E=&U=&A=&K=&P=&S=
阿坝州藏语,http://58.144.234.4/live2.rxip.sc96655.com/live/wypdgqH265_4000.m3u8?E=&U=&A=&K=&P=&S=
安居综合,http://58.144.234.4/live2.rxip.sc96655.com/live/ajxw_2000.m3u8?E=&U=&A=&K=&P=&S=
安岳综合频道,http://58.144.234.4/live2.rxip.sc96655.com/live/ayxwzh_4000.m3u8?E=&U=&A=&K=&P=&S=
安州综合频道,http://58.144.234.4/live2.rxip.sc96655.com/live/azgq_2000.m3u8?E=&U=&A=&K=&P=&S=
巴中文旅生活,http://58.144.234.4/live2.rxip.sc96655.com/live/bzetH264_2000.m3u8?E=&U=&A=&K=&P=&S=
巴中综合,http://58.144.234.4/live2.rxip.sc96655.com/live/bzytH265_4000.m3u8?E=&U=&A=&K=&P=&S=
巴州电视,http://58.144.234.4/live2.rxip.sc96655.com/live/bzxw_4000.m3u8?E=&U=&A=&K=&P=&S=
宝兴综合,http://58.144.234.4/live2.rxip.sc96655.com/live/bxdst_2000.m3u8?E=&U=&A=&K=&P=&S=
北川综合,http://58.144.234.4/live2.rxip.sc96655.com/live/bcxwHD_2000.m3u8?E=&U=&A=&K=&P=&S=
苍溪综合,http://58.144.234.4/live2.rxip.sc96655.com/live/cxxwgqH265_4000.m3u8?E=&U=&A=&K=&P=&S=
长宁综合,http://58.144.234.4/live2.rxip.sc96655.com/live/znzh_2000.m3u8?E=&U=&A=&K=&P=&S=
朝天综合,http://58.144.234.4/live2.rxip.sc96655.com/live/ctxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
崇州,http://58.144.234.4/live2.rxip.sc96655.com/live/czyt_4000.m3u8?E=&U=&A=&K=&P=&S=
船山综合,http://58.144.234.4/live2.rxip.sc96655.com/live/csxw_2000.m3u8?E=&U=&A=&K=&P=&S=
达川新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/dcxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
达州导视,http://58.144.234.4/live2.rxip.sc96655.com/live/dzds_2000.m3u8?E=&U=&A=&K=&P=&S=
达州公共,http://58.144.234.4/live2.rxip.sc96655.com/live/dzgg_2000.m3u8?E=&U=&A=&K=&P=&S=
达州通川,http://58.144.234.4/live2.rxip.sc96655.com/live/tcq_2000.m3u8?E=&U=&A=&K=&P=&S=
达州新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/dzxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
大邑电视台,http://58.144.234.4/live2.rxip.sc96655.com/live/dyytH265_4000.m3u8?E=&U=&A=&K=&P=&S=
大英新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/dyxwzhH265_4000.m3u8?E=&U=&A=&K=&P=&S=
丹棱综合,http://58.144.234.4/live2.rxip.sc96655.com/live/dlxwzhH265_4000.m3u8?E=&U=&A=&K=&P=&S=
德昌电视台,http://58.144.234.4/live2.rxip.sc96655.com/live/dcxw_4000.m3u8?E=&U=&A=&K=&P=&S=
东兴综合,http://58.144.234.4/live2.rxip.sc96655.com/live/dxxwzh_4000.m3u8?E=&U=&A=&K=&P=&S=
都江堰,http://58.144.234.4/live2.rxip.sc96655.com/live/djyzh_4000.m3u8?E=&U=&A=&K=&P=&S=
峨边电视台,http://58.144.234.4/live2.rxip.sc96655.com/live/ebdst_2000.m3u8?E=&U=&A=&K=&P=&S=
峨眉综合,http://58.144.234.4/live2.rxip.sc96655.com/live/emsxw_2000.m3u8?E=&U=&A=&K=&P=&S=
恩阳新闻,http://58.144.234.4/live2.rxip.sc96655.com/live/eyxw_2000.m3u8?E=&U=&A=&K=&P=&S=
涪城综合,http://58.144.234.4/live2.rxip.sc96655.com/live/fcgq_2000.m3u8?E=&U=&A=&K=&P=&S=
富顺综合,http://58.144.234.4/live2.rxip.sc96655.com/live/fszh_2000.m3u8?E=&U=&A=&K=&P=&S=
甘洛,http://58.144.234.4/live2.rxip.sc96655.com/live/glt_2000.m3u8?E=&U=&A=&K=&P=&S=
甘孜综合,http://58.144.234.4/live2.rxip.sc96655.com/live/gzxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
高县-1,http://58.144.234.4/live2.rxip.sc96655.com/live/gxt_2000.m3u8?E=&U=&A=&K=&P=&S=
古蔺新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/glxwzhgq_2000.m3u8?E=&U=&A=&K=&P=&S=
广安公共,http://58.144.234.4/live2.rxip.sc96655.com/live/gagg_2000.m3u8?E=&U=&A=&K=&P=&S=
广安区电视台,http://58.144.234.4/live2.rxip.sc96655.com/live/gaqxw_2000.m3u8?E=&U=&A=&K=&P=&S=
广安新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/gaxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
广汉综合,http://58.144.234.4/live2.rxip.sc96655.com/live/ghxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
广元文化生活,http://58.144.234.4/live2.rxip.sc96655.com/live/gyggH265_4000.m3u8?E=&U=&A=&K=&P=&S=
广元综合,http://58.144.234.4/live2.rxip.sc96655.com/live/gyzhH265_4000.m3u8?E=&U=&A=&K=&P=&S=
汉源综合,http://58.144.234.4/live2.rxip.sc96655.com/live/hyxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
合江新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/hjxw_2000.m3u8?E=&U=&A=&K=&P=&S=
黑水,http://58.144.234.4/live2.rxip.sc96655.com/live/hsxwzhpdH264_2000.m3u8?E=&U=&A=&K=&P=&S=
