恐怖片,#genre#
鬼妇2：村庄,https://v5.qdhdcate.com/yyv5/202502/19/QTgDMdTt5d21/video/index.m3u8
死去的东西,https://v5.qdhdcate.com/yyv5/202502/17/v8PZhHEQL119/video/index.m3u8
黑色钻石2025,https://v2.qdhdcate.com/yyv2/202502/10/pSgPUniCWq22/video/index.m3u8
狐妖传说,https://v4.qdhdcate.com/yyv4/202502/13/4r3SzWxSqv23/video/index.m3u8
鬼视频,https://v3.qdhdcate.com/yyv3/202502/13/P61iMAEQEr19/video/index.m3u8
未知哭声,https://v3.qdhdcate.com/yyv3/202502/13/KqLkgqiWdd24/video/index.m3u8
完美伴侣2025,https://v4.qdhdcate.com/yyv4/202502/08/DjUhHYGuBf19/video/index.m3u8
腥心眼,https://v2.qdhdcate.com/yyv2/202502/13/SVBBhCxxA524/video/index.m3u8
杀人鼠实验,https://v5.qdhdcate.com/yyv5/202502/19/gyP6hMQ25H20/video/index.m3u8
恶灵苏玛拉,https://v2.qdhdcate.com/yyv2/202502/07/tHNTasb47n23/video/index.m3u8
猪人归来,https://v5.qdhdcate.com/yyv5/202502/05/bhygMD43pM20/video/index.m3u8
移植2024,https://v4.qdhdcate.com/yyv4/202502/06/BLSbGBQ4aj24/video/index.m3u8
睡魔2025,https://v6.qdhdcate.com/yyv6/202502/08/5D20kL6E9A24/video/index.m3u8
狼人2025,https://v3.qdhdcate.com/yyv3/202502/05/2abhsuV85e22/video/index.m3u8
睡着即死,https://v3.qdhdcate.com/yyv3/202502/05/vnmK6qS9br24/video/index.m3u8
猪头人归来,https://v4.qdhdcate.com/yyv4/202502/02/96GP8uyDTK21/video/index.m3u8
偷走她的呼吸,https://v3.qdhdcate.com/yyv3/202502/02/XNAWGJFGtV21/video/index.m3u8
信徒,https://v1.qdhdcate.com/yyv1/202308/19/MW8AG6ZG4w2/video/index.m3u8#HD$https://v3.qdhdcate.com/yyv3/202502/01/GjQq4e0dHL20/video/index.m3u8
噬魂岛,https://v6.qdhdcate.com/yyv6/202502/07/yTNU3NFVAV19/video/index.m3u8
怪兽航线,https://v5.qdhdcate.com/yyv5/202502/01/CFx3dvkvLa22/video/index.m3u8
恐怖网络2024,https://v4.qdhdcate.com/yyv4/202502/08/ffhVDzCr6422/video/index.m3u8
九月五日,https://v5.qdhdcate.com/yyv5/202501/31/akGCyrV0Pc19/video/index.m3u8
草迷宫恐怖杀人事件,https://v2.qdhdcate.com/yyv2/202501/25/EHnRyRuYYe20/video/index.m3u8
放大镜,https://v4.qdhdcate.com/yyv4/202502/01/BX0yJW6Kge24/video/index.m3u8
开阔的天空,https://v4.qdhdcate.com/yyv4/202501/30/FCEkAqp4dy23/video/index.m3u8
掉头阴间路,https://v4.qdhdcate.com/yyv4/202501/23/pavNMrS0vg20/video/index.m3u8
旁观者2024,https://v2.qdhdcate.com/yyv2/202501/28/pYWJMw3Uv720/video/index.m3u8
漂亮朋友2023,https://v3.qdhdcate.com/yyv3/202501/23/Ja6ejbruxJ20/video/index.m3u8
如影随形2023,https://v4.qdhdcate.com/yyv4/202501/23/PQLji930pM24/video/index.m3u8
旧日阴影,https://v4.qdhdcate.com/yyv4/202501/23/mm6tZ6w2wE22/video/index.m3u8
诺斯费拉图2024,https://v6.qdhdcate.com/yyv6/202412/31/9xXQZCUBpc22/video/index.m3u8#HD$https://v3.qdhdcate.com/yyv3/202501/23/VZPSbEmRd923/video/index.m3u8
幽灵画像,https://v5.qdhdcate.com/yyv5/202501/23/gtDidV34zS23/video/index.m3u8
异形：契约,https://v1.qdhdcate.com/yyv1/202308/19/xYFtxPYUfj2/video/index.m3u8#HD$https://v3.qdhdcate.com/yyv3/202501/17/LYuCZrev5n20/video/index.m3u8
死亡清点,https://v6.qdhdcate.com/yyv6/202501/16/19kiL34exG24/video/index.m3u8
寻凶,https://v4.qdhdcate.com/yyv4/202501/20/zvgALRwdjq19/video/index.m3u8
隐藏的面孔,https://v4.qdhdcate.com/yyv4/202501/08/HVwnTfSCrM22/video/index.m3u8
威尼斯谋杀案,https://v4.qdhdcate.com/yyv4/202501/19/1L6fN7gQJu24/video/index.m3u8
血誓2024,https://v4.qdhdcate.com/yyv4/202501/16/pky9q48u3p23/video/index.m3u8
镜像迷踪,https://v4.qdhdcate.com/yyv4/202501/16/s8SpbFWKBa19/video/index.m3u8
民俗怪闻录之出马仙,https://v3.qdhdcate.com/yyv3/202501/07/CwmEqFvrB919/video/index.m3u8
冰河的诅咒,https://v3.qdhdcate.com/yyv3/202501/06/imcjaaSzNK21/video/index.m3u8
听好了,https://v3.qdhdcate.com/yyv3/202501/01/LNvPFH37VV20/video/index.m3u8
单细胞少女与学校怪谈：建校纪念日,https://v6.qdhdcate.com/yyv6/202501/01/HktGfiiXdf21/video/index.m3u8
猛鬼村,https://v6.qdhdcate.com/yyv6/202501/05/1Av8NKTLyb24/video/index.m3u8
夜母,https://v3.qdhdcate.com/yyv3/202412/29/znnhkwEZjH21/video/index.m3u8
地球分裂,https://v2.qdhdcate.com/yyv2/202501/03/aANbrEHFTM19/video/index.m3u8
鬼妻我爱你,https://v4.qdhdcate.com/yyv4/202501/05/5jCYKbggm821/video/index.m3u8
阴阳路15：客似魂来国语,https://v5.qdhdcate.com/yyv5/202412/19/rrGZKXWsuG24/video/index.m3u8
邪教招魂,https://v6.qdhdcate.com/yyv6/202412/29/JJ9YUqpcUY22/video/index.m3u8
丧钟已鸣,https://v2.qdhdcate.com/yyv2/202501/03/U07GTEmTcH24/video/index.m3u8
幽灵学,https://v5.qdhdcate.com/yyv5/202501/01/dQSyvVeM1E19/video/index.m3u8
阴阳路17：监房有鬼国语,https://v6.qdhdcate.com/yyv6/202412/19/mqfeJ04aRz22/video/index.m3u8
阴阳路18：鬼上身国语,https://v2.qdhdcate.com/yyv2/202412/19/CWaSC3zgNn19/video/index.m3u8
祖庙闹鬼记3,https://v2.qdhdcate.com/yyv2/202412/28/BwjHmzFWBr20/video/index.m3u8
心智相投,https://v2.qdhdcate.com/yyv2/202412/29/MqDBCTWHkD23/video/index.m3u8
降头国语,https://v6.qdhdcate.com/yyv6/202412/19/RNvGDFGaep20/video/index.m3u8
通灵侦探2023,https://v2.qdhdcate.com/yyv2/202412/28/2TpBbgYhrs23/video/index.m3u8
原谅我父亲,https://v3.qdhdcate.com/yyv3/202412/24/DSzR9gFnDG22/video/index.m3u8
爱情炸弹,https://v2.qdhdcate.com/yyv2/202412/26/MrkKRGd71K23/video/index.m3u8
着魔2024,https://v2.qdhdcate.com/yyv2/202412/23/CGJzZDQ1cg20/video/index.m3u8
降头粤语,https://v4.qdhdcate.com/yyv4/202412/19/MLtdGTtc9g23/video/index.m3u8
死透透,https://v2.qdhdcate.com/yyv2/202412/21/GRJCr8CByD24/video/index.m3u8
封闭女子监狱,https://v2.qdhdcate.com/yyv2/202412/20/v8QS2YwCCD21/video/index.m3u8
恶业2024,https://v3.qdhdcate.com/yyv3/202412/20/HEMmEu2VzR22/video/index.m3u8
罪生咒,https://v4.qdhdcate.com/yyv4/202412/19/fQPhvSkU0823/video/index.m3u8
阴阳路国语,https://v5.qdhdcate.com/yyv5/202412/19/yfAHGNbK3Z21/video/index.m3u8
阴阳路6：凶周刊粤语,https://v6.qdhdcate.com/yyv6/202412/19/Ntjvk0aGUm24/video/index.m3u8
异教徒2024,https://v5.qdhdcate.com/yyv5/202411/15/S2pnhy9hqW22/video/index.m3u8#HD$https://v2.qdhdcate.com/yyv2/202412/11/QkCnrtdXDg21/video/index.m3u8
我们死去的那个夏天,https://v6.qdhdcate.com/yyv6/202412/16/cdtstEV54g20/video/index.m3u8
阴阳路6：凶周刊国语,https://v3.qdhdcate.com/yyv3/202412/19/skExbB1c4R21/video/index.m3u8
阴阳路5：一见发财国语,https://v2.qdhdcate.com/yyv2/202412/19/eRu57bXG2h20/video/index.m3u8
拉斯提亚斯,https://v5.qdhdcate.com/yyv5/202412/13/7aJJEB2dgz20/video/index.m3u8
追杀网红,https://v6.qdhdcate.com/yyv6/202412/16/MGw0PFaCzJ19/video/index.m3u8
哀悼岩,https://v6.qdhdcate.com/yyv6/202412/15/pZrZ97deME24/video/index.m3u8
三天,https://v5.qdhdcate.com/yyv5/202412/13/3zNDzkqkfK21/video/index.m3u8
鸳鸯楼·惊魂,https://v4.qdhdcate.com/yyv4/202412/10/nV5pHza9bd24/video/index.m3u8
森林恶魔,https://v4.qdhdcate.com/yyv4/202412/09/bMiMD982zK24/video/index.m3u8
撒冷女巫魔偶,https://v2.qdhdcate.com/yyv2/202412/11/us6x3KVLKP24/video/index.m3u8
闹鬼城堡,https://v5.qdhdcate.com/yyv5/202412/10/ALvjvyQzc824/video/index.m3u8
泥瓦房,https://v4.qdhdcate.com/yyv4/202412/15/v0np8A58r119/video/index.m3u8
女猎手,https://v5.qdhdcate.com/yyv5/202412/09/Rw6frbGrzH21/video/index.m3u8
二号陪审员,https://v3.qdhdcate.com/yyv3/202412/03/5TBZSpQArZ24/video/index.m3u8
恐惧之壳,https://v3.qdhdcate.com/yyv3/202412/09/GXMyinsEku23/video/index.m3u8
鬼河,https://v6.qdhdcate.com/yyv6/202411/30/xd7URQYSnL21/video/index.m3u8
暗影之面,https://v3.qdhdcate.com/yyv3/202412/09/mSs2mCT5bT24/video/index.m3u8
桑塔斯坦,https://v6.qdhdcate.com/yyv6/202412/03/AyxNb4mJiv24/video/index.m3u8
狼群出动,https://v4.qdhdcate.com/yyv4/202412/01/tPF6VV92j022/video/index.m3u8
巴希拉,https://v3.qdhdcate.com/yyv3/202412/03/6JPcw6Dw8P21/video/index.m3u8
嫁给杂种,https://v4.qdhdcate.com/yyv4/202412/09/BeBwMAfu2u22/video/index.m3u8
血色狂怒,https://v6.qdhdcate.com/yyv6/202412/02/hRvxrQq49b21/video/index.m3u8
不幸之家,https://v5.qdhdcate.com/yyv5/202411/26/HwbrqDCnsg24/video/index.m3u8
圣诞吸血夜,https://v5.qdhdcate.com/yyv5/202411/20/WPqJnqMKpB24/video/index.m3u8
人鬼情不了,https://v2.qdhdcate.com/yyv2/202411/24/rtfKTJhw5a24/video/index.m3u8
夺命微笑2,https://v4.qdhdcate.com/yyv4/202411/13/JNt3Ehb2TG23/video/index.m3u8
嗜血袋鼠,https://v2.qdhdcate.com/yyv2/202411/03/BypXURqUr921/video/index.m3u8
逃鲨,https://v6.qdhdcate.com/yyv6/202411/03/Lu5K8wikPk24/video/index.m3u8
长春花园,https://v5.qdhdcate.com/yyv5/202411/02/ewmDERsnqs22/video/index.m3u8
变鬼2,https://v6.qdhdcate.com/yyv6/202411/09/RYesxXiHxi19/video/index.m3u8
杀死爱人,https://v5.qdhdcate.com/yyv5/202411/09/NxmRR2riDi22/video/index.m3u8
陷阱2024,https://v9.qdhdcate.com/yyv9/202408/16/LHttgfGF0r18/video/index.m3u8#HD中字$https://v5.qdhdcate.com/yyv5/202408/30/Aj2xXy37Tm7/video/index.m3u8#中字$https://v2.qdhdcate.com/yyv2/202410/28/YnQs9HM1cG24/video/index.m3u8
致命佳人,https://v2.qdhdcate.com/yyv2/202411/25/zLqfYSx4ef20/video/index.m3u8
Carved,https://v6.qdhdcate.com/yyv6/202410/22/VLZ8hwqJyG23/video/index.m3u8
千万别松手,https://v2.qdhdcate.com/yyv2/202410/16/Ad6peaTGkq10/video/index.m3u8
断魂小丑3,https://v4.qdhdcate.com/yyv4/202410/16/nqK5EVMX4J4/video/index.m3u8#HD$https://v2.qdhdcate.com/yyv2/202410/25/HhQ0YyxRii20/video/index.m3u8
天才枪手2024,https://v2.qdhdcate.com/yyv2/202410/18/wg6Y9FCnJE10/video/index.m3u8
疯死,https://v3.qdhdcate.com/yyv3/202410/23/b0PXWJBgJM19/video/index.m3u8
世外逃劫2024,https://v4.qdhdcate.com/yyv4/202410/17/WhdyMCMT2x4/video/index.m3u8
布袋人,https://v4.qdhdcate.com/yyv4/202410/21/V3uCg3xVv422/video/index.m3u8
行动倒数,https://v2.qdhdcate.com/yyv2/202410/26/EGemMAdMJ520/video/index.m3u8
克罗克特先生,https://v3.qdhdcate.com/yyv3/202410/11/jRuiedk6vh2/video/index.m3u8
暴力谎言,https://v1.qdhdcate.com/yyv1/202410/13/meFa3WYXdV1/video/index.m3u8
非礼勿言,https://v12.qdhdcate.com/yyv12/202410/07/FNXnxZQHT08/video/index.m3u8
腐坏之巫,https://v6.qdhdcate.com/yyv6/202410/03/RHG8SpSwcR12/video/index.m3u8
怪亲,https://v8.qdhdcate.com/yyv8/202408/27/gVm8jnanvA14/video/index.m3u8#HD$https://v2.qdhdcate.com/yyv2/202410/04/RJ765vE4fS10/video/index.m3u8
別呼吸,https://v8.qdhdcate.com/yyv8/202410/03/7PQYYW1B9Z14/video/index.m3u8
某种物质,https://v2.qdhdcate.com/yyv2/202409/26/G3LR5DLGVV10/video/index.m3u8
撒冷镇2024,https://v9.qdhdcate.com/yyv9/202410/03/dyetBDL1wi18/video/index.m3u8
怖谷鸟,https://v9.qdhdcate.com/yyv9/202409/08/gm190s6bc718/video/index.m3u8#HD$https://v8.qdhdcate.com/yyv8/202409/18/QKENrzi1WS14/video/index.m3u8
欲女心惊,https://v8.qdhdcate.com/yyv8/202409/28/asBj4ELbFP14/video/index.m3u8
墓中酷刑,https://v6.qdhdcate.com/yyv6/202409/26/ge4PiY1Kzz12/video/index.m3u8
眠2023,https://v11.qdhdcate.com/yyv11/202409/17/swN89jhzZh3/video/index.m3u8
三更客栈,https://v8.qdhdcate.com/yyv8/202409/05/3h4rCRG9ic14/video/index.m3u8
灵异蓝光,https://v5.qdhdcate.com/yyv5/202409/13/fc6ytQ3wD27/video/index.m3u8
鬼宅,https://v11.qdhdcate.com/yyv11/202408/29/RqrV9xXsK83/video/index.m3u8
从此以后,https://v5.qdhdcate.com/yyv5/202409/14/07UveQ544d7/video/index.m3u8
阁楼里的花1987,https://v12.qdhdcate.com/yyv12/202408/31/6phVZfZNNj8/video/index.m3u8
血腥蜡笔,https://v5.qdhdcate.com/yyv5/202408/25/QVsp8F1mmE7/video/index.m3u8
解脱2024,https://v9.qdhdcate.com/yyv9/202408/27/ZGkt5smZsB18/video/index.m3u8#HD中字$https://v5.qdhdcate.com/yyv5/202408/30/AApS5FzWta7/video/index.m3u8
致命弯道6：终极审判,https://v12.qdhdcate.com/yyv12/202409/01/L7As1dw76q8/video/index.m3u8
鬼府神工,https://v10.qdhdcate.com/yyv10/202409/08/mjeHsJShzx15/video/index.m3u8
小猪佩奇2023,https://v5.qdhdcate.com/yyv5/202409/01/Q5dpqtmRfX7/video/index.m3u8
越南恐怖故事,https://v5.qdhdcate.com/yyv5/202408/25/ZF7FC4Vcct7/video/index.m3u8
德州电锯杀人狂3D,https://v11.qdhdcate.com/yyv11/202408/23/t8SENjCDPT3/video/index.m3u8
我和春天有个约定,https://v5.qdhdcate.com/yyv5/202408/24/sfU9wmfQda7/video/index.m3u8
香蕉劈裂,https://v11.qdhdcate.com/yyv11/202408/25/2iTcVv5k6c3/video/index.m3u8
鬼空间,https://v12.qdhdcate.com/yyv12/202408/23/tPJMNCrjDn8/video/index.m3u8
九月四日,https://v10.qdhdcate.com/yyv10/202408/25/R7aBB9di4415/video/index.m3u8
痴迷女杀手,https://v9.qdhdcate.com/yyv9/202408/27/i2q8zp4RAc18/video/index.m3u8
死灵的陷阱2,https://v8.qdhdcate.com/yyv8/202408/27/W9U09Ft2Bx14/video/index.m3u8
恶灵困扰,https://v12.qdhdcate.com/yyv12/202408/17/ZDhnQxHwAT8/video/index.m3u8
惨死,https://v12.qdhdcate.com/yyv12/202408/17/cUE3KbeDBa8/video/index.m3u8
召唤,https://v9.qdhdcate.com/yyv9/202408/23/G0p70SUbgv18/video/index.m3u8
恶胎粤语,https://v9.qdhdcate.com/yyv9/202408/23/Xy7WGzibD118/video/index.m3u8
血亲疑云,https://v11.qdhdcate.com/yyv11/202408/14/aXcyPCAt6x3/video/index.m3u8
你们都得死,https://v12.qdhdcate.com/yyv12/202408/23/PZwKVaKnqJ8/video/index.m3u8
兔头男复仇记,https://v10.qdhdcate.com/yyv10/202408/23/uBasSLVfZa15/video/index.m3u8
猛鬼通宵陪住你,https://v12.qdhdcate.com/yyv12/202408/26/UeD1LdAMMD8/video/index.m3u8
克罗姆的诅咒,https://v8.qdhdcate.com/yyv8/202408/26/mcyVpKfkqc14/video/index.m3u8
猛鬼列车,https://v9.qdhdcate.com/yyv9/202408/19/WAvNsLUt9E18/video/index.m3u8
名模夜惊魂,https://v10.qdhdcate.com/yyv10/202408/25/86MLrv1UGv15/video/index.m3u8
要命玩笑,https://v5.qdhdcate.com/yyv5/202408/23/Wm0fb2zJci7/video/index.m3u8
追凶20年国语,https://v8.qdhdcate.com/yyv8/202408/14/SNNADiAGmc14/video/index.m3u8
电锯惊魂6国语,https://v5.qdhdcate.com/yyv5/202408/15/mZeerMvHMj7/video/index.m3u8
追凶20年粤语,https://v8.qdhdcate.com/yyv8/202408/14/n6gikNukTQ14/video/index.m3u8
副作用2020,https://v11.qdhdcate.com/yyv11/202408/16/pKjXfiKs6R3/video/index.m3u8
使徒,https://v10.qdhdcate.com/yyv10/202408/19/2vcPNXwwwL15/video/index.m3u8
冷血悬案,https://v9.qdhdcate.com/yyv9/202408/19/H4sZmr2BNT18/video/index.m3u8
罗米娜,https://v10.qdhdcate.com/yyv10/202408/19/2MFWA2i8Aq15/video/index.m3u8
鲨鱼女孩,https://v9.qdhdcate.com/yyv9/202408/24/3BpF25EDCU18/video/index.m3u8
南巫,https://v10.qdhdcate.com/yyv10/202408/19/T2erPsvFTL15/video/index.m3u8
夜惊：死亡出租车,https://v9.qdhdcate.com/yyv9/202408/23/JrhNLFTkET18/video/index.m3u8
长腿怪,https://v11.qdhdcate.com/yyv11/202407/23/QiW4L4HAsq3/video/index.m3u8#中字版$https://v9.qdhdcate.com/yyv9/202407/29/4sQhzB0mTY18/video/index.m3u8#HD$https://v8.qdhdcate.com/yyv8/202408/23/fsr1t4487Z14/video/index.m3u8
鬼气球,https://v12.qdhdcate.com/yyv12/202408/23/0xc2KyLUwY8/video/index.m3u8
咒物寻凶,https://v9.qdhdcate.com/yyv9/202408/20/QPunhC9K6W18/video/index.m3u8#HD$https://v11.qdhdcate.com/yyv11/202408/20/SVRDP3wud53/video/index.m3u8
不幸之名,https://v10.qdhdcate.com/yyv10/202408/17/XzQmTAZVJZ15/video/index.m3u8
安娜贝尔2：诞生国语,https://v10.qdhdcate.com/yyv10/202408/09/xZWq8jjtx715/video/index.m3u8
格吉（杀人鬼）,https://v8.qdhdcate.com/yyv8/202408/23/Hha5kvnd0Z14/video/index.m3u8
直播鬼戏院,https://v12.qdhdcate.com/yyv12/202408/22/bUDWutZyPv8/video/index.m3u8
牧群2014,https://v5.qdhdcate.com/yyv5/202408/22/30y8Ani2737/video/index.m3u8
鲨齿险滩,https://v5.qdhdcate.com/yyv5/202408/19/QkN8vrfa4H7/video/index.m3u8
恶灵坎蒂莎,https://v12.qdhdcate.com/yyv12/202408/08/tk1GQz1zmV8/video/index.m3u8
死亡写真国语,https://v8.qdhdcate.com/yyv8/202408/14/mkfB3ARY9D14/video/index.m3u8
谵妄1987,https://v11.qdhdcate.com/yyv11/202408/19/mz663Z9Rcm3/video/index.m3u8
无序之主,https://v5.qdhdcate.com/yyv5/202408/18/dVAaGz73N77/video/index.m3u8
鬼追人2,https://v11.qdhdcate.com/yyv11/202408/19/9sTVxprBAi3/video/index.m3u8
毛骨悚然撞鬼经25周年特别篇,https://v12.qdhdcate.com/yyv12/202408/18/aCkJ0uP9JX8/video/index.m3u8
卡萨达加,https://v8.qdhdcate.com/yyv8/202408/04/gEbjZtZPcx14/video/index.m3u8
午夜凶铃：凶铃再现国语,https://v12.qdhdcate.com/yyv12/202408/04/WZ8PxpRtHU8/video/index.m3u8
招魂国语,https://v10.qdhdcate.com/yyv10/202408/09/MWRUNbWQ7S15/video/index.m3u8
午夜凶铃2：贞子缠身国语,https://v11.qdhdcate.com/yyv11/202408/04/DsPtw5xvcF3/video/index.m3u8
死亡写真粤语,https://v8.qdhdcate.com/yyv8/202408/14/Am8z0kc8VN14/video/index.m3u8
电锯惊魂2国语,https://v8.qdhdcate.com/yyv8/202408/14/GUmr7qBWi014/video/index.m3u8
榕树头讲鬼国语,https://v8.qdhdcate.com/yyv8/202408/14/hJLCY5QJ4m14/video/index.m3u8
电锯惊魂5国语,https://v11.qdhdcate.com/yyv11/202408/14/v8mXsYwDvc3/video/index.m3u8
新娘,https://v9.qdhdcate.com/yyv9/202408/09/FFmXwjc2Nt18/video/index.m3u8
电锯惊魂国语,https://v11.qdhdcate.com/yyv11/202408/14/pqefi6xkh93/video/index.m3u8
幸存者2014,https://v5.qdhdcate.com/yyv5/202408/16/9BZtEJqKU77/video/index.m3u8
电锯惊魂4国语,https://v12.qdhdcate.com/yyv12/202408/14/TgMG9F38YJ8/video/index.m3u8
榕树头讲鬼粤语,https://v11.qdhdcate.com/yyv11/202408/14/m6Pa5eFErZ3/video/index.m3u8
访客,https://v5.qdhdcate.com/yyv5/202408/13/Kud0be4cJP7/video/index.m3u8
一切为了杰克森,https://v9.qdhdcate.com/yyv9/202408/06/88KMvRLaMH18/video/index.m3u8
德州电锯杀人狂1974国语,https://v9.qdhdcate.com/yyv9/202408/13/qRn6AThmgz18/video/index.m3u8
医院大屠杀,https://v11.qdhdcate.com/yyv11/202408/08/A74pbq1w1p3/video/index.m3u8
咖啡桌,https://v10.qdhdcate.com/yyv10/202408/15/Ucsvvppmuz15/video/index.m3u8
拉入地狱,https://v11.qdhdcate.com/yyv11/202408/13/AUsmjZ6jUx3/video/index.m3u8
小心身后,https://v5.qdhdcate.com/yyv5/202408/08/yNJNCaziKF7/video/index.m3u8
人食人实录,https://v9.qdhdcate.com/yyv9/202408/08/QL7gGJz7M318/video/index.m3u8
安娜贝尔国语,https://v5.qdhdcate.com/yyv5/202408/09/yEVafSjCJ17/video/index.m3u8
恶魔的诅咒,https://v5.qdhdcate.com/yyv5/202408/09/b1pYRBn0RG7/video/index.m3u8
安娜贝尔3：回家国语,https://v9.qdhdcate.com/yyv9/202408/09/kD4zMgUTn618/video/index.m3u8
厉鬼穿心,https://v8.qdhdcate.com/yyv8/202408/09/VL6kPxsbYr14/video/index.m3u8
守护天使,https://v9.qdhdcate.com/yyv9/202407/30/NzxwypwxnY18/video/index.m3u8
厉鬼医院,https://v9.qdhdcate.com/yyv9/202407/30/9YgYsyp3Mk18/video/index.m3u8
猛鬼街3国语,https://v12.qdhdcate.com/yyv12/202408/10/NXmneKsU0G8/video/index.m3u8
凶兆2,https://v12.qdhdcate.com/yyv12/202408/07/8GPYP7qefu8/video/index.m3u8
禁断动画22,https://v9.qdhdcate.com/yyv9/202408/07/yv3Lz3g3nV18/video/index.m3u8
猛鬼街2国语,https://v9.qdhdcate.com/yyv9/202408/10/qw2vZtX3ka18/video/index.m3u8
驱魔人III,https://v9.qdhdcate.com/yyv9/202408/09/bYTvgENyf018/video/index.m3u8
禁断动画10,https://v12.qdhdcate.com/yyv12/202408/07/gbJibRVdRt8/video/index.m3u8
新猛鬼街国语,https://v5.qdhdcate.com/yyv5/202408/10/LcABt1MBbK7/video/index.m3u8
禁断动画23,https://v10.qdhdcate.com/yyv10/202408/07/JxqLBXdexu15/video/index.m3u8
猛鬼街5：猛鬼怪胎国语,https://v10.qdhdcate.com/yyv10/202408/10/Ad6e4AHz3t15/video/index.m3u8
猛鬼街4：梦幻主宰国语,https://v12.qdhdcate.com/yyv12/202408/10/q4D4Cgj0we8/video/index.m3u8
猛鬼街6国语,https://v5.qdhdcate.com/yyv5/202408/10/sum0psZ5au7/video/index.m3u8
魅杀2,https://v8.qdhdcate.com/yyv8/202408/09/Nwr8Ks01Yh14/video/index.m3u8
亲友皆死,https://v10.qdhdcate.com/yyv10/202408/10/1Hrb493RVV15/video/index.m3u8
杀死艾瑞尔,https://v5.qdhdcate.com/yyv5/202407/30/AM5pswAa4u7/video/index.m3u8
黑暗来临,https://v12.qdhdcate.com/yyv12/202408/09/q2V1LiFL8n8/video/index.m3u8
死神来了2国语,https://v8.qdhdcate.com/yyv8/202407/30/jzAhXUenLs14/video/index.m3u8
死神来了4国语,https://v10.qdhdcate.com/yyv10/202407/30/LcrUmbDYRB15/video/index.m3u8
死神来了国语,https://v10.qdhdcate.com/yyv10/202407/30/MZntikdcB915/video/index.m3u8
死神来了3国语,https://v8.qdhdcate.com/yyv8/202407/30/6Qk8vpB8jy14/video/index.m3u8
禁断动画2,https://v9.qdhdcate.com/yyv9/202408/07/mYiD63Me0s18/video/index.m3u8
禁断动画9,https://v9.qdhdcate.com/yyv9/202408/06/f9aStzqqwu18/video/index.m3u8
禁断动画3,https://v8.qdhdcate.com/yyv8/202408/07/hcHNks9qHT14/video/index.m3u8
鬼计粤语,https://v9.qdhdcate.com/yyv9/202408/03/DJ31L5ww0C18/video/index.m3u8
第八圈,https://v11.qdhdcate.com/yyv11/202407/31/kCPwazVZrj3/video/index.m3u8
林中怪人2,https://v11.qdhdcate.com/yyv11/202407/31/VWCE8HmaCT3/video/index.m3u8
禁断动画,https://v10.qdhdcate.com/yyv10/202408/07/j7bG2JZp9d15/video/index.m3u8
禁断动画 24,https://v10.qdhdcate.com/yyv10/202408/06/k05zT0wZCS15/video/index.m3u8
精灵粤语,https://v9.qdhdcate.com/yyv9/202407/31/pcyKs4wp7h18/video/index.m3u8
榆木湖边的房子,https://v9.qdhdcate.com/yyv9/202408/03/pYLW4un0Kp18/video/index.m3u8
诅咒屋,https://v10.qdhdcate.com/yyv10/202408/03/yq3gQvhXD015/video/index.m3u8
致命潘朵拉,https://v12.qdhdcate.com/yyv12/202408/03/bxShzQuHvL8/video/index.m3u8
阴宅2.0,https://v12.qdhdcate.com/yyv12/202408/03/afj9zzg3n48/video/index.m3u8
嗜血重生,https://v9.qdhdcate.com/yyv9/202408/07/xsbKx3PVXn18/video/index.m3u8
鬼滴语,https://v5.qdhdcate.com/yyv5/202404/10/8QiK5yQqPn3/video/index.m3u8
野营地狱,https://v12.qdhdcate.com/yyv12/202408/03/jdXd2JmNvF8/video/index.m3u8
黄金诡事录,https://v11.qdhdcate.com/yyv11/202404/12/St8kf7CdXc15/video/index.m3u8
黑夜怪谈粤语,https://v11.qdhdcate.com/yyv11/202408/03/Gfr565J0S83/video/index.m3u8
禁断动画8,https://v10.qdhdcate.com/yyv10/202408/06/dW4Y1YdxuE15/video/index.m3u8
异形：圣地,https://v8.qdhdcate.com/yyv8/202408/03/uHrXZVjY4S14/video/index.m3u8
饥饿英亩,https://v5.qdhdcate.com/yyv5/202408/05/J0WmZyFW8r7/video/index.m3u8
生物钟,https://v8.qdhdcate.com/yyv8/202408/06/M5Qcv5GuGr14/video/index.m3u8
入侵2024,https://v10.qdhdcate.com/yyv10/202408/06/7yRQJh3NLY15/video/index.m3u8
米老鼠的捕鼠夹,https://v12.qdhdcate.com/yyv12/202408/06/n8dJCJmZ3i8/video/index.m3u8
死神来了5国语,https://v8.qdhdcate.com/yyv8/202407/30/vG9Wm33vvG14/video/index.m3u8
蒙哥路,https://v9.qdhdcate.com/yyv9/202407/30/cgcvsYLQNS18/video/index.m3u8
相机惊魂,https://v9.qdhdcate.com/yyv9/202407/26/9fcW6B0GkX18/video/index.m3u8
潘多拉异兽,https://v5.qdhdcate.com/yyv5/202407/30/2GCaFjfSfW7/video/index.m3u8
毛骨悚然撞鬼经 2016夏季特别篇,https://v11.qdhdcate.com/yyv11/202408/02/mZUV0XEjVg3/video/index.m3u8
学校怪谈 言灵的诅咒,https://v8.qdhdcate.com/yyv8/202408/03/75baGiHz6014/video/index.m3u8
隔离巢,https://v5.qdhdcate.com/yyv5/202407/31/bKdyJhDSKn7/video/index.m3u8
