足球,#genre#
6月21日 2025世俱杯第2轮 弗拉门戈VS切尔西,https://v13.qdhdcate.com/yyv13/202506/22/DcGZRjJ78T23/video/index.m3u8
6月22日 2025世俱杯第2轮 国际米兰VS浦和红钻,https://v14.qdhdcate.com/yyv14/202506/22/1HbfNGPVLr23/video/index.m3u8
6月20日 2025世俱杯第2轮 巴黎圣日耳曼VS博塔弗戈,https://v13.qdhdcate.com/yyv13/202506/22/x9fSGjPYY324/video/index.m3u8
4月9日 24-25赛季欧冠14决赛首回合 拜仁慕尼黑VS国际米兰,https://v6.qdhdcate.com/yyv6/202504/09/Bnd4c3rmUn19/video/index.m3u8
3月25日 2025世预赛亚洲区 中国VS澳大利亚,https://v3.qdhdcate.com/yyv3/202503/26/qdadR4XPXk21/video/index.m3u8
5月2日 24-25赛季欧协联半决赛首回合 尤尔加登VS切尔西,https://v4.qdhdcate.com/yyv4/202505/02/hCHxRaYhmd22/video/index.m3u8
4月9日 24-25赛季欧冠14决赛首回合 阿森纳VS皇家马德里,https://v4.qdhdcate.com/yyv4/202504/09/cgs45DGZR219/video/index.m3u8
5月2日 24-25赛季欧联杯半决赛首回合 毕尔巴鄂竞技VS曼联,https://v4.qdhdcate.com/yyv4/202505/02/CJM6L4vwSt24/video/index.m3u8
3月22日 2025世预赛欧洲区 波兰VS立陶宛,https://v3.qdhdcate.com/yyv3/202503/22/bCPHEYQWFP24/video/index.m3u8
5月2日 24-25赛季欧联杯半决赛首回合 热刺VS博德闪耀,https://v4.qdhdcate.com/yyv4/202505/02/4p6ndAqynz23/video/index.m3u8
3月22日 2025世预赛欧洲区 马耳他VS芬兰,https://v3.qdhdcate.com/yyv3/202503/22/K0RAcdHW3U22/video/index.m3u8
3月22日 2025世预赛欧洲区 英格兰VS阿尔巴尼亚,https://v6.qdhdcate.com/yyv6/202503/22/Rgq59QFcG524/video/index.m3u8
3月17日 24-25赛季英超第29轮 莱斯特城VS曼联,https://v3.qdhdcate.com/yyv3/202503/17/TMk52m0QF523/video/index.m3u8
月22日 2025世预赛欧洲区 罗马尼亚VS波黑,https://v6.qdhdcate.com/yyv6/202503/22/xeLZ2aWvMp20/video/index.m3u8
3月22日 2025世预赛南美区 乌拉圭VS阿根廷,https://v3.qdhdcate.com/yyv3/202503/22/dR6VqVQGRx21/video/index.m3u8
3月10日 24-25赛季意甲第28轮 恩波利VS罗马,https://v6.qdhdcate.com/yyv6/202503/10/KzvN2TCuC419/video/index.m3u8
3月10日 24-25赛季意甲第28轮 尤文图斯VS亚特兰大,https://v2.qdhdcate.com/yyv2/202503/10/TFBNu4sutf22/video/index.m3u8
2月21日 24-25赛季欧联淘汰赛次回合 比尔森胜利VS费伦茨瓦罗斯,https://v6.qdhdcate.com/yyv6/202502/21/sX07Z1g9at23/video/index.m3u8
3月10日 24-25赛季西甲第27轮 皇家贝蒂斯VS拉斯帕尔马斯,https://v6.qdhdcate.com/yyv6/202503/10/Wp7G9WJd6M22/video/index.m3u8
2月21日 24-25赛季欧联淘汰赛次回合 皇家社会VS中日德兰,https://v2.qdhdcate.com/yyv2/202502/21/Hr2xu7gk1G24/video/index.m3u8
2月21日 24-25赛季欧联淘汰赛次回合 罗马VS波尔图,https://v3.qdhdcate.com/yyv3/202502/21/7jp76WWmcT19/video/index.m3u8
1月19日 24-25赛季法甲第18轮 朗斯VS巴黎圣日耳曼,https://v6.qdhdcate.com/yyv6/202501/19/DqHp2d29Wh22/video/index.m3u8
2月13日 24-25赛季欧冠淘汰赛首回合 凯尔特人VS拜仁慕尼黑,https://v2.qdhdcate.com/yyv2/202502/13/mKFUHu5WYr23/video/index.m3u8
2月13日 24-25赛季欧冠淘汰赛首回合 摩纳哥VS本菲卡,https://v6.qdhdcate.com/yyv6/202502/13/ueGvDiBzy622/video/index.m3u8
2月2日 24-25赛季英超第24轮 狼队VS阿斯顿维拉,https://v3.qdhdcate.com/yyv3/202502/02/FBvqMAwDmL19/video/index.m3u8
2月13日 24-25赛季英超第15轮 埃弗顿VS利物浦,https://v3.qdhdcate.com/yyv3/202502/13/V0fB9bNqxG23/video/index.m3u8
2月13日 24-25赛季欧冠淘汰赛首回合 费耶诺德VSAC米兰,https://v4.qdhdcate.com/yyv4/202502/13/Wyf8QqrDFu21/video/index.m3u8
2月2日 24-25赛季西甲第22轮 西班牙人VS皇家马德里,https://v2.qdhdcate.com/yyv2/202502/02/haNyA1p6QT20/video/index.m3u8
1月19日 24-25赛季法甲第18轮 里昂VS图卢兹,https://v2.qdhdcate.com/yyv2/202501/19/wG4xkvUL8r19/video/index.m3u8
1月19日 24-25赛季德甲第18轮 勒沃库森VS门兴,https://v4.qdhdcate.com/yyv4/202501/19/QBmNsMcfLS20/video/index.m3u8
2月2日 24-25赛季法甲第20轮 摩纳哥VS欧塞尔,https://v2.qdhdcate.com/yyv2/202502/02/c28qCPa2jc20/video/index.m3u8
2月12日 2025U20亚洲杯小组赛 中国VS卡塔尔,https://v6.qdhdcate.com/yyv6/202502/13/Ca1AWwHNVv24/video/index.m3u8
1月19日 24-25赛季西甲第20轮 赫塔费VS巴塞罗那,https://v3.qdhdcate.com/yyv3/202501/19/Yqku80Rgzb20/video/index.m3u8
1月19日 24-25赛季意甲第21轮 尤文图斯VSAC米兰,https://v6.qdhdcate.com/yyv6/202501/19/eMiZjd0zAE21/video/index.m3u8
1月6日 24-25赛季意甲第19轮 罗马VS拉齐奥,https://v6.qdhdcate.com/yyv6/202501/06/KRFzxtsB1S23/video/index.m3u8
1月6日 24-25赛季英超第20轮 利物浦VS曼联,https://v2.qdhdcate.com/yyv2/202501/06/MNgHBqkmCd21/video/index.m3u8
1月6日 24-25赛季意甲第19轮 都灵VS帕尔马,https://v3.qdhdcate.com/yyv3/202501/06/vhLy1BURGT24/video/index.m3u8
1月6日 24-25赛季法甲第16轮 马赛VS勒阿弗尔,https://v5.qdhdcate.com/yyv5/202501/06/BJ7S5fRFPA22/video/index.m3u8
12月28日 24-25赛季英超第18轮 阿森纳VS伊普斯维奇,https://v6.qdhdcate.com/yyv6/202412/28/4ZJrVbKP2t22/video/index.m3u8
12月28日 24-25赛季英超第18轮 布莱顿VS布伦特福德,https://v2.qdhdcate.com/yyv2/202412/28/Zn6E5rYu6020/video/index.m3u8
1月6日 24-25赛季法国超级杯 巴黎圣日耳曼VS摩纳哥,https://v3.qdhdcate.com/yyv3/202501/06/xEx7frMefC22/video/index.m3u8
12月19日 24-25赛季洲际杯决赛 皇家马德里VS帕丘卡,https://v4.qdhdcate.com/yyv4/202412/20/Y94PSuLT5d24/video/index.m3u8
12月19日 24-25赛季西甲第13轮 西班牙人VS瓦伦西亚,https://v5.qdhdcate.com/yyv5/202412/20/EGkHJmu64P21/video/index.m3u8
12月24日 24-25赛季意甲第17轮 国际米兰VS科莫,https://v4.qdhdcate.com/yyv4/202412/24/t7ZzjxKiE823/video/index.m3u8
12月16日 24-25赛季英超第16轮 切尔西VS布伦特福德,https://v3.qdhdcate.com/yyv3/202412/16/RwZQRyFhuW24/video/index.m3u8
12月16日 24-25赛季西甲第17轮 巴塞罗那VS莱加内斯,https://v4.qdhdcate.com/yyv4/202412/16/VdYDeRqyLN22/video/index.m3u8
12月19日 24-25赛季法甲第16轮 摩纳哥VS巴黎圣日耳曼,https://v5.qdhdcate.com/yyv5/202412/20/fjFumnARnR20/video/index.m3u8
12月16日 24-25赛季意甲第16轮 科莫VS罗马,https://v2.qdhdcate.com/yyv2/202412/16/BuPF4Ru7vp23/video/index.m3u8
12月19日 24-25赛季英联杯14决赛 阿森纳VS水晶宫,https://v3.qdhdcate.com/yyv3/202412/20/RqPD6Zyhj421/video/index.m3u8
12月16日 24-25赛季意甲第16轮 AC米兰VS热那亚,https://v3.qdhdcate.com/yyv3/202412/16/uxCX0Qwq3m22/video/index.m3u8
12月16日 24-25赛季法甲第15轮 巴黎圣日耳曼VS里昂,https://v3.qdhdcate.com/yyv3/202412/16/QPmCDfBZK719/video/index.m3u8
12月15日 24-25赛季德甲第14轮 圣保利VS不莱梅,https://v2.qdhdcate.com/yyv2/202412/15/Dugmr8ym5e20/video/index.m3u8
12月15日 24-25赛季法甲第15轮 马赛VS里尔,https://v4.qdhdcate.com/yyv4/202412/15/vQQNereCGi24/video/index.m3u8
12月15日 24-25赛季意甲第16轮 尤文图斯VS威尼斯,https://v6.qdhdcate.com/yyv6/202412/15/CPxkT8sLCA21/video/index.m3u8
12月15日 24-25赛季西甲第17轮 巴列卡诺VS皇家马德里,https://v5.qdhdcate.com/yyv5/202412/15/iaJ6j1jwr020/video/index.m3u8
12月11日 24-25赛季欧冠第6轮 萨尔茨堡红牛VS巴黎圣日耳曼,https://v5.qdhdcate.com/yyv5/202412/11/TBqjK4qL2r23/video/index.m3u8
12月11日 24-25赛季欧冠第6轮 布鲁日VS葡萄牙,https://v2.qdhdcate.com/yyv2/202412/11/xeCcUBfpEr23/video/index.m3u8
12月11日 24-25赛季欧冠第6轮 赫罗纳VS利物浦,https://v4.qdhdcate.com/yyv4/202412/11/bNSiTm2EyD19/video/index.m3u8
12月8日 24-25赛季德甲第13轮 门兴VS多特蒙德,https://v2.qdhdcate.com/yyv2/202412/08/SYnFrA5DYP20/video/index.m3u8
12月11日 24-25赛季欧冠第6轮 顿涅茨克矿工VS拜仁慕尼黑,https://v6.qdhdcate.com/yyv6/202412/11/AWU7xEnQZr20/video/index.m3u8
12月15日 24-25赛季法甲第15轮 兰斯VS摩纳哥,https://v3.qdhdcate.com/yyv3/202412/15/guaUexF3Sx19/video/index.m3u8
11月29日 24-25赛季欧协联第4轮 海登海姆VS切尔西,https://v6.qdhdcate.com/yyv6/202411/29/NpQzvEDTHd21/video/index.m3u8
11月29日 24-25赛季欧联杯第5轮 热刺VS罗马,https://v3.qdhdcate.com/yyv3/202411/29/uXfdWNJmBf21/video/index.m3u8
12月5日 24-25赛季英超第14轮 阿森纳VS曼联,https://v6.qdhdcate.com/yyv6/202412/05/Yt5qLgWKDM19/video/index.m3u8
12月8日 24-25赛季西甲第16轮 赫罗纳VS皇家马德里,https://v6.qdhdcate.com/yyv6/202412/08/b7QzzWhdxV19/video/index.m3u8
12月8日 24-25赛季意甲第15轮 罗马VS莱切,https://v4.qdhdcate.com/yyv4/202412/08/bxauzP6xww23/video/index.m3u8
12月5日 24-25赛季英超第14轮 南安普顿VS切尔西,https://v3.qdhdcate.com/yyv3/202412/05/Rh4YnB3b4m22/video/index.m3u8
12月4日 24-25赛季意杯第3轮 AC米兰VS萨索洛,https://v3.qdhdcate.com/yyv3/202412/04/XXL9Dy946Q22/video/index.m3u8
12月8日 24-25赛季英超第15轮 曼联VS诺丁汉森林,https://v2.qdhdcate.com/yyv2/202412/08/TYq9atCfnz23/video/index.m3u8
11月29日 24-25赛季欧联杯第5轮 布加勒斯特星VS奥林匹亚科斯,https://v2.qdhdcate.com/yyv2/202411/29/zJC0agEw7U20/video/index.m3u8
11月29日 24-25赛季欧联杯第5轮 曼联VS博德闪耀,https://v4.qdhdcate.com/yyv4/202411/29/HYg9UVE36020/video/index.m3u8
12月4日 24-25赛季英超第14轮 莱斯特城VS西汉姆,https://v5.qdhdcate.com/yyv5/202412/04/pbiDWJgSrx21/video/index.m3u8
12月4日 24-25赛季德国杯第3轮 拜仁慕尼黑VS勒沃库森,https://v3.qdhdcate.com/yyv3/202412/04/is1vZMSB9L24/video/index.m3u8
12月1日 24-25赛季意甲第14轮 博洛尼亚VS威尼斯,https://v5.qdhdcate.com/yyv5/202412/01/aEu5bmPTYY24/video/index.m3u8
12月1日 24-25赛季英超第13轮 西汉姆VS阿森纳,https://v3.qdhdcate.com/yyv3/202412/01/wVV4RudEYt19/video/index.m3u8
12月3日 24-25赛季亚冠第6轮 利雅得胜利VS萨德,https://v2.qdhdcate.com/yyv2/202412/03/xjEsJRqEif24/video/index.m3u8
12月1日 24-25赛季意甲第14轮 AC米兰VS恩波利,https://v5.qdhdcate.com/yyv5/202412/01/3S5uFXmGCp22/video/index.m3u8
12月1日 24-25赛季德甲第12轮 多特蒙德VS拜仁慕尼黑,https://v4.qdhdcate.com/yyv4/202412/01/k7UFVQE18122/video/index.m3u8
12月1日 24-25赛季法甲第13轮 巴黎圣日耳曼VS南特,https://v5.qdhdcate.com/yyv5/202412/01/EMuhQyS79s21/video/index.m3u8
12月1日 24-25赛季西甲第15轮 西班牙人VS塞尔塔,https://v6.qdhdcate.com/yyv6/202412/01/m0pKY5cQWb24/video/index.m3u8
12月3日 24-25赛季西甲第15轮 塞维利亚VS奥萨苏纳,https://v6.qdhdcate.com/yyv6/202412/03/r9ucuJWKKR19/video/index.m3u8
11月25日 24-25赛季西甲第14轮 莱加内斯VS皇家马德,https://v4.qdhdcate.com/yyv4/202411/25/G2qP3VHg9B20/video/index.m3u8
11月25日 24-25赛季意甲第13轮 那不勒斯VS罗马,https://v4.qdhdcate.com/yyv4/202411/25/aMq5ZgxB9A20/video/index.m3u8
11月24日 24-25赛季德甲第11轮 法兰克福VS不莱梅,https://v2.qdhdcate.com/yyv2/202411/24/wHNzhtuPEH20/video/index.m3u8
12月3日 24-25赛季意甲第14轮 罗马VS亚特兰大,https://v6.qdhdcate.com/yyv6/202412/03/gJ7siDHrPc21/video/index.m3u8
11月24日 24-25赛季意甲第13轮 AC米兰VS尤文图斯,https://v4.qdhdcate.com/yyv4/202411/24/XDnbtDKcJ220/video/index.m3u8
11月25日 24-25赛季意甲第13轮 拉齐奥VS博洛尼亚,https://v2.qdhdcate.com/yyv2/202411/25/kE1rcrxRfy19/video/index.m3u8
11月25日 24-25赛季西甲第14轮 毕尔巴鄂VS皇家社会,https://v6.qdhdcate.com/yyv6/202411/25/4Fuz2uuPjr24/video/index.m3u8
11月25日 24-25赛季法甲第12轮 门兴VS圣保利,https://v4.qdhdcate.com/yyv4/202411/25/610Tnkk3Ez21/video/index.m3u8
11月24日 24-25赛季西甲第14轮 塞尔塔VS巴塞罗那,https://v6.qdhdcate.com/yyv6/202411/24/b22NkS5zKh23/video/index.m3u8
11月24日 24-25赛季英超第12轮 曼城VS热刺,https://v5.qdhdcate.com/yyv5/202411/24/m0kUyvJW2T23/video/index.m3u8
11月24日 24-25赛季西甲第14轮 赫罗纳VS西班牙人,https://v4.qdhdcate.com/yyv4/202411/24/nFBRrZ1X8U20/video/index.m3u8
11月18日 24-25赛季欧国联第6轮 奥地利VS斯洛文尼亚,https://v4.qdhdcate.com/yyv4/202411/18/rWxAi1LPbh19/video/index.m3u8
11月18日 24-25赛季欧国联第6轮 以色列VS比利时,https://v2.qdhdcate.com/yyv2/202411/18/nFhZCTP4uG22/video/index.m3u8
11月18日 24-25赛季欧国联第6轮 意大利VS法国,https://v2.qdhdcate.com/yyv2/202411/18/MsRX0Tnhmz22/video/index.m3u8
11月18日 24-25赛季欧国联第6轮 芬兰VS希腊,https://v2.qdhdcate.com/yyv2/202411/18/NfKq4gNufe20/video/index.m3u8
11月17日 24-25赛季欧国联第5轮 土耳其VS威尔士,https://v4.qdhdcate.com/yyv4/202411/17/E6VwyGyyCg24/video/index.m3u8
11月17日 24-25赛季欧国联第5轮 德国VS波黑,https://v5.qdhdcate.com/yyv5/202411/17/JJQK18xnHu20/video/index.m3u8
11月16日 2024男子足球U19熊猫杯 中国VS澳大利亚,https://v4.qdhdcate.com/yyv4/202411/17/JNUivYYuXR20/video/index.m3u8
11月17日 24-25赛季NBA常规赛 雄鹿VS黄蜂,https://v6.qdhdcate.com/yyv6/202411/17/SiTxAWKs8d24/video/index.m3u8
11月18日 24-25赛季欧国联第6轮 英格兰VS爱尔兰,https://v5.qdhdcate.com/yyv5/202411/18/J77JAxVDeD22/video/index.m3u8
11月14日 2024世预赛亚洲区第5轮 澳大利亚VS沙特,https://v3.qdhdcate.com/yyv3/202411/15/U2XKrBYnrL20/video/index.m3u8
11月17日 24-25赛季欧国联第5轮 阿尔巴尼亚VS捷克,https://v5.qdhdcate.com/yyv5/202411/17/sidtmZRxac21/video/index.m3u8
11月15日 2024世预赛亚洲区第5轮 卡塔尔VS乌兹别克斯坦,https://v5.qdhdcate.com/yyv5/202411/15/VxNC4Bp4Ms24/video/index.m3u8
11月17日 24-25赛季欧国联第5轮 荷兰VS匈牙利,https://v6.qdhdcate.com/yyv6/202411/17/B1TuCRXGP819/video/index.m3u8
11月11日 24-25赛季意甲第12轮 国际米兰VS那不勒斯,https://v2.qdhdcate.com/yyv2/202411/11/HdEtF98X9f23/video/index.m3u8
11月15日 2024世预赛南美区第11轮 巴拉圭VS阿根廷,https://v6.qdhdcate.com/yyv6/202411/15/ypsXDtN76v21/video/index.m3u8
11月14日 2024世预赛亚洲区第5轮 巴林VS中国,https://v4.qdhdcate.com/yyv4/202411/15/gnLdhMBXTP24/video/index.m3u8
11月10日 24-25赛季德甲第10轮 RB莱比锡VS门兴,https://v2.qdhdcate.com/yyv2/202411/10/gCmfFWjmVT22/video/index.m3u8
11月10日 24-25赛季法甲第11轮 朗斯VS南特,https://v3.qdhdcate.com/yyv3/202411/10/1NwTpnWdMd22/video/index.m3u8
11月10日 24-25赛季法甲第11轮 昂热VS巴黎圣日耳曼,https://v3.qdhdcate.com/yyv3/202411/10/fPMdTtFivU21/video/index.m3u8
11月10日 24-25赛季英超第11轮 布莱顿VS曼城,https://v5.qdhdcate.com/yyv5/202411/10/YsMTvxRiFE20/video/index.m3u8
11月9日 24-25赛季德甲第10轮 柏林联合VS弗赖堡,https://v6.qdhdcate.com/yyv6/202411/09/TtCSzbGjTp22/video/index.m3u8
11月9日 24-25赛季意甲第12轮 莱切VS恩波利,https://v4.qdhdcate.com/yyv4/202411/09/SGs0ShFijk19/video/index.m3u8
11月9日 24-25赛季法甲第11轮 马赛VS欧塞尔,https://v6.qdhdcate.com/yyv6/202411/09/PancQn2Y4U23/video/index.m3u8
11月9日 24-25赛季西甲第13轮 巴列卡诺VS拉斯帕尔马斯,https://v4.qdhdcate.com/yyv4/202411/09/7ZErTjFyqS19/video/index.m3u8
11月9日 24-25赛季沙联第10轮 利雅得体育VS利雅得胜利,https://v4.qdhdcate.com/yyv4/202411/09/EB9Uu2cXH723/video/index.m3u8
11月10日 24-25赛季意甲第12轮 卡利亚里VSAC米兰,https://v4.qdhdcate.com/yyv4/202411/10/MFNXSPdukn19/video/index.m3u8
11月4日 24-25赛季德甲第9轮 门兴VS不莱梅,https://v2.qdhdcate.com/yyv2/202411/04/66HQfPZAQk23/video/index.m3u8
11月15日 24-25赛季欧国联第5轮 法国VS以色列,https://v5.qdhdcate.com/yyv5/202411/15/z1pcXdTPzs23/video/index.m3u8
11月5日 24-25赛季西甲第12轮 塞尔塔VS赫塔费,https://v5.qdhdcate.com/yyv5/202411/05/EDzZUkebjn23/video/index.m3u8
11月4日 24-25赛季意甲第11轮 维罗纳VS罗马,https://v5.qdhdcate.com/yyv5/202411/04/jFqFC0jySS23/video/index.m3u8
11月2日 24-25赛季法甲第10轮 摩纳哥VS昂热,https://v2.qdhdcate.com/yyv2/202411/02/HnhuZQwVYA22/video/index.m3u8
10月30日 24-25赛季意甲第10轮 AC米兰VS那不勒斯,https://v2.qdhdcate.com/yyv2/202410/30/ApHcjBbBHq21/video/index.m3u8
11月2日 24-25赛季沙特联第9轮 利雅得胜利VS利雅得新月,https://v2.qdhdcate.com/yyv2/202411/02/1b2bCrEbH322/video/index.m3u8
11月1日 24-25赛季意甲第10轮 罗马VS都灵,https://v4.qdhdcate.com/yyv4/202411/01/MPBhhJyN4N23/video/index.m3u8
11月1日 24-25赛季意甲第10轮 热那亚VS佛罗伦萨,https://v2.qdhdcate.com/yyv2/202411/01/giaQgBrMx323/video/index.m3u8
11月4日 24-25赛季意甲第11轮 国际米兰VS威尼斯,https://v4.qdhdcate.com/yyv4/202411/04/gdg7tJUQHW21/video/index.m3u8
11月2日 24-25赛季西甲第12轮 阿拉维斯VS马洛卡,https://v6.qdhdcate.com/yyv6/202411/02/zaS29ptHmX24/video/index.m3u8
11月4日 24-25赛季法甲第10轮 南特VS马赛,https://v4.qdhdcate.com/yyv4/202411/04/F35sn2Hu9n20/video/index.m3u8
10月30日 24-25赛季意甲第10轮 卡利亚里VS博洛尼亚,https://v3.qdhdcate.com/yyv3/202410/30/La1m7qsBFY21/video/index.m3u8
10月28日 24-25赛季西甲第11轮 皇家社会VS奥萨苏纳,https://v6.qdhdcate.com/yyv6/202410/28/yd8yWYR6Cf22/video/index.m3u8
10月28日 24-25赛季德甲第8轮 柏林联合VS法兰克福,https://v5.qdhdcate.com/yyv5/202410/28/7Lt7NX15uw24/video/index.m3u8
10月27日 24-25赛季德甲第8轮 波鸿VS拜仁慕尼黑,https://v4.qdhdcate.com/yyv4/202410/28/0FPcGE7qtr23/video/index.m3u8
10月28日 24-25赛季法甲第9轮 尼斯VS摩纳哥,https://v6.qdhdcate.com/yyv6/202410/28/pPaEM3ttkE22/video/index.m3u8
10月25日 24-25赛季欧联杯第3轮 费内巴切VS曼联,https://v2.qdhdcate.com/yyv2/202410/25/VwyqZQNMBk24/video/index.m3u8
10月27日 24-25赛季德甲第8轮 不莱梅VS勒沃库森,https://v5.qdhdcate.com/yyv5/202410/27/fE28W6DGTK22/video/index.m3u8
10月27日 24-25赛季西甲第11轮 皇家马德里VS巴塞罗那,https://v5.qdhdcate.com/yyv5/202410/27/9NEa3r4c1s19/video/index.m3u8
10月25日 24-25赛季欧联杯第3轮 热刺VS阿尔克马尔,https://v4.qdhdcate.com/yyv4/202410/25/STjMzJZhSg20/video/index.m3u8
10月30日 24-25赛季意甲第10轮 莱切VS维罗纳,https://v5.qdhdcate.com/yyv5/202410/30/8wjwQSUu0M19/video/index.m3u8
10月25日 24-25赛季欧联杯第3轮 罗马VS基辅迪纳摩,https://v4.qdhdcate.com/yyv4/202410/25/tgZqX2LrdM19/video/index.m3u8
10月23日 24-25赛季NBA揭幕战 尼克斯VS凯尔特人,https://v6.qdhdcate.com/yyv6/202410/23/yPbQ6RyW5K21/video/index.m3u8
10月24日 24-25赛季欧冠第3轮 RB莱比锡VS利物浦,https://v5.qdhdcate.com/yyv5/202410/24/BgGXdevpUM20/video/index.m3u8
10月24日 24-25赛季欧冠第3轮 巴塞罗那VS拜仁慕尼黑,https://v4.qdhdcate.com/yyv4/202410/24/Zb2bqE1eVM20/video/index.m3u8
10月22日 24-25赛季亚冠第3轮 山东泰山VS横滨水手,https://v4.qdhdcate.com/yyv4/202410/23/n2X9Ch5C9N24/video/index.m3u8
10月23日 24-25赛季欧冠第3轮 皇家马德里VS多特蒙德,https://v5.qdhdcate.com/yyv5/202410/23/zWqsWBg8Bn23/video/index.m3u8
10月23日 24-25赛季欧冠第3轮 AC米兰VS布鲁日,https://v6.qdhdcate.com/yyv6/202410/23/YrJbVt9GuX24/video/index.m3u8
10月24日 24-25赛季欧冠第3轮 曼城VS布拉格斯巴达,https://v3.qdhdcate.com/yyv3/202410/24/AUTTSWSBK721/video/index.m3u8
10月24日 24-25赛季欧冠第3轮 年轻人VS国际米兰,https://v4.qdhdcate.com/yyv4/202410/24/54JBuYGp2R24/video/index.m3u8
10月23日 24-25赛季欧冠第3轮 巴黎圣日耳曼VS埃因霍温,https://v3.qdhdcate.com/yyv3/202410/23/nXKvEZquzA21/video/index.m3u8
10月20日 24-25赛季德甲第7轮 沃尔夫斯堡VS不莱梅,https://v4.qdhdcate.com/yyv4/202410/21/vVwRScshNm22/video/index.m3u8
10月21日 24-25赛季意甲第8轮 罗马VS国际米兰,https://v2.qdhdcate.com/yyv2/202410/21/JeA532jkqS19/video/index.m3u8
10月20日 24-25赛季意甲第8轮 AC米兰VS乌迪内斯,https://v3.qdhdcate.com/yyv3/202410/20/bSc8ZWLdyb24/video/index.m3u8
10月20日 24-25赛季法甲第8轮 巴黎圣日耳曼VS斯特拉斯堡,https://v3.qdhdcate.com/yyv3/202410/20/nfefkDDpKc21/video/index.m3u8
10月20日 24-25赛季德甲第7轮 拜仁慕尼黑VS斯图加特,https://v4.qdhdcate.com/yyv4/202410/20/eBAJDuTsdN21/video/index.m3u8
9月18日 2024赛季中超第28轮 山东泰山VS天津津门虎,https://v3.qdhdcate.com/yyv3/202410/19/bGpw9S85y124/video/index.m3u8
10月19日 24-25赛季沙联第7轮 利雅得青年人VS利雅得胜利,https://v4.qdhdcate.com/yyv4/202410/19/wp30XjyJ4f23/video/index.m3u8
10月19日 24-25赛季法甲第8轮 摩纳哥VS里尔,https://v6.qdhdcate.com/yyv6/202410/19/KDp30qgyjy21/video/index.m3u8
9月18日 2024赛季中超第28轮 成都蓉城VS上海海港,https://v5.qdhdcate.com/yyv5/202410/19/iSqyfZNkDs21/video/index.m3u8
9月18日 2024赛季中超第28轮 武汉三镇VS浙江,https://v1.qdhdcate.com/yyv1/202410/19/vBbmdBbYNm22/video/index.m3u8
10月20日 24-25赛季西甲第10轮 赫罗纳VS皇家社会,https://v6.qdhdcate.com/yyv6/202410/20/1epihJKHNm23/video/index.m3u8
10月15日 24-25赛季欧国联第4轮 乌克兰VS捷克,https://v4.qdhdcate.com/yyv4/202410/15/NazLcUpV1K4/video/index.m3u8
10月15日 2024世预赛亚洲区第4轮 中国VS印度尼西亚,https://v6.qdhdcate.com/yyv6/202410/16/Me4DzBHRUF12/video/index.m3u8
10月15日 2024世预赛亚洲区第4轮 韩国VS伊拉克,https://v2.qdhdcate.com/yyv2/202410/16/0cNEsBM0pQ10/video/index.m3u8
10月15日 24-25赛季欧国联第4轮 意大利VS以色列,https://v4.qdhdcate.com/yyv4/202410/15/gJ026152Gk4/video/index.m3u8
10月16日 24-25赛季欧国联第4轮 西班牙VS塞尔维亚,https://v3.qdhdcate.com/yyv3/202410/16/pktVpC4fH12/video/index.m3u8
10月16日 2024世预赛南美区第10轮 阿根廷VS玻利维亚,https://v6.qdhdcate.com/yyv6/202410/16/Em9EE0ZXKT12/video/index.m3u8
10月14日 24-25赛季欧国联第4轮 亚美尼亚VS北马其顿,https://v6.qdhdcate.com/yyv6/202410/14/DCCy03NQbT12/video/index.m3u8
10月15日 24-25赛季欧国联第4轮 德国VS荷兰,https://v4.qdhdcate.com/yyv4/202410/15/j5QU3851bn4/video/index.m3u8
10月14日 24-25赛季欧国联第4轮 奥地利VS挪威,https://v3.qdhdcate.com/yyv3/202410/14/yMxLZnen9P2/video/index.m3u8
10月14日 24-25赛季欧国联第4轮 希腊VS爱尔兰,https://v1.qdhdcate.com/yyv1/202410/14/3Y7qyTZ5ds1/video/index.m3u8
10月13日 24-25赛季欧国联第3轮 西班牙VS丹麦,https://v4.qdhdcate.com/yyv4/202410/13/TajZ6QWV8J4/video/index.m3u8
10月13日 24-25赛季欧国联第3轮 克罗地亚VS苏格兰,https://v2.qdhdcate.com/yyv2/202410/13/Dx0zvvL52Y10/video/index.m3u8
10月13日 24-25赛季欧国联第3轮 波兰VS葡萄牙,https://v3.qdhdcate.com/yyv3/202410/13/M0aLQUDYi12/video/index.m3u8
10月13日 24-25赛季欧国联第3轮 白俄罗斯VS北爱尔兰,https://v3.qdhdcate.com/yyv3/202410/13/Ndx52LMPt42/video/index.m3u8
10月12日 24-25赛季欧国联第3轮 匈牙利VS荷兰,https://v3.qdhdcate.com/yyv3/202410/12/9EnYFndC9h2/video/index.m3u8
10月15日 2024世预赛亚洲区第4轮 日本VS澳大利亚,https://v1.qdhdcate.com/yyv1/202410/16/gKc2YiwFwn1/video/index.m3u8
10月14日 24-25赛季欧国联第4轮 芬兰VS英格兰,https://v2.qdhdcate.com/yyv2/202410/14/BHLPv23NMp10/video/index.m3u8
10月12日 24-25赛季欧国联第3轮 爱沙尼亚VS阿塞拜疆,https://v1.qdhdcate.com/yyv1/202410/12/mc5hcswuZU1/video/index.m3u8
