喜剧片,#genre#
最佳损友粤语,https://v5.qdhdcate.com/yyv5/202504/06/523pFxvb8C21/video/index.m3u8
最佳损友闯情关国语,https://v5.qdhdcate.com/yyv5/202504/06/WzQXVZEPYG20/video/index.m3u8
最佳损友国语,https://v4.qdhdcate.com/yyv4/202504/06/mewiUDk0zA19/video/index.m3u8
保龙一族之龙游潜水,https://v6.qdhdcate.com/yyv6/202503/26/Zbc92wkJZe21/video/index.m3u8
喷火女郎粤语,https://v6.qdhdcate.com/yyv6/202504/06/f9LfMuDj6220/video/index.m3u8
阿凡提,https://v3.qdhdcate.com/yyv3/202503/26/uBgcd5bhvt19/video/index.m3u8
精装追女仔之3狼之一族粤语,https://v6.qdhdcate.com/yyv6/202504/05/BsHudvfnVM20/video/index.m3u8
洪福齐天粤语,https://v6.qdhdcate.com/yyv6/202504/05/BKg4yi0Qa020/video/index.m3u8
喷火女郎国语,https://v6.qdhdcate.com/yyv6/202504/06/WZWnkeC67c19/video/index.m3u8
方世玉粤语,https://v6.qdhdcate.com/yyv6/202504/05/hmYCiFez0x20/video/index.m3u8
中日南北和粤语,https://v6.qdhdcate.com/yyv6/202504/06/WcTKGRLpiq23/video/index.m3u8
洪福齐天国语,https://v5.qdhdcate.com/yyv5/202504/05/g6byETNzAK23/video/index.m3u8
方世玉续集粤语,https://v6.qdhdcate.com/yyv6/202504/05/rPffvMszzs21/video/index.m3u8
DJ特工,https://v6.qdhdcate.com/yyv6/202504/05/3TWu2ME9T222/video/index.m3u8
我才不要和你做朋友呢,https://v4.qdhdcate.com/yyv4/202503/26/rapYfEztba24/video/index.m3u8#第02集$https://v5.qdhdcate.com/yyv5/202406/09/Z54jjY8jef7/video/index.m3u8#第03集$https://v1.qdhdcate.com/yyv1/202406/09/NFujHziqeA1/video/index.m3u8#第06集$https://v3.qdhdcate.com/yyv3/202406/09/MLL8yMxpr32/video/index.m3u8#第07集$https://v10.qdhdcate.com/yyv10/202406/09/Lt3KubfdDE15/video/index.m3u8#第08集$https://v8.qdhdcate.com/yyv8/202406/09/RhssdfiETV14/video/index.m3u8#第09集$https://v12.qdhdcate.com/yyv12/202406/09/Hy8K7uEDbg8/video/index.m3u8#第10集$https://v2.qdhdcate.com/yyv2/202406/09/jfEz3jLzm110/video/index.m3u8#第11集$https://v1.qdhdcate.com/yyv1/202406/09/zgb2kqDbgZ1/video/index.m3u8#第12集$https://v1.qdhdcate.com/yyv1/202406/09/Fi5275yXjT1/video/index.m3u8#第13集$https://v1.qdhdcate.com/yyv1/202406/09/xn2b9CSbt21/video/index.m3u8#第14集$https://v4.qdhdcate.com/yyv4/202406/09/0k4rymP9xF4/video/index.m3u8#第15集$https://v8.qdhdcate.com/yyv8/202406/09/KNiBDvsYqv14/video/index.m3u8#第16集$https://v12.qdhdcate.com/yyv12/202406/09/UgaEF0fGRi8/video/index.m3u8#第17集$https://v4.qdhdcate.com/yyv4/202406/09/rcHMf0uhJN4/video/index.m3u8#第18集$https://v1.qdhdcate.com/yyv1/202406/09/3mJsQvwMix1/video/index.m3u8#第19集$https://v2.qdhdcate.com/yyv2/202406/09/RPV3sXhirr10/video/index.m3u8#第20集$https://v2.qdhdcate.com/yyv2/202406/09/JhdBff7cKM10/video/index.m3u8#第21集$https://v2.qdhdcate.com/yyv2/202406/09/UnjuRmcVrd10/video/index.m3u8#第22集$https://v12.qdhdcate.com/yyv12/202406/09/GnWg8u9VBC8/video/index.m3u8#第23集$https://v6.qdhdcate.com/yyv6/202406/09/xzQN6DeRYc12/video/index.m3u8#第24集$https://v12.qdhdcate.com/yyv12/202406/09/D5efZDTesA8/video/index.m3u8
浪漫搭档,https://v2.qdhdcate.com/yyv2/202503/26/BfnVTSqG3223/video/index.m3u8
战栗丛林,https://v1.qdhdcate.com/yyv1/202308/19/Z4DZmiK7Pe2/video/index.m3u8#HD$https://v5.qdhdcate.com/yyv5/202504/05/2piZPbm1Wm20/video/index.m3u8
出水芙蓉国语,https://v6.qdhdcate.com/yyv6/202504/04/BRiDDqvV3821/video/index.m3u8
穿越武士,https://v2.qdhdcate.com/yyv2/202503/30/cgdHzUrJJb22/video/index.m3u8
萨克拉门托,https://v4.qdhdcate.com/yyv4/202503/31/k0eFYbvRun19/video/index.m3u8
出水芙蓉粤语,https://v5.qdhdcate.com/yyv5/202504/04/JmfWhvFa5m19/video/index.m3u8
都市风光,https://v6.qdhdcate.com/yyv6/202503/12/pZcb5EUUKz23/video/index.m3u8
我的世界大电影,https://v6.qdhdcate.com/yyv6/202504/06/wahKnHw2J719/video/index.m3u8
青春的牙,https://v4.qdhdcate.com/yyv4/202503/12/pC1sFgGmZ424/video/index.m3u8
青春合伙人,https://v3.qdhdcate.com/yyv3/202503/12/kHhkU0UfvL19/video/index.m3u8
生命清单,https://v3.qdhdcate.com/yyv3/202503/29/H2yGxBmkaR23/video/index.m3u8
二龙湖水怪,https://v4.qdhdcate.com/yyv4/202503/27/M9cqi7BgE823/video/index.m3u8
真假孙悟空,https://v3.qdhdcate.com/yyv3/202503/12/LqDZ3iAvz822/video/index.m3u8
小西伯利亚,https://v4.qdhdcate.com/yyv4/202503/22/meBMqUBhcY23/video/index.m3u8
亚历山大和他最糟糕的旅程,https://v2.qdhdcate.com/yyv2/202503/29/2by9zB1pug19/video/index.m3u8
诡才之道,https://v4.qdhdcate.com/yyv4/202503/27/T3Re1NsQq922/video/index.m3u8
笑傲神探,https://v4.qdhdcate.com/yyv4/202503/12/sxMJnGzvEE24/video/index.m3u8
乌合之众2024,https://v2.qdhdcate.com/yyv2/202503/22/65Eywh0B7P20/video/index.m3u8
报告老师我是东北银,https://v6.qdhdcate.com/yyv6/202503/12/FqyPWzaqeH19/video/index.m3u8
东北轴神,https://v2.qdhdcate.com/yyv2/202503/12/pa6t1Tcpix22/video/index.m3u8
大画王,https://v3.qdhdcate.com/yyv3/202503/21/sJKVFn7spe22/video/index.m3u8
合约男女,https://v3.qdhdcate.com/yyv3/202503/08/3PBtMgKvLF24/video/index.m3u8
阿尔泽,https://v4.qdhdcate.com/yyv4/202503/20/Jqy77WsPb419/video/index.m3u8
不良女警,https://v4.qdhdcate.com/yyv4/202503/08/YeNsSmt34q19/video/index.m3u8
西游之一路向东,https://v3.qdhdcate.com/yyv3/202503/08/fG49z4ewr224/video/index.m3u8
谁动了我的运气,https://v2.qdhdcate.com/yyv2/202503/08/uMSR9hJmU220/video/index.m3u8
宋快递,https://v5.qdhdcate.com/yyv5/202503/12/5p9SHpaTjr20/video/index.m3u8
好汉饶命,https://v5.qdhdcate.com/yyv5/202503/12/Y6PiirG3QN23/video/index.m3u8
蕾拉,https://v5.qdhdcate.com/yyv5/202503/20/xcZ2BBT4DJ24/video/index.m3u8
王牌宫女,https://v3.qdhdcate.com/yyv3/202503/12/ECWCFTRcL424/video/index.m3u8
一家巧多事,https://v2.qdhdcate.com/yyv2/202503/18/qm6YtTGvGN24/video/index.m3u8
临界点,https://v3.qdhdcate.com/yyv3/202503/16/89J2tg4GAL21/video/index.m3u8
我是你的野蛮女友,https://v5.qdhdcate.com/yyv5/202503/08/Ye1i5hCqNq20/video/index.m3u8
我的校花妹妹3,https://v6.qdhdcate.com/yyv6/202503/08/Wp5fZ7qpyr19/video/index.m3u8
美妙四人组,https://v6.qdhdcate.com/yyv6/202503/12/Jp05GeVbDb24/video/index.m3u8
奇怪的记忆,https://v4.qdhdcate.com/yyv4/202503/15/gfWUES2P9z21/video/index.m3u8
鬼魅有道理,https://v6.qdhdcate.com/yyv6/202503/15/p7TU4Jwmfq20/video/index.m3u8
未来有你,https://v6.qdhdcate.com/yyv6/202503/12/9nHUVu5Vuw19/video/index.m3u8
叛厨风暴,https://v4.qdhdcate.com/yyv4/202503/18/534ds5W99h23/video/index.m3u8
无玷之城,https://v6.qdhdcate.com/yyv6/202503/08/ZNyQEWAdHZ22/video/index.m3u8
选个家来爱,https://v3.qdhdcate.com/yyv3/202503/12/gEdSCwPVMg24/video/index.m3u8
寻找奥特曼,https://v3.qdhdcate.com/yyv3/202503/08/WpyeZLm4Cn24/video/index.m3u8
捣婚计划,https://v5.qdhdcate.com/yyv5/202503/08/FFwFjfq7KV21/video/index.m3u8
你是我的魂斗罗,https://v3.qdhdcate.com/yyv3/202503/08/x8jy6SnkKV19/video/index.m3u8
HELLO玄大人,https://v2.qdhdcate.com/yyv2/202503/08/zzTdxCGgyv20/video/index.m3u8
想象一下,https://v3.qdhdcate.com/yyv3/202503/07/C1YVRYFXMm20/video/index.m3u8
新最佳拍档粤语,https://v5.qdhdcate.com/yyv5/202502/24/L25bTaFxJF21/video/index.m3u8
武侠七公主,https://v6.qdhdcate.com/yyv6/202502/24/Ur3qJvfmDD22/video/index.m3u8
武侠七公主粤语,https://v4.qdhdcate.com/yyv4/202502/24/uihhnUEwPf21/video/index.m3u8
拜倒迷你裙粤语,https://v4.qdhdcate.com/yyv4/202502/24/FcTjBTGAed19/video/index.m3u8
最爱女人购物狂粤语,https://v5.qdhdcate.com/yyv5/202503/03/W6XfGYx5M220/video/index.m3u8
七彩满天神佛国语,https://v6.qdhdcate.com/yyv6/202502/24/x4DNNqNTma21/video/index.m3u8
绝种铁金刚粤语,https://v2.qdhdcate.com/yyv2/202503/01/KLXyUxdAVh22/video/index.m3u8
新最佳拍档,https://v1.qdhdcate.com/yyv1/202308/19/VS8p8eNPH62/video/index.m3u8#HD$https://v2.qdhdcate.com/yyv2/202502/24/9Pvjc5SAwH24/video/index.m3u8
瀚海神龙,https://v4.qdhdcate.com/yyv4/202503/02/KbWM6fbuHu23/video/index.m3u8
天师捉奸,https://v4.qdhdcate.com/yyv4/202502/24/0gNHEdcLCQ23/video/index.m3u8
老夫子三救傻仔明粤语,https://v4.qdhdcate.com/yyv4/202502/24/bmLMWqSeaj23/video/index.m3u8
冷钱包,https://v3.qdhdcate.com/yyv3/202503/03/WH8i4r8i4624/video/index.m3u8
洋妓,https://v3.qdhdcate.com/yyv3/202502/24/020vZM6Eqy22/video/index.m3u8
记得香蕉成熟时,https://v3.qdhdcate.com/yyv3/202502/24/hGwnZHzwWg19/video/index.m3u8
记得香蕉成熟时2：初恋情人,https://v5.qdhdcate.com/yyv5/202502/24/2sC1bGgHQK21/video/index.m3u8
荒唐镜五斗陈梦吉粤语,https://v5.qdhdcate.com/yyv5/202502/24/kNAmvJRZv823/video/index.m3u8
漫画威龙2,https://v5.qdhdcate.com/yyv5/202502/28/YsR7k5qPtv20/video/index.m3u8
记得香蕉成熟时粤语,https://v6.qdhdcate.com/yyv6/202502/24/hkASsdW8XX22/video/index.m3u8
夏日情人,https://v2.qdhdcate.com/yyv2/202502/24/21jeQHGYPR21/video/index.m3u8
人生滑下坡,https://v4.qdhdcate.com/yyv4/202502/28/dNuMGun44i19/video/index.m3u8
圣诞之魂,https://v6.qdhdcate.com/yyv6/202502/21/NTCpNRdS0M21/video/index.m3u8
激情旅行,https://v3.qdhdcate.com/yyv3/202502/27/YBmJ2MXP4L24/video/index.m3u8
冒牌上流,https://v2.qdhdcate.com/yyv2/202502/28/DwwDKGK7wU19/video/index.m3u8
怪奇公寓,https://v6.qdhdcate.com/yyv6/202502/25/mnXc7eZ4YW21/video/index.m3u8
快乐赢家,https://v6.qdhdcate.com/yyv6/202502/19/x0v2bb7qNM20/video/index.m3u8
前任杀神,https://v2.qdhdcate.com/yyv2/202502/25/JyAzwi05YT19/video/index.m3u8
此刻姬情,https://v5.qdhdcate.com/yyv5/202502/25/9znVSp2m4B22/video/index.m3u8
人孰无过,https://v6.qdhdcate.com/yyv6/202502/27/PV4BvFmvvy22/video/index.m3u8
嫁给我契约,https://v3.qdhdcate.com/yyv3/202502/25/WRj2gmxV5D23/video/index.m3u8
鬼马姑爷仔,https://v4.qdhdcate.com/yyv4/202502/24/tk6ZWD0Vvy20/video/index.m3u8#粤语$https://v3.qdhdcate.com/yyv3/202502/24/VwU5aTGsk120/video/index.m3u8
拍出个未来,https://v4.qdhdcate.com/yyv4/202502/23/RUxZQhBbUV21/video/index.m3u8
神探狗狗,https://v4.qdhdcate.com/yyv4/202502/23/HwV0Z3CT4U24/video/index.m3u8
捉鬼有限公司国语,https://v6.qdhdcate.com/yyv6/202502/19/Aed4PUz21V20/video/index.m3u8
肩舞,https://v6.qdhdcate.com/yyv6/202502/10/7Kuuz5W9sw22/video/index.m3u8
全世界最美的女孩,https://v6.qdhdcate.com/yyv6/202502/16/WkjNUXN5Zr22/video/index.m3u8
“骗骗”喜欢你,https://v2.qdhdcate.com/yyv2/202502/14/fpgT107W2B19/video/index.m3u8
Umjolo：无解爱情,https://v2.qdhdcate.com/yyv2/202502/16/VrreL8ZwMk23/video/index.m3u8
真爱搞婚头,https://v5.qdhdcate.com/yyv5/202502/16/unrkbuGqaH23/video/index.m3u8
窗前明月，咣！,https://v6.qdhdcate.com/yyv6/202502/21/x3rSKcU95Y22/video/index.m3u8
兴奋不已,https://v5.qdhdcate.com/yyv5/202502/14/5DiHQmhvn424/video/index.m3u8
破碎的愤怒,https://v5.qdhdcate.com/yyv5/202502/14/BhW9K6siKA21/video/index.m3u8
婚前救急,https://v2.qdhdcate.com/yyv2/202502/14/4zRin6ktDg20/video/index.m3u8
BJ单身日记4,https://v5.qdhdcate.com/yyv5/202502/16/ELLEfsadCi21/video/index.m3u8
喂帅哥！！,https://v3.qdhdcate.com/yyv3/202502/04/ZJPfPc5Yd122/video/index.m3u8#第01集$https://v3.qdhdcate.com/yyv3/202308/24/xFSE0ncnY82/video/index.m3u8#第02集$https://v3.qdhdcate.com/yyv3/202308/24/13QpexxFBq2/video/index.m3u8#第03集$https://v3.qdhdcate.com/yyv3/202308/24/RNvvNwKcAF2/video/index.m3u8#第04集$https://v3.qdhdcate.com/yyv3/202308/24/M8NSruK6dM2/video/index.m3u8#第05集$https://v3.qdhdcate.com/yyv3/202308/24/UtZKA2STpF2/video/index.m3u8#第06集$https://v3.qdhdcate.com/yyv3/202308/24/eSvrWCppYF2/video/index.m3u8#第07集$https://v3.qdhdcate.com/yyv3/202308/24/FYWfT1iNWt2/video/index.m3u8#第08集$https://v3.qdhdcate.com/yyv3/202308/24/W2WycJd4802/video/index.m3u8
倒霉日,https://v4.qdhdcate.com/yyv4/202502/13/qffsci6chC23/video/index.m3u8
蜜月我的妈,https://v6.qdhdcate.com/yyv6/202502/13/yYqgQp1ukR20/video/index.m3u8
筑得到的幸福,https://v2.qdhdcate.com/yyv2/202502/14/HgA5bdMnhf19/video/index.m3u8
残酷真相,https://v4.qdhdcate.com/yyv4/202502/13/pRTxzaR9fd19/video/index.m3u8
漫漫殡途,https://v6.qdhdcate.com/yyv6/202502/05/wunh466P3423/video/index.m3u8
肚假情真,https://v4.qdhdcate.com/yyv4/202502/05/d5Ax7PZC5z20/video/index.m3u8
禁忌童话,https://v3.qdhdcate.com/yyv3/202502/04/z0uZbKwuc119/video/index.m3u8
我这一辈子2024,https://v2.qdhdcate.com/yyv2/202502/05/X2C9Fcjmfr21/video/index.m3u8
大红包2：龙凤呈祥,https://v2.qdhdcate.com/yyv2/202502/05/nRKNac0Txk23/video/index.m3u8
夏日福星粤语,https://v3.qdhdcate.com/yyv3/202312/26/5saapr0T7F2/video/index.m3u8#粤语$https://v5.qdhdcate.com/yyv5/202502/03/BGjxgdbrW719/video/index.m3u8
火锅艺术家,https://v4.qdhdcate.com/yyv4/202501/29/cbnTNTBN9z22/video/index.m3u8
热情邀约,https://v6.qdhdcate.com/yyv6/202501/31/BVgBsvr4Xd22/video/index.m3u8
我的离婚派对,https://v4.qdhdcate.com/yyv4/202501/28/krcgxZU16u20/video/index.m3u8
我的怪人父母,https://v4.qdhdcate.com/yyv4/202502/01/kHpuqU5KmV22/video/index.m3u8
象牙山车神,https://v6.qdhdcate.com/yyv6/202501/21/0ZhtHPByDg22/video/index.m3u8
塞古罗港使命,https://v6.qdhdcate.com/yyv6/202501/28/KN0HgBvHVz20/video/index.m3u8
狗的审判,https://v5.qdhdcate.com/yyv5/202501/23/RgdRmEbyDY22/video/index.m3u8
多情男孩,https://v5.qdhdcate.com/yyv5/202501/20/N6tQbV1BWp20/video/index.m3u8
亨利危险电影版,https://v5.qdhdcate.com/yyv5/202501/20/SEHWeLLdbG22/video/index.m3u8
戴夫银行2:大耳窿,https://v2.qdhdcate.com/yyv2/202501/20/g1nvfzt6aL20/video/index.m3u8
偷心上流,https://v4.qdhdcate.com/yyv4/202501/02/TuFSRe2X2P21/video/index.m3u8
粉红蝴蝶,https://v5.qdhdcate.com/yyv5/202501/01/fiCzzb5kGz24/video/index.m3u8
扯淡生命史,https://v6.qdhdcate.com/yyv6/202501/03/VgHTBdpzFy20/video/index.m3u8
重返行动,https://v6.qdhdcate.com/yyv6/202501/17/kwasjF58Nq20/video/index.m3u8
阴阳路19：我对眼见到嘢国语,https://v2.qdhdcate.com/yyv2/202412/19/RuU0iMcfLi23/video/index.m3u8
好运来,https://v4.qdhdcate.com/yyv4/202501/03/4Ax6Vk5Njk21/video/index.m3u8
与混蛋一起过圣诞节,https://v5.qdhdcate.com/yyv5/202412/28/Jjxj4kTmHh19/video/index.m3u8
爱你很久很久,https://v4.qdhdcate.com/yyv4/202412/30/FwBqY7wG2G22/video/index.m3u8
真正的痛苦,https://v4.qdhdcate.com/yyv4/202501/02/Lb7RgTAGGy19/video/index.m3u8
保龄争雄,https://v2.qdhdcate.com/yyv2/202412/26/shuYeWzknU20/video/index.m3u8
阴阳路10：宣言咒国语,https://v6.qdhdcate.com/yyv6/202412/19/W0CFppgtpt19/video/index.m3u8
熊猫计划,https://v4.qdhdcate.com/yyv4/202410/20/DuxQEPH6qL20/video/index.m3u8#HD$https://v6.qdhdcate.com/yyv6/202412/20/cTPSnqk0KC22/video/index.m3u8
重金属囧途2,https://v3.qdhdcate.com/yyv3/202412/26/b0D73t5tFn22/video/index.m3u8
小不点儿,https://v2.qdhdcate.com/yyv2/202412/20/TnnY5VJqeg22/video/index.m3u8
阴阳路2：我在你左右粤语,https://v5.qdhdcate.com/yyv5/202412/19/6Um7jkK3uV19/video/index.m3u8
阴阳路3：升棺发财国语,https://v4.qdhdcate.com/yyv4/202412/19/rFLbyuxaDE24/video/index.m3u8
阴阳路7：撞到正国语,https://v4.qdhdcate.com/yyv4/202412/19/W2jv1duGER21/video/index.m3u8
我的他和他,https://v5.qdhdcate.com/yyv5/202412/21/C5Pdmr6xse20/video/index.m3u8
阴阳路2：我在你左右国语,https://v6.qdhdcate.com/yyv6/202412/19/ryP4z40z1A21/video/index.m3u8
美国崩溃,https://v6.qdhdcate.com/yyv6/202412/17/vzPxkgBS4U24/video/index.m3u8
阴阳路8：棺材仔国语,https://v6.qdhdcate.com/yyv6/202412/19/HJ00WnGVDe22/video/index.m3u8
我梦中的女王,https://v4.qdhdcate.com/yyv4/202412/15/MVGaeHRSmc23/video/index.m3u8
鸡舍,https://v3.qdhdcate.com/yyv3/202412/17/NvfXvm2wbb19/video/index.m3u8
市井英雄,https://v2.qdhdcate.com/yyv2/202412/14/eScZBrpPmk22/video/index.m3u8
阿诺拉,https://v6.qdhdcate.com/yyv6/202412/17/WjsUgqgGUU19/video/index.m3u8
杀戮罗曼史,https://v4.qdhdcate.com/yyv4/202412/14/Hn5d3utth422/video/index.m3u8
单身的好处和坏处,https://v4.qdhdcate.com/yyv4/202412/13/MjJF7FkAZW22/video/index.m3u8
大场面,https://v5.qdhdcate.com/yyv5/202412/18/jNFxj6ePQh21/video/index.m3u8
灾难级假期,https://v6.qdhdcate.com/yyv6/202412/13/QxsmgesanD24/video/index.m3u8
埃达尔和埃杰2,https://v6.qdhdcate.com/yyv6/202412/13/Hbg0e5jfNe24/video/index.m3u8
米勒角的圣诞夜,https://v3.qdhdcate.com/yyv3/202412/04/Wf1MY8rXgV20/video/index.m3u8
老妈乱入夏令营,https://v3.qdhdcate.com/yyv3/202412/09/Zz0su8sySk20/video/index.m3u8
雾都奇遇夜,https://v3.qdhdcate.com/yyv3/202411/28/04piKqz04m19/video/index.m3u8
2:1,https://v2.qdhdcate.com/yyv2/202412/03/33NnzxwtdJ21/video/index.m3u8
二龙湖浩哥之今生是兄弟,https://v4.qdhdcate.com/yyv4/202412/02/Kq7uji6z9721/video/index.m3u8
不同星球的奇怪恋人,https://v4.qdhdcate.com/yyv4/202411/25/wAnmPdc67B23/video/index.m3u8
几近天堂,https://v4.qdhdcate.com/yyv4/202411/25/2z854LREck22/video/index.m3u8
我们的小秘密2024,https://v5.qdhdcate.com/yyv5/202411/27/NCSvczqaXN22/video/index.m3u8
不差钱2024,https://v6.qdhdcate.com/yyv6/202412/07/8jWTrwE6qf24/video/index.m3u8
脑洞大开,https://v6.qdhdcate.com/yyv6/202411/16/qpthRdDWLX24/video/index.m3u8
追捕圣诞老人,https://v3.qdhdcate.com/yyv3/202411/25/19puE04eJn19/video/index.m3u8
这个雪男不太冷,https://v3.qdhdcate.com/yyv3/202411/19/KTnydPE6mK21/video/index.m3u8
亲爱的圣诞老人,https://v6.qdhdcate.com/yyv6/202411/26/MzsQAxLurU21/video/index.m3u8
我的老屁友,https://v2.qdhdcate.com/yyv2/202411/13/GqzpEbMEx220/video/index.m3u8
艾米莉亚·佩雷斯,https://v2.qdhdcate.com/yyv2/202411/13/BN7jWecfUQ19/video/index.m3u8
刁蛮女孩,https://v6.qdhdcate.com/yyv6/202411/15/EHx8Qxzg2K22/video/index.m3u8
十全九美村,https://v6.qdhdcate.com/yyv6/202411/13/CunTSC7h6220/video/index.m3u8
洗浴天堂,https://v3.qdhdcate.com/yyv3/202411/11/vZG12fRDce24/video/index.m3u8
猛鬼大学3,https://v4.qdhdcate.com/yyv4/202411/08/pe0adBF3HB19/video/index.m3u8
下一个圣诞节见,https://v3.qdhdcate.com/yyv3/202411/06/wyFy04cks724/video/index.m3u8
不同的男人,https://v3.qdhdcate.com/yyv3/202411/06/0XkYUKsweu20/video/index.m3u8
六兄妹,https://v3.qdhdcate.com/yyv3/202411/03/EEwk10g7e219/video/index.m3u8
爆裂追击,https://v5.qdhdcate.com/yyv5/202411/03/YTYn4riKbb20/video/index.m3u8
鼻涕和水花,https://v5.qdhdcate.com/yyv5/202411/03/B0SqePMBWC23/video/index.m3u8
我的女大佬,https://v5.qdhdcate.com/yyv5/202411/01/uxhYESdRkB19/video/index.m3u8
取脑袋冈村,https://v5.qdhdcate.com/yyv5/202411/13/RuGwRdTNQv20/video/index.m3u8
三个蠢贼,https://v5.qdhdcate.com/yyv5/202411/14/qfwx12AN3H22/video/index.m3u8
超能公主,https://v5.qdhdcate.com/yyv5/202410/25/bGEqjk6Vxk20/video/index.m3u8
爆款好人?,https://v6.qdhdcate.com/yyv6/202411/01/dXkVPubb7p24/video/index.m3u8
兄弟2024,https://v2.qdhdcate.com/yyv2/202410/17/SKGqVX1e0n10/video/index.m3u8
盐湖计划,https://v6.qdhdcate.com/yyv6/202410/23/gqqQfNCsgs22/video/index.m3u8
黄阿丽：单身女士,https://v4.qdhdcate.com/yyv4/202410/08/XXdGCbR1XR4/video/index.m3u8
致命午休,https://v1.qdhdcate.com/yyv1/202410/14/MsW9XbuzXT1/video/index.m3u8
爱情梦想游戏,https://v3.qdhdcate.com/yyv3/202410/20/Da3zPiXPTb24/video/index.m3u8
悬崖下72小时,https://v9.qdhdcate.com/yyv9/202409/20/smV4irFB8118/video/index.m3u8
寺宇之间,https://v10.qdhdcate.com/yyv10/202408/31/71XfZvPUNf15/video/index.m3u8#HD$https://v12.qdhdcate.com/yyv12/202409/24/LDV0rAP9Xe8/video/index.m3u8
麻烦跟我走,https://v11.qdhdcate.com/yyv11/202410/07/QqMfG8VGC73/video/index.m3u8
双狼,https://v8.qdhdcate.com/yyv8/202409/27/N4wp41LLzt14/video/index.m3u8
抓娃娃,https://v9.qdhdcate.com/yyv9/202407/14/i0HBHrgmXk18/video/index.m3u8#HD$https://v8.qdhdcate.com/yyv8/202409/26/a99zeAiBV114/video/index.m3u8
跳跃大搜查线2：封锁彩虹桥,https://v11.qdhdcate.com/yyv11/202404/27/iLHbKxwVxx3/video/index.m3u8
飞行员2024,https://v10.qdhdcate.com/yyv10/202409/13/FxQh78K90915/video/index.m3u8
猛龙过沟2,https://v12.qdhdcate.com/yyv12/202409/08/Z3e9EruinN8/video/index.m3u8
篮球冠军2,https://v10.qdhdcate.com/yyv10/202409/17/PVFeU1jtWr15/video/index.m3u8
致命姐妹会,https://v9.qdhdcate.com/yyv9/202409/17/CA322qfmrG18/video/index.m3u8
古宝奇缘3之迷踪,https://v5.qdhdcate.com/yyv5/202409/03/eB0QduRGAV7/video/index.m3u8
从21世纪安全撤离,https://v9.qdhdcate.com/yyv9/202409/06/SA4pt2jQBG18/video/index.m3u8
大笑喜剧人,https://v5.qdhdcate.com/yyv5/202409/01/qaQ4DzCWmh7/video/index.m3u8
人民公仆2,https://v12.qdhdcate.com/yyv12/202408/29/M2rcyLMWGt8/video/index.m3u8
噪音2007,https://v12.qdhdcate.com/yyv12/202409/17/ewqjFUvmNx8/video/index.m3u8
路易·C·K二〇一七,https://v10.qdhdcate.com/yyv10/202408/29/bVSpYc95kK15/video/index.m3u8
迈克·艾普斯：印第安纳的迈克,https://v10.qdhdcate.com/yyv10/202408/29/eDtVgyz5k715/video/index.m3u8
路易·C·K：喜剧小铺现演,https://v9.qdhdcate.com/yyv9/202408/29/3NB7ri0TFm18/video/index.m3u8
路易·C·K：老招笑了,https://v11.qdhdcate.com/yyv11/202408/29/AuPj3BRvHd3/video/index.m3u8
荤俗笑料大放送,https://v12.qdhdcate.com/yyv12/202408/29/xuqGknRmCw8/video/index.m3u8
菲尔王：自恋如我,https://v10.qdhdcate.com/yyv10/202408/29/wF6L0MwEr515/video/index.m3u8
艾米·舒默巨献：家长指南,https://v12.qdhdcate.com/yyv12/202408/29/evXweutg3U8/video/index.m3u8
男主妇答题王,https://v12.qdhdcate.com/yyv12/202408/27/FZTPCZsbKn8/video/index.m3u8
爱情来了,https://v12.qdhdcate.com/yyv12/202408/29/wiUnn4safj8/video/index.m3u8
艾弘：人间百态,https://v9.qdhdcate.com/yyv9/202408/29/Nn7uw7aegZ18/video/index.m3u8
迪米特利·马丁：现场版（此时此刻）,https://v12.qdhdcate.com/yyv12/202408/29/rmFwQb1ppx8/video/index.m3u8
考试一家亲,https://v10.qdhdcate.com/yyv10/202408/30/0JEAj0fF8i15/video/index.m3u8
杰斯尼克：我思我祷,https://v10.qdhdcate.com/yyv10/202408/29/VnPbaeYufg15/video/index.m3u8
乔治·洛佩兹：半价揽活,https://v10.qdhdcate.com/yyv10/202408/29/Lwm37pQERy15/video/index.m3u8
厄尔自助餐厅的女子天团,https://v5.qdhdcate.com/yyv5/202408/30/xBq7deiUjk7/video/index.m3u8
柯林·奎恩：红州蓝州,https://v10.qdhdcate.com/yyv10/202408/29/6RMem847Hd15/video/index.m3u8
致命密室2018,https://v12.qdhdcate.com/yyv12/202408/25/Xt4eW2hMb18/video/index.m3u8
遭难者们,https://v12.qdhdcate.com/yyv12/202408/24/mAKcUf5Nic8/video/index.m3u8
直到婚礼让我们分开,https://v5.qdhdcate.com/yyv5/202408/23/qjHWXtQGvV7/video/index.m3u8
播种情人,https://v9.qdhdcate.com/yyv9/202408/31/UDHykUu4gn18/video/index.m3u8
你的一切,https://v10.qdhdcate.com/yyv10/202408/27/igFpbJ56HP15/video/index.m3u8
乔·科伊：重回故土,https://v11.qdhdcate.com/yyv11/202408/27/s9Epfiy4gv3/video/index.m3u8
冲组,https://v8.qdhdcate.com/yyv8/202408/29/GaDx25Trwe14/video/index.m3u8
云雨春心,https://v11.qdhdcate.com/yyv11/202408/27/gC7Cem2a3t3/video/index.m3u8
