剧情片,#genre#
全知读者视角,https://v14.qdhdcate.com/yyv14/202508/08/AAQwaifEma21/video/index.m3u8
我们是谁,https://v13.qdhdcate.com/yyv13/202508/07/1fw5kim9bF21/video/index.m3u8
终极拯救,https://v13.qdhdcate.com/yyv13/202508/08/ePDW4REyqQ20/video/index.m3u8
双生狂爱,https://v14.qdhdcate.com/yyv14/202508/07/hXWkGqrJCA23/video/index.m3u8
天堂谷,https://v13.qdhdcate.com/yyv13/202508/07/kdhHD7xxVS19/video/index.m3u8
三连跪,https://v14.qdhdcate.com/yyv14/202508/07/iTuVY8F8KD24/video/index.m3u8
我听见钟声,https://v13.qdhdcate.com/yyv13/202508/07/3R99M203Eh24/video/index.m3u8
血色附身,https://v13.qdhdcate.com/yyv13/202508/08/uHNJA3qgh621/video/index.m3u8
重创,https://v13.qdhdcate.com/yyv13/202508/08/Y15prkFCMb23/video/index.m3u8
泰山与宝藏,https://v14.qdhdcate.com/yyv14/202508/07/19n68URwfZ23/video/index.m3u8
施特恩女士,https://v14.qdhdcate.com/yyv14/202508/07/AC7hvXx0An22/video/index.m3u8
上海快车,https://v13.qdhdcate.com/yyv13/202508/07/XnGXifN6rz19/video/index.m3u8
沙漠中的西蒙,https://v13.qdhdcate.com/yyv13/202508/07/AAhSnCMwyQ22/video/index.m3u8
我的新朋友,https://v14.qdhdcate.com/yyv14/202508/07/RyEpY4jFhf24/video/index.m3u8
我来也,https://v14.qdhdcate.com/yyv14/202508/07/41c7FwktqT24/video/index.m3u8
十月的强风,https://v13.qdhdcate.com/yyv13/202508/07/zD1Zh0JyUu22/video/index.m3u8
网红命案,https://v14.qdhdcate.com/yyv14/202508/07/Xk3hWCgfnC22/video/index.m3u8
圣诞已近,https://v14.qdhdcate.com/yyv14/202508/07/RmhEQV158d21/video/index.m3u8
绝地飞行2024,https://v13.qdhdcate.com/yyv13/202508/07/5H2ZheXkjG20/video/index.m3u8
怪谈五命河,https://v14.qdhdcate.com/yyv14/202508/07/63XjGhEczq24/video/index.m3u8
警察们,https://v14.qdhdcate.com/yyv14/202508/06/zg8BmxyLnF19/video/index.m3u8
青涩恋爱,https://v13.qdhdcate.com/yyv13/202508/06/9UA963M82A23/video/index.m3u8
抗倭传奇,https://v14.qdhdcate.com/yyv14/202508/06/TCpYuv9ZrM20/video/index.m3u8
清除,https://v14.qdhdcate.com/yyv14/202508/06/egkcaq1vtL21/video/index.m3u8
查克的一生,https://v13.qdhdcate.com/yyv13/202508/06/J2QSbieJ6S19/video/index.m3u8
亲爱的男丁格尔,https://v13.qdhdcate.com/yyv13/202508/06/yXVq974sq020/video/index.m3u8
派对奇欲记,https://v13.qdhdcate.com/yyv13/202508/06/R6FtiLdKsW22/video/index.m3u8
人造正义,https://v14.qdhdcate.com/yyv14/202508/06/yK3JDJfvEn21/video/index.m3u8
鲁比的选择,https://v14.qdhdcate.com/yyv14/202508/06/2auKCc9MrG20/video/index.m3u8
俱乐部谋杀案,https://v13.qdhdcate.com/yyv13/202508/06/5MrXP9LjJH24/video/index.m3u8
昆仑传,https://v13.qdhdcate.com/yyv13/202508/06/A21M38TJUT21/video/index.m3u8
古迹奇谭宝藏追梦者,https://v13.qdhdcate.com/yyv13/202508/03/5bfwTjq5Uj24/video/index.m3u8
南京照相馆,https://v14.qdhdcate.com/yyv14/202507/29/JaCXsh14Dg19/video/index.m3u8#HD$https://v13.qdhdcate.com/yyv13/202508/05/7MJsRX9xJn21/video/index.m3u8
禁止停车,https://v14.qdhdcate.com/yyv14/202508/06/rqiXaagnCj19/video/index.m3u8
浴血山河,https://v13.qdhdcate.com/yyv13/202508/05/WhmePD9SM120/video/index.m3u8
黄金单身汉,https://v14.qdhdcate.com/yyv14/202508/04/eyXFgePaXh24/video/index.m3u8
化妆,https://v13.qdhdcate.com/yyv13/202508/04/5izYE3cY2z24/video/index.m3u8
姐妹会的秘密,https://v13.qdhdcate.com/yyv13/202508/04/MqV2rG6nL221/video/index.m3u8
极速盗车,https://v14.qdhdcate.com/yyv14/202508/04/SXZjq2zd5f23/video/index.m3u8
缉盗2025,https://v13.qdhdcate.com/yyv13/202508/06/UGdHCQZauB20/video/index.m3u8
风临樱花开,https://v14.qdhdcate.com/yyv14/202508/03/6tqXjWuZQP21/video/index.m3u8
哥本哈根爱情纪,https://v13.qdhdcate.com/yyv13/202508/03/9yUeC37bS522/video/index.m3u8
饿犬蓝调,https://v14.qdhdcate.com/yyv14/202508/03/nuWz2PegAU22/video/index.m3u8
此心安处,https://v13.qdhdcate.com/yyv13/202508/02/KeaPQQQ0Ns23/video/index.m3u8
五个杀手的传说,https://v13.qdhdcate.com/yyv13/202507/31/4wTyBedd5Q24/video/index.m3u8
高雄发的尾班车,https://v13.qdhdcate.com/yyv13/202508/03/HSE71Kkk0g19/video/index.m3u8
变脸丈夫,https://v14.qdhdcate.com/yyv14/202508/02/4kuPvWHRYF23/video/index.m3u8
不忠可致命,https://v14.qdhdcate.com/yyv14/202508/02/FNyxzNFMmr22/video/index.m3u8
潮落时相遇伤感,https://v14.qdhdcate.com/yyv14/202508/02/9d6UuJ0afM19/video/index.m3u8
无尽,https://v14.qdhdcate.com/yyv14/202507/31/x8Z0Ps3pJp23/video/index.m3u8
无相剑,https://v13.qdhdcate.com/yyv13/202507/31/0BF5vs2fQS19/video/index.m3u8
无言的树,https://v13.qdhdcate.com/yyv13/202507/31/vdgbYJCWUp20/video/index.m3u8
无花果之树,https://v14.qdhdcate.com/yyv14/202507/31/FPSPpycniF19/video/index.m3u8
我们从烟硝开始,https://v13.qdhdcate.com/yyv13/202507/31/ayfB1R4uFd23/video/index.m3u8
剩女大作战3,https://v13.qdhdcate.com/yyv13/202507/30/dHVCBAuzxA21/video/index.m3u8
夏日风暴,https://v14.qdhdcate.com/yyv14/202507/31/0xZ7sGZns223/video/index.m3u8
忘记我吧,https://v13.qdhdcate.com/yyv13/202507/31/NSVE2UP48c23/video/index.m3u8
夏威夷火山历险记,https://v13.qdhdcate.com/yyv13/202507/31/HYZgNGuVEX21/video/index.m3u8
铜人,https://v14.qdhdcate.com/yyv14/202507/30/xBkVi5KJYL19/video/index.m3u8
苏拉姆城堡的传说,https://v13.qdhdcate.com/yyv13/202507/30/3hVtanWq0r22/video/index.m3u8
说电影的人,https://v13.qdhdcate.com/yyv13/202507/30/sPV8HY5uQx21/video/index.m3u8
汤波热,https://v13.qdhdcate.com/yyv13/202507/30/dir3MKKamR21/video/index.m3u8
少女不毕业,https://v13.qdhdcate.com/yyv13/202507/30/uuGc240FPv20/video/index.m3u8
时间尽头的房屋,https://v13.qdhdcate.com/yyv13/202507/30/QNYZaT18T923/video/index.m3u8
神捕追击,https://v14.qdhdcate.com/yyv14/202507/30/b4XfKBPqSJ23/video/index.m3u8
陪着你走,https://v14.qdhdcate.com/yyv14/202507/29/F6seSkyhtK23/video/index.m3u8
三面娜迦2,https://v14.qdhdcate.com/yyv14/202507/30/EKK2pDpa9X20/video/index.m3u8
双面替身,https://v14.qdhdcate.com/yyv14/202507/30/VPw4gdjZYy22/video/index.m3u8
拳击场故事,https://v14.qdhdcate.com/yyv14/202507/29/CanUJQMih820/video/index.m3u8
绳文人到来,https://v13.qdhdcate.com/yyv13/202507/30/xmENU20fdt20/video/index.m3u8
人生贩卖所,https://v13.qdhdcate.com/yyv13/202507/29/QiB42CnFnt20/video/index.m3u8
女教徒,https://v13.qdhdcate.com/yyv13/202507/29/YUJEXtWAem19/video/index.m3u8
女子学校,https://v14.qdhdcate.com/yyv14/202507/29/Zp2tYKzBU321/video/index.m3u8
穆戈尔·毛戈利,https://v13.qdhdcate.com/yyv13/202507/29/4x4Rgn4gsP21/video/index.m3u8
漂流街,https://v14.qdhdcate.com/yyv14/202507/29/uUL6YTQaMb21/video/index.m3u8
母亲的乒乓球粤语,https://v14.qdhdcate.com/yyv14/202507/29/33qWKawh4921/video/index.m3u8
青春转大人,https://v13.qdhdcate.com/yyv13/202507/29/Kxmqs1ti7N24/video/index.m3u8
末路鸳鸯,https://v14.qdhdcate.com/yyv14/202507/28/vJmRkUknwc24/video/index.m3u8
麦克阿瑟传,https://v13.qdhdcate.com/yyv13/202507/28/iSPGZffd8f23/video/index.m3u8
谋杀学教授,https://v14.qdhdcate.com/yyv14/202507/29/6gfS0crNW019/video/index.m3u8
美国总统,https://v14.qdhdcate.com/yyv14/202507/28/eEpyqkbDDg23/video/index.m3u8
慢慢说,https://v13.qdhdcate.com/yyv13/202507/28/3bHrsWLNhw23/video/index.m3u8
蔓延的爱,https://v14.qdhdcate.com/yyv14/202507/28/zxPS0XzhWG19/video/index.m3u8
马路对面的房子,https://v14.qdhdcate.com/yyv14/202507/28/0G2wQkkmkP23/video/index.m3u8
老杨和他的南东块,https://v13.qdhdcate.com/yyv13/202507/28/8rMCPsap0p19/video/index.m3u8
龙卷风警报,https://v14.qdhdcate.com/yyv14/202507/28/9LTBe9p8WR21/video/index.m3u8
誓死追缉令,https://v13.qdhdcate.com/yyv13/202507/26/rvPqwmbCrG20/video/index.m3u8
摩登爱情,https://v13.qdhdcate.com/yyv13/202507/28/bfpKxhhYJm20/video/index.m3u8
蟒蛇：沉默杀手,https://v14.qdhdcate.com/yyv14/202507/28/YBwscGZ13D22/video/index.m3u8
屠杀报告,https://v13.qdhdcate.com/yyv13/202507/26/t8HEw8j3zW22/video/index.m3u8
英湘,https://v13.qdhdcate.com/yyv13/202507/26/WiybtQzhAg22/video/index.m3u8
疑云密布,https://v14.qdhdcate.com/yyv14/202507/26/p6cUbKk3PW24/video/index.m3u8
疑云密布国语,https://v13.qdhdcate.com/yyv13/202507/26/bNxvHk5zgK23/video/index.m3u8
欲望和智慧,https://v13.qdhdcate.com/yyv13/202507/26/RE368cB4NP21/video/index.m3u8
血与黑蕾丝,https://v13.qdhdcate.com/yyv13/202507/26/LPuzwEn1z623/video/index.m3u8
装饰,https://v14.qdhdcate.com/yyv14/202507/26/TBhKz3afV722/video/index.m3u8
阳光利斯,https://v13.qdhdcate.com/yyv13/202507/26/ArS82N6H8G23/video/index.m3u8
与人为恶,https://v13.qdhdcate.com/yyv13/202507/26/QNqpuJqCu020/video/index.m3u8
野菊之墓,https://v13.qdhdcate.com/yyv13/202507/26/z90hDkkFus20/video/index.m3u8
驯马手莫兰特,https://v14.qdhdcate.com/yyv14/202507/26/802r7agzi124/video/index.m3u8
西尔玛,https://v13.qdhdcate.com/yyv13/202507/26/xvwaBcwUkq19/video/index.m3u8
欲望号快车,https://v14.qdhdcate.com/yyv14/202507/26/H9gdp2HhGC20/video/index.m3u8
战地春梦,https://v13.qdhdcate.com/yyv13/202507/26/ASRn484NbV23/video/index.m3u8
朱门孽种,https://v13.qdhdcate.com/yyv13/202507/26/yxRLgifRQ421/video/index.m3u8
一周和一天,https://v14.qdhdcate.com/yyv14/202507/26/TgCgyKKpcJ24/video/index.m3u8
祖谷物语,https://v14.qdhdcate.com/yyv14/202507/26/3GzvJX6unm23/video/index.m3u8
中国匣,https://v14.qdhdcate.com/yyv14/202507/26/PaARaPB99b22/video/index.m3u8
太空怪人,https://v14.qdhdcate.com/yyv14/202507/26/CH5gNT5eqt23/video/index.m3u8
天堂真的存在,https://v14.qdhdcate.com/yyv14/202507/26/ir2Ycw96jc19/video/index.m3u8
铁拳无敌,https://v14.qdhdcate.com/yyv14/202507/26/dS5zx60bYJ24/video/index.m3u8
消失吧，群青,https://v13.qdhdcate.com/yyv13/202507/26/XLMs2hhSnS20/video/index.m3u8
泳池情杀案,https://v13.qdhdcate.com/yyv13/202507/26/WpW4qu5Bni24/video/index.m3u8
我爸爸是反派摔角手,https://v13.qdhdcate.com/yyv13/202507/26/31v7gNjV7Z19/video/index.m3u8
洗发水,https://v13.qdhdcate.com/yyv13/202507/26/Tvsk1pD6Gt22/video/index.m3u8
心如折纸,https://v14.qdhdcate.com/yyv14/202507/26/43MkEYBAtR24/video/index.m3u8
托马索,https://v13.qdhdcate.com/yyv13/202507/26/Qax7rgNCnn19/video/index.m3u8
特殊关系,https://v13.qdhdcate.com/yyv13/202507/26/6aWbQcn88m24/video/index.m3u8
娱乐至上,https://v14.qdhdcate.com/yyv14/202507/26/whznJ99aEi20/video/index.m3u8
忧郁的解药,https://v13.qdhdcate.com/yyv13/202507/26/rpSQuiUKDE21/video/index.m3u8
消极思考的艺术,https://v14.qdhdcate.com/yyv14/202507/26/9j6dGR20bB24/video/index.m3u8
男儿王,https://v14.qdhdcate.com/yyv14/202507/25/YJrCEzyxLM22/video/index.m3u8
巧克力情人,https://v14.qdhdcate.com/yyv14/202507/25/vw4B4MTMHB24/video/index.m3u8
人人都在谈论杰米,https://v13.qdhdcate.com/yyv13/202507/25/AstS5rp9vu19/video/index.m3u8
圣诞发明家,https://v14.qdhdcate.com/yyv14/202507/25/feVxVLHhAf22/video/index.m3u8
失踪顺序,https://v14.qdhdcate.com/yyv14/202507/25/VzA2KGr3f624/video/index.m3u8
纳瓦隆第十突击队,https://v14.qdhdcate.com/yyv14/202507/25/7vTxXXX1Xm19/video/index.m3u8
徘徊者,https://v14.qdhdcate.com/yyv14/202507/25/txaMN61AnY24/video/index.m3u8
人行地下道,https://v14.qdhdcate.com/yyv14/202507/25/eREmAUeiZU22/video/index.m3u8
瑞灵顿街10号,https://v14.qdhdcate.com/yyv14/202507/25/EMnJgSfD2319/video/index.m3u8
青春誓言,https://v14.qdhdcate.com/yyv14/202507/25/RDQXKVSPFQ20/video/index.m3u8
浮生梦国语,https://v13.qdhdcate.com/yyv13/202507/22/7bZZNSTc8b21/video/index.m3u8
噢，露西！,https://v13.qdhdcate.com/yyv13/202507/25/W46x30B3ip24/video/index.m3u8
圣诞末班车,https://v14.qdhdcate.com/yyv14/202507/25/eGMHkfbXpd22/video/index.m3u8
犯罪元素,https://v13.qdhdcate.com/yyv13/202507/22/428bZDEier19/video/index.m3u8
公路人质事件,https://v14.qdhdcate.com/yyv14/202507/22/pYyCJ2Z8AG20/video/index.m3u8
费尼兹花园,https://v14.qdhdcate.com/yyv14/202507/22/R3H59qTMq819/video/index.m3u8
鬼畜,https://v14.qdhdcate.com/yyv14/202507/22/2hLJdKPsXe20/video/index.m3u8
闺蜜室友,https://v14.qdhdcate.com/yyv14/202507/22/9esG2XvThN23/video/index.m3u8
福田村事件,https://v14.qdhdcate.com/yyv14/202507/22/MzpeEURWrL20/video/index.m3u8
二战：凤凰行动,https://v14.qdhdcate.com/yyv14/202507/22/d64swMPp4N22/video/index.m3u8
浮生梦,https://v13.qdhdcate.com/yyv13/202507/22/zmQd0Ut2L220/video/index.m3u8
冲破黑暗谷,https://v13.qdhdcate.com/yyv13/202507/19/tCi1V1MAqJ23/video/index.m3u8
告别往昔,https://v14.qdhdcate.com/yyv14/202507/22/EEMcYTuZW824/video/index.m3u8
疯狂肚皮舞娘,https://v13.qdhdcate.com/yyv13/202507/22/31cn43AzpZ23/video/index.m3u8
从那不勒斯到纽约,https://v14.qdhdcate.com/yyv14/202507/21/Kbd2CxbXyD22/video/index.m3u8
鞑靼人的荒漠,https://v13.qdhdcate.com/yyv13/202507/19/wvubVK254P20/video/index.m3u8
暗杀教室：毕业篇,https://v14.qdhdcate.com/yyv14/202507/19/2Nddn05Bv921/video/index.m3u8
从拉莱米来的人,https://v13.qdhdcate.com/yyv13/202507/19/B19Pu07SCL23/video/index.m3u8
第一小分队,https://v13.qdhdcate.com/yyv13/202507/19/1yNUkWVCfT19/video/index.m3u8
奔逝,https://v13.qdhdcate.com/yyv13/202507/19/sWtpgyxKBe20/video/index.m3u8
冰岛是最棒的地方,https://v13.qdhdcate.com/yyv13/202507/19/ZPuJjV72eS24/video/index.m3u8
都柏林制造,https://v14.qdhdcate.com/yyv14/202507/19/KLG27L964823/video/index.m3u8
Evol,https://v14.qdhdcate.com/yyv14/202507/19/MKc34nW65K20/video/index.m3u8
丑人,https://v13.qdhdcate.com/yyv13/202507/19/ZSFnFDLF9n21/video/index.m3u8
Leviano,https://v13.qdhdcate.com/yyv13/202507/19/HdPgSNDVib23/video/index.m3u8
夺宝冒险王,https://v13.qdhdcate.com/yyv13/202507/19/t7aythM7Z319/video/index.m3u8
第19排,https://v14.qdhdcate.com/yyv14/202507/19/CFRNCR2vJ221/video/index.m3u8
滨西小镇,https://v13.qdhdcate.com/yyv13/202507/19/JBw7VyaMaV22/video/index.m3u8
大峡谷绑架事件,https://v14.qdhdcate.com/yyv14/202507/19/M9EJ1qYsXN20/video/index.m3u8
第13天,https://v13.qdhdcate.com/yyv13/202507/19/T5WXrGQ7u419/video/index.m3u8
晨海的海鸥,https://v13.qdhdcate.com/yyv13/202507/19/aBZ9PdJKBg23/video/index.m3u8
迷航昆仑墟：异生,https://v13.qdhdcate.com/yyv13/202507/16/54uk9kEXXf19/video/index.m3u8
潮涨海岸,https://v14.qdhdcate.com/yyv14/202507/16/PsW2MDSMST22/video/index.m3u8
私家侦探,https://v14.qdhdcate.com/yyv14/202507/18/CTHugkFdKL19/video/index.m3u8#HD国语$https://v14.qdhdcate.com/yyv14/202507/18/4ae8hVELmb23/video/index.m3u8
不可告人,https://v14.qdhdcate.com/yyv14/202507/16/mBHSJc3hnZ24/video/index.m3u8
墙外之音,https://v13.qdhdcate.com/yyv13/202507/18/BCJaxJQt7z22/video/index.m3u8
爱在心中,https://v14.qdhdcate.com/yyv14/202507/16/PjXgQzkBFa19/video/index.m3u8
埃罗谋杀案,https://v14.qdhdcate.com/yyv14/202507/19/Le8z3GKjeb22/video/index.m3u8
厄勒克特拉，我的爱,https://v14.qdhdcate.com/yyv14/202507/16/WCQ7cmntf822/video/index.m3u8
断肠孤凤,https://v14.qdhdcate.com/yyv14/202507/16/m7qnHBZXcK19/video/index.m3u8
爱的小夜曲,https://v13.qdhdcate.com/yyv13/202507/16/HhR8sAKUpn20/video/index.m3u8
安娜与国王,https://v13.qdhdcate.com/yyv13/202507/16/vCkUJ5Thze24/video/index.m3u8
22号追击者,https://v14.qdhdcate.com/yyv14/202507/16/NBU8PfUKtL21/video/index.m3u8
幽灵杀手2024,https://v13.qdhdcate.com/yyv13/202507/12/i6HiU1Lsq020/video/index.m3u8
超异能特攻,https://v13.qdhdcate.com/yyv13/202507/12/PsVjFEM5Ta22/video/index.m3u8
梅迪亚度假婚礼团,https://v13.qdhdcate.com/yyv13/202507/12/Xd3smCrPbG24/video/index.m3u8
打工好汉,https://v14.qdhdcate.com/yyv14/202507/16/qb6fzpbrkz22/video/index.m3u8
DTC-温泉纯情篇-fromHiGHamp;LOW,https://v13.qdhdcate.com/yyv13/202507/16/hCsPtHucJ220/video/index.m3u8
电影版恶魔游戏～最后的钥匙～,https://v14.qdhdcate.com/yyv14/202507/12/XxMexNqiAj24/video/index.m3u8
山里山外,https://v13.qdhdcate.com/yyv13/202507/12/43FQs44DrN22/video/index.m3u8#第01集$https://v7.qdhdcate.com/yyv7/202309/12/C8aQUXbVWu1/video/index.m3u8#第02集$https://v7.qdhdcate.com/yyv7/202309/12/8KXb50YyrZ1/video/index.m3u8#第03集$https://v7.qdhdcate.com/yyv7/202309/12/vuetF07QWY1/video/index.m3u8#第04集$https://v7.qdhdcate.com/yyv7/202309/12/89qHwCePjn1/video/index.m3u8#第05集$https://v7.qdhdcate.com/yyv7/202309/12/D7bktgKq5W1/video/index.m3u8#第06集$https://v7.qdhdcate.com/yyv7/202309/12/vSPNznPvHn1/video/index.m3u8#第07集$https://v7.qdhdcate.com/yyv7/202309/12/JX7iqrUFKR1/video/index.m3u8#第08集$https://v7.qdhdcate.com/yyv7/202309/12/cFexjLnsRA1/video/index.m3u8#第09集$https://v7.qdhdcate.com/yyv7/202309/12/dmz3Ta74Yy1/video/index.m3u8#第10集$https://v7.qdhdcate.com/yyv7/202309/12/bby7py8VZt1/video/index.m3u8#第11集$https://v7.qdhdcate.com/yyv7/202309/12/NipXwaKRAv1/video/index.m3u8#第12集$https://v7.qdhdcate.com/yyv7/202309/12/JdJ7JKSZbN1/video/index.m3u8#第13集$https://v7.qdhdcate.com/yyv7/202309/12/vgQv6qr5p71/video/index.m3u8#第14集$https://v7.qdhdcate.com/yyv7/202309/12/DbUytKQ9KM1/video/index.m3u8#第15集$https://v7.qdhdcate.com/yyv7/202309/12/VAAiShJktt1/video/index.m3u8#第16集$https://v7.qdhdcate.com/yyv7/202309/12/6wZdSSxmSE1/video/index.m3u8#第17集$https://v7.qdhdcate.com/yyv7/202309/12/aKrR4JZvfw1/video/index.m3u8#第18集$https://v7.qdhdcate.com/yyv7/202309/12/9B94icq64r1/video/index.m3u8#第19集$https://v7.qdhdcate.com/yyv7/202309/12/ecUqaSLfLP1/video/index.m3u8#第20集$https://v7.qdhdcate.com/yyv7/202309/12/1dWZbDFiZU1/video/index.m3u8#第21集$https://v7.qdhdcate.com/yyv7/202309/12/paUmYsSMKk1/video/index.m3u8#第22集$https://v7.qdhdcate.com/yyv7/202309/12/dMBbQDcH081/video/index.m3u8#第23集$https://v7.qdhdcate.com/yyv7/202309/12/A5kvvLbEHD1/video/index.m3u8#第24集$https://v7.qdhdcate.com/yyv7/202309/12/KzXQ1ZaUWT1/video/index.m3u8
盐和樟脑,https://v13.qdhdcate.com/yyv13/202507/10/dpGtDj5ULE23/video/index.m3u8
好戏时间7,https://v13.qdhdcate.com/yyv13/202507/11/iSb2G3nmqb23/video/index.m3u8
好老师,https://v14.qdhdcate.com/yyv14/202507/11/AcTuzXjVx224/video/index.m3u8
难忘的一年：夏天,https://v13.qdhdcate.com/yyv13/202507/07/DycEj1FLzL20/video/index.m3u8
理查三世1995,https://v14.qdhdcate.com/yyv14/202507/07/JTuv65ZGut21/video/index.m3u8
轮友,https://v13.qdhdcate.com/yyv13/202507/07/LnWgwzbtXf23/video/index.m3u8
苦海余生国语,https://v14.qdhdcate.com/yyv14/202507/07/WxPeTtfWvN22/video/index.m3u8
苦海余生,https://v14.qdhdcate.com/yyv14/202507/07/abnXY2uZCb23/video/index.m3u8
理查三世,https://v13.qdhdcate.com/yyv13/202507/07/RNmyaGLUNd20/video/index.m3u8
魔笛,https://v13.qdhdcate.com/yyv13/202507/07/DDZ6DR2Umu24/video/index.m3u8
面包师之妻,https://v14.qdhdcate.com/yyv14/202507/07/iF7HAss5eh19/video/index.m3u8
木十字架,https://v14.qdhdcate.com/yyv14/202507/07/SC7EkaCNm124/video/index.m3u8
萝榭与弗兰克,https://v13.qdhdcate.com/yyv13/202507/07/4XQ4Z03nyE22/video/index.m3u8
谋杀合约,https://v13.qdhdcate.com/yyv13/202507/07/t3a1APhXj119/video/index.m3u8
男性，女性,https://v13.qdhdcate.com/yyv13/202507/07/rZ9AgLkgmB22/video/index.m3u8
珀西,https://v14.qdhdcate.com/yyv14/202507/07/mA7R4V0yAD19/video/index.m3u8
美国起义,https://v13.qdhdcate.com/yyv13/202507/07/pgKmh35fq122/video/index.m3u8
龙的世界,https://v13.qdhdcate.com/yyv13/202507/07/TUecj83E5724/video/index.m3u8
烈火中,https://v13.qdhdcate.com/yyv13/202507/07/0YVJykXY7q20/video/index.m3u8
烧酒战争,https://v13.qdhdcate.com/yyv13/202507/07/6gTbBFcG1824/video/index.m3u8
骏马奥斯温,https://v13.qdhdcate.com/yyv13/202507/06/TqKn8YUChb22/video/index.m3u8
遁入虚无,https://v13.qdhdcate.com/yyv13/202507/06/Ad3jNYxV7019/video/index.m3u8
美味馅饼：汉娜·斯文森悬疑小说,https://v14.qdhdcate.com/yyv14/202507/07/7qaZSWp8Tc20/video/index.m3u8
对我说,https://v13.qdhdcate.com/yyv13/202507/06/eR0fgQNYnM21/video/index.m3u8
儿戏,https://v13.qdhdcate.com/yyv13/202507/06/5nBaCt0HwZ21/video/index.m3u8
匪帮说唱传奇,https://v14.qdhdcate.com/yyv14/202507/06/FHT42WZPU820/video/index.m3u8
荒野之河,https://v14.qdhdcate.com/yyv14/202507/06/TNAZHSKh3i24/video/index.m3u8
猛鹰突击兵团,https://v14.qdhdcate.com/yyv14/202507/07/yfLrTCWGQE19/video/index.m3u8
红松鼠,https://v14.qdhdcate.com/yyv14/202507/06/jxYTQAPzY220/video/index.m3u8
戈雅之魂,https://v14.qdhdcate.com/yyv14/202507/06/zCeeeprL3k22/video/index.m3u8
华盛顿的盔甲第一卷：旅程,https://v14.qdhdcate.com/yyv14/202507/06/sgzBCb8MVQ19/video/index.m3u8
高于生活,https://v13.qdhdcate.com/yyv13/202507/06/tVVq1wEYFN20/video/index.m3u8
狗狗体型之谜,https://v13.qdhdcate.com/yyv13/202507/06/nAhHrJzbtC20/video/index.m3u8
激情的艺术,https://v13.qdhdcate.com/yyv13/202507/06/u0Lyb4BaC923/video/index.m3u8
断线,https://v14.qdhdcate.com/yyv14/202507/06/k61cTRELGw20/video/index.m3u8
黑袍,https://v13.qdhdcate.com/yyv13/202507/06/k4SDcuLtGv23/video/index.m3u8
看守的信条,https://v14.qdhdcate.com/yyv14/202507/06/AsjL5NGeLX23/video/index.m3u8
狐及其友,https://v14.qdhdcate.com/yyv14/202507/06/vaA3kGi10A22/video/index.m3u8
爱冒险的朵拉2,https://v13.qdhdcate.com/yyv13/202507/06/ZrP8fsT2aK22/video/index.m3u8
皇后区的某处,https://v14.qdhdcate.com/yyv14/202507/06/9Jq0JthV8W19/video/index.m3u8
茜拉,https://v14.qdhdcate.com/yyv14/202507/06/E10E7ZL5Yr24/video/index.m3u8
鸟与蜜蜂,https://v14.qdhdcate.com/yyv14/202507/06/9fK1SbTQ7v21/video/index.m3u8
冲线国语,https://v14.qdhdcate.com/yyv14/202507/05/tTjKC0tgt819/video/index.m3u8
冲线,https://v13.qdhdcate.com/yyv13/202507/05/df94JqETuK22/video/index.m3u8
暴太郎战队DONBROTHERS剧场版新·初恋英雄国语,https://v13.qdhdcate.com/yyv13/202507/05/g8aSbqYBkV23/video/index.m3u8
大地之光,https://v13.qdhdcate.com/yyv13/202507/05/GbmsJpe8GP22/video/index.m3u8
Falling,https://v14.qdhdcate.com/yyv14/202507/05/L0VkCMEr1z21/video/index.m3u8
暴太郎战队DONBROTHERS剧场版新·初恋英雄,https://v14.qdhdcate.com/yyv14/202507/05/Y03474WDWS24/video/index.m3u8
大冒险,https://v13.qdhdcate.com/yyv13/202507/05/CcdQkDnmWt19/video/index.m3u8
北村方向,https://v14.qdhdcate.com/yyv14/202507/05/baBpVwYkW320/video/index.m3u8
豆酱的味道,https://v13.qdhdcate.com/yyv13/202507/05/bWzJCv8mDH22/video/index.m3u8
粗暴首席部长,https://v13.qdhdcate.com/yyv13/202507/05/7GPbQQf2UA21/video/index.m3u8
独自站立,https://v13.qdhdcate.com/yyv13/202507/05/KCLU8uT6E024/video/index.m3u8
TOKAGE警视厅特殊犯搜查组,https://v13.qdhdcate.com/yyv13/202507/03/4drALAmfug19/video/index.m3u8
赤桥下的暖流,https://v14.qdhdcate.com/yyv14/202507/05/BPAqXnRMqz22/video/index.m3u8
水饺皇后,https://v5.qdhdcate.com/yyv5/202505/04/99iQBFknaR24/video/index.m3u8#HD$https://v14.qdhdcate.com/yyv14/202507/04/EHCxneSWrJ24/video/index.m3u8
马尔多罗行动,https://v14.qdhdcate.com/yyv14/202507/03/n14qNfbUpH23/video/index.m3u8
喂，太宰,https://v14.qdhdcate.com/yyv14/202507/02/dUjURgWTS124/video/index.m3u8
无业游民公寓,https://v13.qdhdcate.com/yyv13/202507/02/7frrkwUdCe20/video/index.m3u8
暗后无脸,https://v13.qdhdcate.com/yyv13/202507/01/VymVY84W3R21/video/index.m3u8
春来家事,https://v14.qdhdcate.com/yyv14/202507/01/8VynVLKQn724/video/index.m3u8
龙卷风2025,https://v13.qdhdcate.com/yyv13/202507/02/F8b4tS2w0120/video/index.m3u8
