动作片,#genre#
假面骑士×假面骑士铠武amp;Wizard天下决胜之战国MOVIE大合战,https://v6.qdhdcate.com/yyv6/202501/06/w7DmBBEJfL24/video/index.m3u8
怪人2025,https://v6.qdhdcate.com/yyv6/202501/04/K0J1yPaHKs24/video/index.m3u8
黑白潜行2,https://v6.qdhdcate.com/yyv6/202501/25/Hvj5YMqMtf19/video/index.m3u8#HD国语1080P$https://v3.qdhdcate.com/yyv3/202501/25/tBGGSRpKNa19/video/index.m3u8
巴拉蒂·拉纳加尔,https://v5.qdhdcate.com/yyv5/202501/05/yMGkHCpdcr22/video/index.m3u8
魔道天师：幽冥黄泉,https://v3.qdhdcate.com/yyv3/202501/04/yugA6VQBKF21/video/index.m3u8
特工没有假期,https://v2.qdhdcate.com/yyv2/202501/03/gqkPPWxb4i23/video/index.m3u8
鼠王2025,https://v6.qdhdcate.com/yyv6/202501/03/4af3WijZ6522/video/index.m3u8
钻石女王,https://v6.qdhdcate.com/yyv6/202412/26/AvJFSkGK7S20/video/index.m3u8
地狱犬2024,https://v2.qdhdcate.com/yyv2/202412/28/xm5zqkDCyS22/video/index.m3u8
猎人克莱文,https://v5.qdhdcate.com/yyv5/202412/15/9gtPf0LpR224/video/index.m3u8#HD$https://v6.qdhdcate.com/yyv6/202412/22/Rehe5mggYH21/video/index.m3u8
绣春刀：诛邪,https://v3.qdhdcate.com/yyv3/202501/02/fwjv76ZK1Q19/video/index.m3u8
毫无意义,https://v2.qdhdcate.com/yyv2/202412/24/Dei0UuHjQ119/video/index.m3u8
红岭幽灵,https://v5.qdhdcate.com/yyv5/202412/26/83ZhAJvLVY22/video/index.m3u8
角斗士2,https://v3.qdhdcate.com/yyv3/202412/24/h9wtDhyRNN19/video/index.m3u8
罗克珊娜,https://v3.qdhdcate.com/yyv3/202412/24/2DgyVuqLdQ19/video/index.m3u8
异变狼人,https://v3.qdhdcate.com/yyv3/202412/26/abPghgvK4a24/video/index.m3u8
粉碎罪恶,https://v6.qdhdcate.com/yyv6/202412/22/rYeH550Tx723/video/index.m3u8
卧底：费瑞崛起2,https://v3.qdhdcate.com/yyv3/202412/21/YrR1hEZxRV19/video/index.m3u8
老兵2024,https://v2.qdhdcate.com/yyv2/202412/11/81VKsgeDDf22/video/index.m3u8
复仇女神,https://v1.qdhdcate.com/yyv1/202308/19/XbhspDtgex2/video/index.m3u8#HD$https://v3.qdhdcate.com/yyv3/202412/20/GHCiq1vqYJ24/video/index.m3u8#第01集$https://v4.qdhdcate.com/yyv4/202410/16/c8W2B7HCNP4/video/index.m3u8#第02集$https://v4.qdhdcate.com/yyv4/202410/16/YrZ415ymVX4/video/index.m3u8#第03集$https://v2.qdhdcate.com/yyv2/202410/16/zrcP3us11f10/video/index.m3u8#第04集$https://v2.qdhdcate.com/yyv2/202410/16/GkQRkcbtKW10/video/index.m3u8#第05集$https://v2.qdhdcate.com/yyv2/202410/16/dBJQMUKbv210/video/index.m3u8#第06集$https://v4.qdhdcate.com/yyv4/202410/16/q7CrPkbCNS4/video/index.m3u8#第07集$https://v6.qdhdcate.com/yyv6/202410/16/Q0usn2u7hi12/video/index.m3u8#第08集$https://v4.qdhdcate.com/yyv4/202410/16/Ji15DFMnpR4/video/index.m3u8
蒙古2023,https://v3.qdhdcate.com/yyv3/202412/21/xxaJwFq4vZ22/video/index.m3u8
紫茉莉,https://v3.qdhdcate.com/yyv3/202412/17/R6TfHf6DpF19/video/index.m3u8
重启明日,https://v5.qdhdcate.com/yyv5/202412/18/u09VxafcpJ19/video/index.m3u8
孤勇毒战,https://v5.qdhdcate.com/yyv5/202412/17/DK1q5bERig23/video/index.m3u8
黄金矿工,https://v4.qdhdcate.com/yyv4/202412/11/BYtPsPr6JM21/video/index.m3u8
红色一号：冬日行动,https://v2.qdhdcate.com/yyv2/202412/10/mrJsqzY2W419/video/index.m3u8#HD$https://v5.qdhdcate.com/yyv5/202412/12/pbtTZr3fdA21/video/index.m3u8
巨猿大战机械猿：新秩序,https://v4.qdhdcate.com/yyv4/202412/20/DHd4c7bYrm20/video/index.m3u8
迎刃而姐,https://v5.qdhdcate.com/yyv5/202412/09/hgWYCRiw0M23/video/index.m3u8
爆燃战队奔奔者 剧场BOON,https://v4.qdhdcate.com/yyv4/202412/06/BSd22Fz4SX22/video/index.m3u8
极盗家族,https://v5.qdhdcate.com/yyv5/202412/09/ygW1WwNkpq21/video/index.m3u8
枪手2024,https://v2.qdhdcate.com/yyv2/202412/07/7yV1xpFL3j22/video/index.m3u8
钢铁侠2024,https://v2.qdhdcate.com/yyv2/202412/09/sfY3YS08sc24/video/index.m3u8
魑龙斩,https://v3.qdhdcate.com/yyv3/202412/06/sU0NbWecz924/video/index.m3u8
决战豪门3：金钱的代价,https://v5.qdhdcate.com/yyv5/202408/30/EGtj97QWxA7/video/index.m3u8#HD$https://v5.qdhdcate.com/yyv5/202411/30/BRZ4VUpPkG19/video/index.m3u8
弹道,https://v2.qdhdcate.com/yyv2/202411/28/NySbs4qim719/video/index.m3u8
12到午夜,https://v5.qdhdcate.com/yyv5/202412/06/6qJ4Y83B5u21/video/index.m3u8
战斗人4,https://v2.qdhdcate.com/yyv2/202412/06/fe3hyL5Lqf23/video/index.m3u8
危机航线,https://v5.qdhdcate.com/yyv5/202410/20/7amsfMYsW221/video/index.m3u8#HD$https://v5.qdhdcate.com/yyv5/202411/29/Kc6tiSix8z20/video/index.m3u8
周末狂飙,https://v2.qdhdcate.com/yyv2/202412/04/C2U83ftN6220/video/index.m3u8
热血燃烧,https://v6.qdhdcate.com/yyv6/202412/03/eZxWV7RxQr22/video/index.m3u8#粤语$https://v2.qdhdcate.com/yyv2/202412/03/E82u79MMxn21/video/index.m3u8
爆裂崩塌,https://v4.qdhdcate.com/yyv4/202411/27/SiVAiJRmJK22/video/index.m3u8
暗杀者2024,https://v5.qdhdcate.com/yyv5/202412/03/5K1AtnBsb220/video/index.m3u8
假面骑士歌查德剧场版：THE·未来·破晓,https://v3.qdhdcate.com/yyv3/202411/27/tjD7JWee5122/video/index.m3u8
喋血杀机,https://v6.qdhdcate.com/yyv6/202411/25/2XrkghrN0x22/video/index.m3u8
修复The Fix,https://v4.qdhdcate.com/yyv4/202411/25/bCSkpXfZkh21/video/index.m3u8
女侦探司马楠之箱尸谜案,https://v5.qdhdcate.com/yyv5/202411/26/Q9UBDjsTK920/video/index.m3u8
曼谷战狼,https://v4.qdhdcate.com/yyv4/202411/25/dw8R7zXWKN19/video/index.m3u8
怒劫运钞车,https://v6.qdhdcate.com/yyv6/202411/24/btnGetG2GR20/video/index.m3u8
奇侠扫黑,https://v2.qdhdcate.com/yyv2/202411/03/VjktxiHzWD20/video/index.m3u8
惊天大营救2024,https://v3.qdhdcate.com/yyv3/202411/09/dybhj5v6Gu23/video/index.m3u8
超危险保镖,https://v5.qdhdcate.com/yyv5/202411/14/VRrt7m1xZs22/video/index.m3u8
老手2,https://v6.qdhdcate.com/yyv6/202411/16/nLVpYnuTSg21/video/index.m3u8
圆月弯刀鸿蒙初始,https://v3.qdhdcate.com/yyv3/202411/13/Wtw5rQnDPF21/video/index.m3u8
门前宝地,https://v3.qdhdcate.com/yyv3/202410/28/qp6EZKzg9823/video/index.m3u8
必殺仕事人2023,https://v5.qdhdcate.com/yyv5/202411/22/CWHRAwv63v19/video/index.m3u8
这个大侠有点怂,https://v3.qdhdcate.com/yyv3/202411/19/et99TYEWKn20/video/index.m3u8
世界大战：辐射,https://v3.qdhdcate.com/yyv3/202411/20/ixBbQ9tuCb23/video/index.m3u8
黑雀特工,https://v2.qdhdcate.com/yyv2/202410/25/kzUzqi3j9J21/video/index.m3u8#国语$https://v6.qdhdcate.com/yyv6/202410/25/tWsCRh34nL19/video/index.m3u8
多米尼克：凤凰崛起,https://v4.qdhdcate.com/yyv4/202410/18/HcK5TNSyjR4/video/index.m3u8
狼战,https://v6.qdhdcate.com/yyv6/202410/19/qFmiLjDfzr19/video/index.m3u8
龙骨遗冢,https://v4.qdhdcate.com/yyv4/202410/10/wzW0Zm54bA4/video/index.m3u8
保镖2024,https://v1.qdhdcate.com/yyv1/202410/17/NLCbcHwM8N1/video/index.m3u8
叛影浪客,https://v2.qdhdcate.com/yyv2/202410/17/J9amzm3wvn10/video/index.m3u8
黑暗资产,https://v6.qdhdcate.com/yyv6/202410/02/nUKYvXQJQW12/video/index.m3u8
突进夹金山,https://v6.qdhdcate.com/yyv6/202410/02/jSq3L13ikB12/video/index.m3u8
女特警之逆战,https://v12.qdhdcate.com/yyv12/202410/02/vkhNLQGN0h8/video/index.m3u8
败犬：前篇,https://v11.qdhdcate.com/yyv11/202409/28/s4LNd7B2Md3/video/index.m3u8
捉刀人,https://v8.qdhdcate.com/yyv8/202409/28/RdH0M7AZTi14/video/index.m3u8
败犬：后篇,https://v6.qdhdcate.com/yyv6/202409/28/QrzSy93DS212/video/index.m3u8
僵尸营地世界末日,https://v12.qdhdcate.com/yyv12/202405/03/dP83vqPi1k8/video/index.m3u8
拱卒,https://v12.qdhdcate.com/yyv12/202409/20/Hi2ezqLpa98/video/index.m3u8
父女特工,https://v8.qdhdcate.com/yyv8/202409/17/GrH9w5EQ8C14/video/index.m3u8
一个人的突围,https://v6.qdhdcate.com/yyv6/202409/20/AfhMKyhHYB12/video/index.m3u8
英叔归来：囚灵,https://v8.qdhdcate.com/yyv8/202409/19/kKTaMH6GVD14/video/index.m3u8
喋血群英,https://v8.qdhdcate.com/yyv8/202409/17/JFm90n9Jsd14/video/index.m3u8
扎职3,https://v5.qdhdcate.com/yyv5/202409/13/SzR9Qmi8Bm7/video/index.m3u8#国语$https://v12.qdhdcate.com/yyv12/202409/13/UNr1csiRZy8/video/index.m3u8
暗战缉杀,https://v9.qdhdcate.com/yyv9/202409/21/aP5EkzaSCZ18/video/index.m3u8
乌鸦2024,https://v5.qdhdcate.com/yyv5/202409/14/3rE9yrAWTX7/video/index.m3u8
猎犬行动,https://v9.qdhdcate.com/yyv9/202409/14/75GudhvznV18/video/index.m3u8
丑人儿,https://v10.qdhdcate.com/yyv10/202409/13/KJ51RUcprM15/video/index.m3u8
双重智脑,https://v10.qdhdcate.com/yyv10/202409/13/B7aMXabK0m15/video/index.m3u8
无主之地2024,https://v8.qdhdcate.com/yyv8/202408/16/XU2m7dsmTf14/video/index.m3u8#HD中字$https://v9.qdhdcate.com/yyv9/202408/31/Rkfk9AmbnH18/video/index.m3u8
黑带出勤中,https://v8.qdhdcate.com/yyv8/202409/13/V7aVviHdsp14/video/index.m3u8
叛军岭,https://v10.qdhdcate.com/yyv10/202409/06/HehM5cCPe015/video/index.m3u8
青丘缘起,https://v9.qdhdcate.com/yyv9/202409/08/8pn4kNdTQj18/video/index.m3u8
特殊替身,https://v11.qdhdcate.com/yyv11/202409/08/7a0Y4DE3uB3/video/index.m3u8
枪杀,https://v8.qdhdcate.com/yyv8/202408/25/rM6qaubEqy14/video/index.m3u8
极海迷窟,https://v12.qdhdcate.com/yyv12/202409/01/XU8Xznq2808/video/index.m3u8
偷天换日之重生,https://v8.qdhdcate.com/yyv8/202408/26/FvGAvG8mvF14/video/index.m3u8
破茧追寻,https://v10.qdhdcate.com/yyv10/202408/25/neyVT2z4Am15/video/index.m3u8
拿破仑2023,https://v8.qdhdcate.com/yyv8/202401/09/qcJfuNsmGZ1/video/index.m3u8#剪辑版$https://v8.qdhdcate.com/yyv8/202408/30/DVz9estfQQ14/video/index.m3u8
古墓兽影,https://v5.qdhdcate.com/yyv5/202408/26/Yh66z85tdz7/video/index.m3u8
死亡忌日,https://v11.qdhdcate.com/yyv11/202408/23/sjYHdhH6HJ3/video/index.m3u8
复仇：命运的访问者,https://v10.qdhdcate.com/yyv10/202408/31/g8uiuLbWpq15/video/index.m3u8
天残地缺,https://v10.qdhdcate.com/yyv10/202408/30/thYRi4wcA515/video/index.m3u8
拦截目击者,https://v10.qdhdcate.com/yyv10/202408/30/k4kB6YXnip15/video/index.m3u8
海狼1980,https://v9.qdhdcate.com/yyv9/202408/30/LWruyxhnt818/video/index.m3u8
御前夜巡使,https://v8.qdhdcate.com/yyv8/202408/26/CXpJMxjYLq14/video/index.m3u8
异人之下,https://v8.qdhdcate.com/yyv8/202408/30/uKJLy7C2hX14/video/index.m3u8#第01集$https://v8.qdhdcate.com/yyv8/202309/12/ab82ZVghEZ1/video/index.m3u8#第02集$https://v8.qdhdcate.com/yyv8/202309/12/XXxtmkLZE01/video/index.m3u8#第03集$https://v8.qdhdcate.com/yyv8/202309/12/2Zaq0ftgMt1/video/index.m3u8#第04集$https://v8.qdhdcate.com/yyv8/202309/12/WTrN0LAfY41/video/index.m3u8#第05集$https://v8.qdhdcate.com/yyv8/202309/12/nhxrKv14eU1/video/index.m3u8#第06集$https://v8.qdhdcate.com/yyv8/202309/12/7LE1XtwazL1/video/index.m3u8#第07集$https://v8.qdhdcate.com/yyv8/202309/12/VdGrB6WcA31/video/index.m3u8#第08集$https://v8.qdhdcate.com/yyv8/202309/12/3E0ASqGaUK1/video/index.m3u8#第09集$https://v8.qdhdcate.com/yyv8/202309/12/Tand1vTRDt1/video/index.m3u8#第10集$https://v8.qdhdcate.com/yyv8/202309/12/qTvguaK3RB1/video/index.m3u8#第11集$https://v8.qdhdcate.com/yyv8/202309/12/8i6DWWfdcX1/video/index.m3u8#第12集$https://v8.qdhdcate.com/yyv8/202309/12/hErZxNUkSd1/video/index.m3u8#第13集$https://v8.qdhdcate.com/yyv8/202309/13/m4KZaj5Y2i1/video/index.m3u8#第14集$https://v8.qdhdcate.com/yyv8/202309/13/EQZDhEa8aT1/video/index.m3u8#第15集$https://v8.qdhdcate.com/yyv8/202309/13/V4Y29cqScP1/video/index.m3u8#第16集$https://v8.qdhdcate.com/yyv8/202309/13/nLsAGVh5jp1/video/index.m3u8#第17集$https://v8.qdhdcate.com/yyv8/202309/14/BPWVhSpfMJ1/video/index.m3u8#第18集$https://v8.qdhdcate.com/yyv8/202309/15/q5fzLfiwdC1/video/index.m3u8#第19集$https://v8.qdhdcate.com/yyv8/202309/16/XCCwLGkvEH1/video/index.m3u8#第20集$https://v8.qdhdcate.com/yyv8/202309/17/tTt0t94NqY1/video/index.m3u8#第21集$https://v8.qdhdcate.com/yyv8/202309/19/5qWZMfDxs71/video/index.m3u8#第22集$https://v8.qdhdcate.com/yyv8/202309/20/jLawNCHAh01/video/index.m3u8#第23集$https://v8.qdhdcate.com/yyv8/202309/21/e8YxkZpKKB1/video/index.m3u8#第24集$https://v8.qdhdcate.com/yyv8/202309/22/CCVPCDLtUj1/video/index.m3u8#第25集$https://v8.qdhdcate.com/yyv8/202309/22/6vS6J5r1ck1/video/index.m3u8#第26集$https://v8.qdhdcate.com/yyv8/202309/22/B1vhd7KPpU1/video/index.m3u8#第27集$https://v8.qdhdcate.com/yyv8/202309/22/7yRb1513p91/video/index.m3u8
金融决战,https://v10.qdhdcate.com/yyv10/202408/23/LB1ifAJMq915/video/index.m3u8
传说2024,https://v9.qdhdcate.com/yyv9/202407/21/XuFaTG7bWT18/video/index.m3u8#HD$https://v9.qdhdcate.com/yyv9/202408/30/tvghL0qVEX18/video/index.m3u8
一箭穿心,https://v12.qdhdcate.com/yyv12/202408/29/cXn2jLcdZr8/video/index.m3u8
乌鸦,https://v11.qdhdcate.com/yyv11/202404/14/U0feD8akdK3/video/index.m3u8#TC中字$https://v9.qdhdcate.com/yyv9/202408/29/DUmKyJQMED18/video/index.m3u8
悟·空,https://v5.qdhdcate.com/yyv5/202408/23/nj11tHKVuJ7/video/index.m3u8
惊奇队长国语,https://v10.qdhdcate.com/yyv10/202408/24/tXMZM1FZxJ15/video/index.m3u8
惊奇队长2国语,https://v11.qdhdcate.com/yyv11/202408/24/Ct3eVkZKi43/video/index.m3u8
美国队长国语,https://v12.qdhdcate.com/yyv12/202408/24/YzATmrtVjW8/video/index.m3u8
PTU女警之偶然陷阱粤语,https://v10.qdhdcate.com/yyv10/202408/27/ug9h4DGirk15/video/index.m3u8
星球大战前传1：幽灵的威胁国语,https://v9.qdhdcate.com/yyv9/202408/22/yiLrPi9ZNY18/video/index.m3u8
怒火12小时,https://v8.qdhdcate.com/yyv8/202408/28/AMNWMKkuvZ14/video/index.m3u8
星球大战国语,https://v11.qdhdcate.com/yyv11/202408/22/pVewh5Stxf3/video/index.m3u8
星球大战3：绝地归来国语,https://v11.qdhdcate.com/yyv11/202408/22/uq7Pi6zwa43/video/index.m3u8
夜叉2022,https://v8.qdhdcate.com/yyv8/202408/27/v1jTH0KzWZ14/video/index.m3u8
变形金刚2,https://v1.qdhdcate.com/yyv1/202308/19/y3BreuCyyN2/video/index.m3u8#HD$https://v12.qdhdcate.com/yyv12/202408/18/Er1wWvZxme8/video/index.m3u8
虎胆龙威3国语,https://v8.qdhdcate.com/yyv8/202408/18/RUKC5zjSCr14/video/index.m3u8
变形金刚3,https://v1.qdhdcate.com/yyv1/202308/19/Q8aJLE0ZcX2/video/index.m3u8#HD$https://v10.qdhdcate.com/yyv10/202408/18/xUa5h1UKGb15/video/index.m3u8
终结者国语,https://v11.qdhdcate.com/yyv11/202408/17/QhyAszwc7E3/video/index.m3u8
虎胆龙威国语,https://v12.qdhdcate.com/yyv12/202408/18/bPvv5sU43P8/video/index.m3u8
大黄蜂,https://v1.qdhdcate.com/yyv1/202308/19/w9wQzUL8jH2/video/index.m3u8#HD$https://v12.qdhdcate.com/yyv12/202408/19/xDp3yKN4iQ8/video/index.m3u8
虎胆龙威2国语,https://v8.qdhdcate.com/yyv8/202408/18/5SzxK3gE4X14/video/index.m3u8
郓城风云,https://v5.qdhdcate.com/yyv5/202408/20/yJpV6CMYds7/video/index.m3u8
超人：钢铁之躯国语,https://v5.qdhdcate.com/yyv5/202408/20/5RcvQ55yJw7/video/index.m3u8
金毛犬段景柱,https://v5.qdhdcate.com/yyv5/202408/20/NQ3ur0deZP7/video/index.m3u8
超人归来,https://v1.qdhdcate.com/yyv1/202308/20/8pTVdt6NKY2/video/index.m3u8#HD$https://v12.qdhdcate.com/yyv12/202408/20/hw7B19vudt8/video/index.m3u8
星球大战9：天行者崛起国语,https://v9.qdhdcate.com/yyv9/202408/23/D5WiBJyPaK18/video/index.m3u8
逃脱2024,https://v8.qdhdcate.com/yyv8/202407/27/bAfAXq7kPW14/video/index.m3u8#HD$https://v9.qdhdcate.com/yyv9/202408/26/WhqFDuSVpJ18/video/index.m3u8
终结者2：审判日国语,https://v12.qdhdcate.com/yyv12/202408/17/tRpALYrPcA8/video/index.m3u8
星球大战外传：侠盗一号国语,https://v5.qdhdcate.com/yyv5/202408/23/biUHbF05ij7/video/index.m3u8
终结者：黑暗命运国语,https://v11.qdhdcate.com/yyv11/202408/17/HjzXuXAs6B3/video/index.m3u8
超人3国语,https://v12.qdhdcate.com/yyv12/202408/19/pLRYf8R9bY8/video/index.m3u8
超人2国语,https://v11.qdhdcate.com/yyv11/202408/19/HQgami0VjH3/video/index.m3u8
超人4：和平任务国语,https://v9.qdhdcate.com/yyv9/202408/19/qSQvFBfYjJ18/video/index.m3u8
进击的复制人,https://v8.qdhdcate.com/yyv8/202408/24/Yt0b8RsCuT14/video/index.m3u8
蚁人国语,https://v10.qdhdcate.com/yyv10/202408/24/9C8ii397h215/video/index.m3u8
血浓于水,https://v11.qdhdcate.com/yyv11/202408/17/VFKhHrsueW3/video/index.m3u8
马里盖拉,https://v8.qdhdcate.com/yyv8/202408/20/r2DW1wM4kZ14/video/index.m3u8
黑豹国语,https://v11.qdhdcate.com/yyv11/202408/24/8CxW001GMH3/video/index.m3u8
星球大战8：最后的绝地武士国语,https://v11.qdhdcate.com/yyv11/202408/22/Mb9WUc2r6r3/video/index.m3u8
速度与激情8,https://v1.qdhdcate.com/yyv1/202308/20/JVMwdGbkge2/video/index.m3u8#HD$https://v12.qdhdcate.com/yyv12/202408/22/0PsDebSeHS8/video/index.m3u8
星球大战7：原力觉醒国语,https://v12.qdhdcate.com/yyv12/202408/22/PCaByCU6A28/video/index.m3u8
美国队长3,https://v1.qdhdcate.com/yyv1/202308/20/jZ6jtUfgG42/video/index.m3u8#HD$https://v8.qdhdcate.com/yyv8/202408/24/PCnmTGPMWN14/video/index.m3u8
速度与激情9,https://v1.qdhdcate.com/yyv1/202308/20/A9HtCJxsAr2/video/index.m3u8#HD$https://v12.qdhdcate.com/yyv12/202408/22/56p9T2JuYQ8/video/index.m3u8
蚁人2：黄蜂女现身国语,https://v11.qdhdcate.com/yyv11/202408/24/XzATVcs9DW3/video/index.m3u8
速度与激情7国语,https://v11.qdhdcate.com/yyv11/202408/22/pRTGshBd6Q3/video/index.m3u8
速度与激情10国语,https://v10.qdhdcate.com/yyv10/202408/22/24PKMUCY8f15/video/index.m3u8
星球大战前传2：克隆人的进攻国语,https://v9.qdhdcate.com/yyv9/202408/22/muaFJAUX2e18/video/index.m3u8
神之一手：鬼手篇,https://v10.qdhdcate.com/yyv10/202408/14/q6f46e7tmE15/video/index.m3u8
喋血双雄2024,https://v12.qdhdcate.com/yyv12/202408/24/JiQawMuaap8/video/index.m3u8
黑雪国语,https://v10.qdhdcate.com/yyv10/202408/14/DuWu4c6teV15/video/index.m3u8
盗窃战,https://v10.qdhdcate.com/yyv10/202408/15/M6ygNsaGgn15/video/index.m3u8
神探泰兰,https://v10.qdhdcate.com/yyv10/202408/19/1QutYUNDYa15/video/index.m3u8
黑雪粤语,https://v5.qdhdcate.com/yyv5/202408/14/Cf5KjEVeSU7/video/index.m3u8
超凡蜘蛛侠2国语,https://v8.qdhdcate.com/yyv8/202408/15/vGHnBviAb514/video/index.m3u8
蜘蛛侠3国语,https://v9.qdhdcate.com/yyv9/202408/15/rFghRcjkZk18/video/index.m3u8
超凡蜘蛛侠国语,https://v5.qdhdcate.com/yyv5/202408/15/MMGF9Rq5f37/video/index.m3u8
蜘蛛侠2国语,https://v8.qdhdcate.com/yyv8/202408/15/pQzS2KhJzU14/video/index.m3u8
蜘蛛侠国语,https://v12.qdhdcate.com/yyv12/202408/15/xV25pN4TD38/video/index.m3u8
饥饿游戏国语,https://v5.qdhdcate.com/yyv5/202408/15/McvFTfsaGX7/video/index.m3u8
饥饿游戏3：嘲笑鸟(上)国语,https://v10.qdhdcate.com/yyv10/202408/15/S4J5cyDSFN15/video/index.m3u8
打黑,https://v8.qdhdcate.com/yyv8/202408/22/SNDu4fxqsW14/video/index.m3u8
饥饿游戏3：嘲笑鸟(下)国语,https://v8.qdhdcate.com/yyv8/202408/15/NCWQ7tx9fA14/video/index.m3u8
带子雄狼：地狱之行！大五郎！,https://v11.qdhdcate.com/yyv11/202408/22/H4SWX1sYX63/video/index.m3u8
饥饿游戏2：星火燎原国语,https://v11.qdhdcate.com/yyv11/202408/15/m9QYZNnRci3/video/index.m3u8
异形4国语,https://v5.qdhdcate.com/yyv5/202408/08/jHvSQsdT9L7/video/index.m3u8
异形3国语,https://v9.qdhdcate.com/yyv9/202408/08/gQt2WNp6UU18/video/index.m3u8
异形2国语,https://v12.qdhdcate.com/yyv12/202408/08/4subUPcdws8/video/index.m3u8
蝗虫大军：天降灾难,https://v8.qdhdcate.com/yyv8/202408/19/mRGUkJXbY614/video/index.m3u8
第一滴血5：最后的血国语,https://v12.qdhdcate.com/yyv12/202408/14/HB2wa3jNQs8/video/index.m3u8
天涯追凶粤语,https://v12.qdhdcate.com/yyv12/202408/07/4nDj30dhLg8/video/index.m3u8
云杜娘,https://v11.qdhdcate.com/yyv11/202408/04/R4fPy2W3883/video/index.m3u8
黑夜传说4：觉醒国语,https://v5.qdhdcate.com/yyv5/202408/17/TY8EWL3C1p7/video/index.m3u8
星际旅行5：终极先锋国语,https://v8.qdhdcate.com/yyv8/202408/11/Tr3CaNEyPc14/video/index.m3u8
生化危机国语,https://v9.qdhdcate.com/yyv9/202408/11/E7L44L29wV18/video/index.m3u8
生化危机4：战神再生国语,https://v5.qdhdcate.com/yyv5/202408/12/Kym8GJDbZN7/video/index.m3u8
第一滴血4国语,https://v11.qdhdcate.com/yyv11/202408/14/iQKzS188cs3/video/index.m3u8
机器战警2国语,https://v12.qdhdcate.com/yyv12/202408/11/1zkF4wGuiR8/video/index.m3u8
神挡杀神,https://v8.qdhdcate.com/yyv8/202408/11/uhuWECdV1J14/video/index.m3u8
星际旅行6：未来之城国语,https://v12.qdhdcate.com/yyv12/202408/12/ARXySBHwuD8/video/index.m3u8
机械战警国语,https://v12.qdhdcate.com/yyv12/202408/11/DpsYb3Vqra8/video/index.m3u8
星际旅行10：复仇女神国语,https://v10.qdhdcate.com/yyv10/202408/12/afZbppY1iY15/video/index.m3u8
星际旅行9：起义国语,https://v9.qdhdcate.com/yyv9/202408/12/d4PatkXPUv18/video/index.m3u8
星际旅行8：第一类接触国语,https://v5.qdhdcate.com/yyv5/202408/12/eKaMGg8AMn7/video/index.m3u8
星际旅行7：斗转星移国语,https://v5.qdhdcate.com/yyv5/202408/12/qbCNk8fvui7/video/index.m3u8
生化危机3：灭绝国语,https://v11.qdhdcate.com/yyv11/202408/12/LfSxeqPCcU3/video/index.m3u8
生化危机2：启示录国语,https://v12.qdhdcate.com/yyv12/202408/11/QCg5KA61KP8/video/index.m3u8
带子雄狼：三涂河的乳母车,https://v8.qdhdcate.com/yyv8/202408/18/2ZJbczyA4614/video/index.m3u8
星际迷航国语,https://v8.qdhdcate.com/yyv8/202408/12/1yQg4PBX7c14/video/index.m3u8
大明监察御史,https://v9.qdhdcate.com/yyv9/202408/17/Se9gCZ827u18/video/index.m3u8
同盟,https://v5.qdhdcate.com/yyv5/202408/16/tMYdh0Xm3C7/video/index.m3u8
功夫特警粤语,https://v12.qdhdcate.com/yyv12/202408/14/FebRwbhzJu8/video/index.m3u8
夜叉1999,https://v9.qdhdcate.com/yyv9/202408/17/gB3GrVdDiQ18/video/index.m3u8
一卢比战记,https://v5.qdhdcate.com/yyv5/202408/09/jE5WVyTHRk7/video/index.m3u8
异形总动员,https://v8.qdhdcate.com/yyv8/202408/13/Gu4nnzNJnL14/video/index.m3u8
第一滴血3,https://v1.qdhdcate.com/yyv1/202308/19/MVwR47kFME2/video/index.m3u8#HD$https://v9.qdhdcate.com/yyv9/202408/14/mBgNaxsU8718/video/index.m3u8
爱?作战粤语,https://v12.qdhdcate.com/yyv12/202408/09/u4ht2HYBrm8/video/index.m3u8
罪恶判官,https://v11.qdhdcate.com/yyv11/202408/14/SaHZA6tSZA3/video/index.m3u8
第一号女贼粤语,https://v8.qdhdcate.com/yyv8/202408/03/qPv2qxai9z14/video/index.m3u8
哪吒大闹天宫粤语,https://v9.qdhdcate.com/yyv9/202408/04/pYnNLx9Drv18/video/index.m3u8
无敌浩克国语,https://v11.qdhdcate.com/yyv11/202408/04/nkLeGEuZVa3/video/index.m3u8
明日天涯粤语,https://v5.qdhdcate.com/yyv5/202408/04/YBJGHv5JnT7/video/index.m3u8
猎猪粤语,https://v11.qdhdcate.com/yyv11/202408/04/e7caCt6Yr43/video/index.m3u8
猎猪,https://v10.qdhdcate.com/yyv10/202408/04/QBx8tSkXT915/video/index.m3u8
X战警3：背水一战国语,https://v12.qdhdcate.com/yyv12/202408/06/X1v8A329458/video/index.m3u8
女黑侠血战黑龙党粤语,https://v5.qdhdcate.com/yyv5/202408/04/QRKuqzNJBV7/video/index.m3u8
血光光五人帮2,https://v9.qdhdcate.com/yyv9/202408/15/snJXcscZd318/video/index.m3u8
女黑侠威震地狱门粤语,https://v8.qdhdcate.com/yyv8/202408/04/n43U5KckJU14/video/index.m3u8
X战警国语,https://v11.qdhdcate.com/yyv11/202408/06/gxHc7S83LC3/video/index.m3u8
加勒比海盗5：死无对证国语,https://v9.qdhdcate.com/yyv9/202408/08/QRvVnUsAAQ18/video/index.m3u8
