篮球,#genre#
4月11日 23-24赛季NBA常规赛 独行侠VS热火,https://v5.qdhdcate.com/yyv5/202404/11/KdrGN3hz873/video/index.m3u8
4月10日 23-24赛季NBA常规赛 掘金VS爵士,https://v8.qdhdcate.com/yyv8/202404/10/mPCJtnSWdn8/video/index.m3u8
4月11日 23-24赛季NBA常规赛 魔术VS雄鹿,https://v3.qdhdcate.com/yyv3/202404/11/AstvzTmR5g15/video/index.m3u8
4月10日 23-24赛季NBA常规赛 独行侠VS黄蜂,https://v6.qdhdcate.com/yyv6/202404/10/tjZkgm0YUS3/video/index.m3u8
4月10日 23-24赛季NBA常规赛 凯尔特人VS雄鹿,https://v5.qdhdcate.com/yyv5/202404/10/A3eVXK4iaJ8/video/index.m3u8
4月11日 23-24赛季NBA常规赛 灰熊VS骑士,https://v5.qdhdcate.com/yyv5/202404/11/9sH3sV8c6i15/video/index.m3u8
4月10日 23-24赛季NBA常规赛 快船VS太阳,https://v9.qdhdcate.com/yyv9/202404/10/ihkTtm9xwp15/video/index.m3u8
4月10日 23-24赛季NBA常规赛 奇才VS森林狼,https://v10.qdhdcate.com/yyv10/202404/10/cF1JSZfTpW3/video/index.m3u8
4月11日 23-24赛季NBA常规赛 马刺VS雷霆,https://v5.qdhdcate.com/yyv5/202404/11/VVEVHthDM48/video/index.m3u8
4月10日 23-24赛季NBA常规赛 尼克斯VS公牛,https://v3.qdhdcate.com/yyv3/202404/10/1r1GGkWf048/video/index.m3u8
4月12日 23-24赛季NBA常规赛 公牛VS活塞,https://v6.qdhdcate.com/yyv6/202404/12/Eh53VfBxpx8/video/index.m3u8
4月10日 23-24赛季NBA常规赛 魔术VS火箭,https://v6.qdhdcate.com/yyv6/202404/10/QHqjP19m8M8/video/index.m3u8
4月10日 23-24赛季NBA常规赛 勇士VS湖人,https://v9.qdhdcate.com/yyv9/202404/10/qfc6EmG5c33/video/index.m3u8
4月12日 23-24赛季NBA常规赛 鹈鹕VS国王,https://v12.qdhdcate.com/yyv12/202404/12/wRKMb3vRSq3/video/index.m3u8
4月12日 23-24赛季NBA常规赛 火箭VS爵士,https://v9.qdhdcate.com/yyv9/202404/12/HTMc7VywDs15/video/index.m3u8
4月12日 23-24赛季NBA常规赛 勇士VS开拓者,https://v6.qdhdcate.com/yyv6/202404/12/r5gHU6hjwW3/video/index.m3u8
4月10日 23-24赛季NBA常规赛 活塞VS76人,https://v12.qdhdcate.com/yyv12/202404/10/jadTSHQCeS15/video/index.m3u8
4月10日 23-24赛季NBA常规赛 热火VS老鹰,https://v9.qdhdcate.com/yyv9/202404/10/1pzLiGX0Tp15/video/index.m3u8
4月10日 23-24赛季NBA常规赛 马刺VS灰熊,https://v6.qdhdcate.com/yyv6/202404/10/60JrVDvbse3/video/index.m3u8
4月13日 23-24赛季NBA常规赛 掘金VS马刺,https://v12.qdhdcate.com/yyv12/202404/13/aHgDrYaFPK3/video/index.m3u8
4月13日 23-24赛季NBA常规赛 爵士VS快船,https://v3.qdhdcate.com/yyv3/202404/13/ZFUT1PCUhA3/video/index.m3u8
4月13日 23-24赛季NBA常规赛 火箭VS开拓者,https://v3.qdhdcate.com/yyv3/202404/13/2ZLGBep7iA15/video/index.m3u8
4月13日 23-24赛季NBA常规赛 魔术VS76人,https://v2.qdhdcate.com/yyv2/202404/13/izwKxTJXz015/video/index.m3u8
4月13日 23-24赛季NBA常规赛 公牛VS奇才,https://v9.qdhdcate.com/yyv9/202404/13/3zSa9qcUQq15/video/index.m3u8
4月13日 23-24赛季NBA常规赛 老鹰VS森林狼,https://v12.qdhdcate.com/yyv12/202404/13/ynJQ0HAN5T3/video/index.m3u8
4月13日 23-24赛季NBA常规赛 太阳VS国王,https://v5.qdhdcate.com/yyv5/202404/13/48RT8SnHgs8/video/index.m3u8
4月13日 23-24赛季NBA常规赛 黄蜂VS凯尔特人,https://v6.qdhdcate.com/yyv6/202404/13/k5RJbQPPhB3/video/index.m3u8
4月13日 23-24赛季NBA常规赛 猛龙VS热火,https://v5.qdhdcate.com/yyv5/202404/13/8Ax2kwfKFf15/video/index.m3u8
4月13日 23-24赛季NBA常规赛 鹈鹕VS勇士,https://v10.qdhdcate.com/yyv10/202404/13/jRkxvuLKHY3/video/index.m3u8
8月6日 2024奥运男篮14决赛 德国VS希腊,https://v12.qdhdcate.com/yyv12/202408/07/zAHjRnKbmb8/video/index.m3u8
4月13日 23-24赛季NBA常规赛 雄鹿VS雷霆,https://v5.qdhdcate.com/yyv5/202404/13/X9Va9RB7U53/video/index.m3u8
4月13日 23-24赛季NBA常规赛 湖人VS灰熊,https://v3.qdhdcate.com/yyv3/202404/13/JrD7vuRDEv8/video/index.m3u8
4月13日 23-24赛季NBA常规赛 篮网VS尼克斯,https://v9.qdhdcate.com/yyv9/202404/13/hn9S9bHaBm3/video/index.m3u8
8月4日 2024奥运男篮小组赛 塞尔维亚VS南苏丹,https://v10.qdhdcate.com/yyv10/202408/04/jTWC3gKqPg15/video/index.m3u8
8月6日 2024奥运男篮14决赛 塞尔维亚VS澳大利亚,https://v10.qdhdcate.com/yyv10/202408/07/Zg0ThSc9ny15/video/index.m3u8
8月3日 2024奥运女篮小组赛 中国VS波多黎各,https://v12.qdhdcate.com/yyv12/202408/04/Knr7cLq9SH8/video/index.m3u8
4月13日 23-24赛季NBA常规赛 步行者VS骑士,https://v5.qdhdcate.com/yyv5/202404/13/f2nQbRnkgP8/video/index.m3u8
8月3日 2024奥运男篮小组赛 法国VS德国,https://v9.qdhdcate.com/yyv9/202408/03/eiG78b3Htz18/video/index.m3u8
8月3日 2024奥运男篮小组赛 波多黎各VS美国,https://v9.qdhdcate.com/yyv9/202408/04/68ebxB1ndd18/video/index.m3u8
7月22日 24-25赛季NBA夏季联赛 快船VS灰熊,https://v5.qdhdcate.com/yyv5/202407/22/pSVBgLDSgE7/video/index.m3u8
7月31日 2024奥运男篮小组赛 波多黎各VS塞尔维亚,https://v8.qdhdcate.com/yyv8/202408/01/a089HbSqK514/video/index.m3u8
8月1日 2024奥运男篮小组赛 美国VS南苏丹,https://v5.qdhdcate.com/yyv5/202408/01/8mAsCcg2Ft7/video/index.m3u8
7月31日 2024奥运女篮小组赛 中国VS塞尔维亚,https://v5.qdhdcate.com/yyv5/202408/01/q4JfTgRCJw7/video/index.m3u8
7月30日 2024奥运男篮小组赛 加拿大VS澳大利亚,https://v11.qdhdcate.com/yyv11/202407/31/AX2WuwBR5R3/video/index.m3u8
7月31日 2024奥运男篮小组赛 巴西VS德国,https://v5.qdhdcate.com/yyv5/202407/31/C8aBmRfDqz7/video/index.m3u8
7月30日 2024奥运男篮小组赛 西班牙VS希腊,https://v10.qdhdcate.com/yyv10/202407/31/jg4m7GcWnu15/video/index.m3u8
7月30日 2024奥运男篮小组赛 法国VS日本,https://v9.qdhdcate.com/yyv9/202407/31/X4388pg5sL18/video/index.m3u8
7月28日 2024奥运女篮小组赛 西班牙VS中国,https://v8.qdhdcate.com/yyv8/202407/29/5UVPqpXsXX14/video/index.m3u8
7月18日 24-25赛季NBA夏季联赛 热火VS独行侠,https://v5.qdhdcate.com/yyv5/202407/18/PfUUfReVJ57/video/index.m3u8
7月28日 2024奥运男篮小组赛 南苏丹VS波多黎各,https://v12.qdhdcate.com/yyv12/202407/29/Hq1hFQ8eUS8/video/index.m3u8
7月18日 24-25赛季NBA夏季联赛 勇士VS骑士,https://v10.qdhdcate.com/yyv10/202407/18/5yJyquXvHF15/video/index.m3u8
7月27日 2024奥运男篮小组赛 德国VS日本,https://v5.qdhdcate.com/yyv5/202407/28/0DxdThdy3F7/video/index.m3u8
7月28日 2024奥运男篮小组赛 塞尔维亚VS美国,https://v10.qdhdcate.com/yyv10/202407/29/9uFC34cuCm15/video/index.m3u8
7月23日 24-25赛季NBA夏季联赛 灰熊VS热火,https://v8.qdhdcate.com/yyv8/202407/23/ez9j5MijzK14/video/index.m3u8
7月22日 24-25赛季NBA夏季联赛 活塞VS爵士,https://v12.qdhdcate.com/yyv12/202407/22/3iRa5LS7kA8/video/index.m3u8
7月18日 24-25赛季NBA夏季联赛 国王VS尼克斯,https://v10.qdhdcate.com/yyv10/202407/18/fbzHbv5KEX15/video/index.m3u8
7月22日 24-25赛季NBA夏季联赛 76人VS凯尔特人,https://v10.qdhdcate.com/yyv10/202407/22/bEyVqipKZy15/video/index.m3u8
7月22日 24-25赛季NBA夏季联赛 勇士VS热火,https://v10.qdhdcate.com/yyv10/202407/22/wS9qQejUd615/video/index.m3u8
7月21日 24-25赛季NBA夏季联赛 尼克斯VS老鹰,https://v10.qdhdcate.com/yyv10/202407/21/iBcPAQbGPc15/video/index.m3u8
7月21日 24-25赛季NBA夏季联赛 步行者VS骑士,https://v9.qdhdcate.com/yyv9/202407/21/tNqCrJgMMF18/video/index.m3u8
7月22日 24-25赛季NBA夏季联赛 猛龙VS马刺,https://v8.qdhdcate.com/yyv8/202407/22/GTycZguAvn14/video/index.m3u8
7月22日 24-25赛季NBA夏季联赛 黄蜂VS篮网,https://v10.qdhdcate.com/yyv10/202407/22/b998vBUUGX15/video/index.m3u8
7月21日 24-25赛季NBA夏季联赛 雄鹿VS奇才,https://v9.qdhdcate.com/yyv9/202407/21/kc9hJH2nCU18/video/index.m3u8
7月18日 24-25赛季NBA夏季联赛 凯尔特人VS黄蜂,https://v8.qdhdcate.com/yyv8/202407/18/WF5feNXEqb14/video/index.m3u8
7月27日 2024奥运男篮小组赛 澳大利亚VS西班牙,https://v11.qdhdcate.com/yyv11/202407/28/wAPu099gmh3/video/index.m3u8
7月21日 24-25赛季NBA夏季联赛 鹈鹕VS掘金,https://v12.qdhdcate.com/yyv12/202407/21/TW3hfV61ys8/video/index.m3u8
7月20日 24-25赛季NBA夏季联赛 雄鹿VS太阳,https://v8.qdhdcate.com/yyv8/202407/20/pxe4AABb2v14/video/index.m3u8
7月21日 24-25赛季NBA夏季联赛 太阳VS国王,https://v9.qdhdcate.com/yyv9/202407/21/Cp0fpbF4vE18/video/index.m3u8
7月22日 24-25赛季NBA夏季联赛 魔术VS森林狼,https://v9.qdhdcate.com/yyv9/202407/22/GTJG5C1s5w18/video/index.m3u8
7月19日 24-25赛季NBA夏季联赛 魔术VS篮网,https://v12.qdhdcate.com/yyv12/202407/19/2DjmWL0SQ414/video/index.m3u8
7月20日 24-25赛季NBA夏季联赛 76人VS马刺,https://v10.qdhdcate.com/yyv10/202407/20/vhzeAquUvr15/video/index.m3u8
7月19日 24-25赛季NBA夏季联赛 快船VS爵士,https://v12.qdhdcate.com/yyv12/202407/19/3xw2LAQVQq15/video/index.m3u8
7月20日 24-25赛季NBA夏季联赛 猛龙VS热火,https://v9.qdhdcate.com/yyv9/202407/20/wntMLqfTqY18/video/index.m3u8
7月20日 24-25赛季NBA夏季联赛 开拓者VS黄蜂,https://v9.qdhdcate.com/yyv9/202407/20/9wtLaFT6Lc18/video/index.m3u8
7月20日 24-25赛季NBA夏季联赛 勇士VS雷霆,https://v10.qdhdcate.com/yyv10/202407/20/QWmn2RP5bA15/video/index.m3u8
7月20日 24-25赛季NBA夏季联赛 独行侠VS凯尔特人,https://v5.qdhdcate.com/yyv5/202407/20/z5iNpyGrqx7/video/index.m3u8
7月19日 24-25赛季NBA夏季联赛 步行者VS掘金,https://v12.qdhdcate.com/yyv12/202407/19/PHv2eqCi5R14/video/index.m3u8
7月19日 24-25赛季NBA夏季联赛 奇才VS国王,https://v12.qdhdcate.com/yyv12/202407/19/nWqz32JbTx7/video/index.m3u8
7月19日 24-25赛季NBA夏季联赛 湖人VS骑士,https://v12.qdhdcate.com/yyv12/202407/19/u0PHKXRQhE14/video/index.m3u8
7月19日 24-25赛季NBA夏季联赛 灰熊VS鹈鹕,https://v12.qdhdcate.com/yyv12/202407/19/avP8B2XUWS15/video/index.m3u8
7月20日 24-25赛季NBA夏季联赛 尼克斯VS活塞,https://v9.qdhdcate.com/yyv9/202407/20/ULvpJBnnqn18/video/index.m3u8
7月18日 24-25赛季NBA夏季联赛 太阳VS雷霆,https://v10.qdhdcate.com/yyv10/202407/18/UxiYddhvda15/video/index.m3u8
7月18日 24-25赛季NBA夏季联赛 灰熊VS魔术,https://v11.qdhdcate.com/yyv11/202407/18/RrL2gCM8Em3/video/index.m3u8
7月17日 24-25赛季NBA夏季联赛 奇才VS开拓者,https://v5.qdhdcate.com/yyv5/202407/17/bu8L7w9FhC7/video/index.m3u8
7月17日 24-25赛季NBA夏季联赛 黄蜂VS掘金,https://v5.qdhdcate.com/yyv5/202407/17/48fhbQjm1J7/video/index.m3u8
7月17日 24-25赛季NBA夏季联赛 76人VS森林狼,https://v11.qdhdcate.com/yyv11/202407/17/Ey1tunxqE33/video/index.m3u8
7月17日 24-25赛季NBA夏季联赛 步行者VS太阳,https://v9.qdhdcate.com/yyv9/202407/17/bgivM6asxL18/video/index.m3u8
7月17日 24-25赛季NBA夏季联赛 公牛VS活塞,https://v12.qdhdcate.com/yyv12/202407/17/sbNEZ7LgBz8/video/index.m3u8
7月18日 24-25赛季NBA夏季联赛 湖人VS老鹰,https://v10.qdhdcate.com/yyv10/202407/18/37hS9ySMg415/video/index.m3u8
7月16日 24-25赛季NBA夏季联赛 开拓者VS76人,https://v11.qdhdcate.com/yyv11/202407/16/PeqTiarYFf3/video/index.m3u8
7月17日 24-25赛季NBA夏季联赛 尼克斯VS篮网,https://v9.qdhdcate.com/yyv9/202407/17/xKbw4Z2r8c18/video/index.m3u8
7月16日 24-25赛季NBA夏季联赛 活塞VS火箭,https://v8.qdhdcate.com/yyv8/202407/16/TC9ZE9yYhZ14/video/index.m3u8
7月15日 24-25赛季NBA夏季联赛 魔术VS鹈鹕,https://v11.qdhdcate.com/yyv11/202407/15/xT3Um9svYi3/video/index.m3u8
7月15日 24-25赛季NBA夏季联赛 马刺VS老鹰,https://v11.qdhdcate.com/yyv11/202407/15/vsRiMw8hBN3/video/index.m3u8
7月15日 24-25赛季NBA夏季联赛 掘金VS猛龙,https://v11.qdhdcate.com/yyv11/202407/15/tkvVDrhJwy3/video/index.m3u8
7月15日 24-25赛季NBA夏季联赛 篮网VS快船,https://v11.qdhdcate.com/yyv11/202407/15/ynJR2JNPLT3/video/index.m3u8
7月15日 24-25赛季NBA夏季联赛 骑士VS雄鹿,https://v5.qdhdcate.com/yyv5/202407/15/ULWRtCfjwk7/video/index.m3u8
7月16日 24-25赛季NBA夏季联赛 雷霆VS热火,https://v9.qdhdcate.com/yyv9/202407/16/zTVaEjzb6918/video/index.m3u8
7月16日 24-25赛季NBA夏季联赛 独行侠VS灰熊,https://v10.qdhdcate.com/yyv10/202407/16/hy8AsBVQ9115/video/index.m3u8
7月14日 24-25赛季NBA夏季联赛 雄鹿VS公牛,https://v5.qdhdcate.com/yyv5/202407/14/pDRbXE1RUR7/video/index.m3u8
7月14日 24-25赛季NBA夏季联赛 热火VS凯尔特人,https://v8.qdhdcate.com/yyv8/202407/14/sJbTUJMekz14/video/index.m3u8
7月14日 24-25赛季NBA夏季联赛 雷霆VS猛龙,https://v8.qdhdcate.com/yyv8/202407/14/PDenxvhZa314/video/index.m3u8
7月15日 24-25赛季NBA夏季联赛 火箭VS奇才,https://v8.qdhdcate.com/yyv8/202407/15/UrhxCVLfGj14/video/index.m3u8
7月15日 24-25赛季NBA夏季联赛 森林狼VS步行者,https://v10.qdhdcate.com/yyv10/202407/15/ky2ZvvTsd315/video/index.m3u8
7月14日 24-25赛季NBA夏季联赛 马刺VS开拓者,https://v12.qdhdcate.com/yyv12/202407/14/rJg4DDGztS8/video/index.m3u8
7月14日 24-25赛季NBA夏季联赛 黄蜂VS尼克斯,https://v9.qdhdcate.com/yyv9/202407/14/SiCxxiu8xS18/video/index.m3u8
7月15日 24-25赛季NBA夏季联赛 公牛VS勇士,https://v8.qdhdcate.com/yyv8/202407/15/mcg3d12LE914/video/index.m3u8
7月14日 24-25赛季NBA夏季联赛 活塞VS76人,https://v5.qdhdcate.com/yyv5/202407/14/8nkBUfuh0u7/video/index.m3u8
7月11日 24-25赛季NBA夏季联赛 热火VS湖人,https://v11.qdhdcate.com/yyv11/202407/12/L9awmt0pG43/video/index.m3u8
7月11日 24-25赛季NBA夏季联赛 76人VS爵士,https://v10.qdhdcate.com/yyv10/202407/12/QfrWBqAm7j15/video/index.m3u8
7月11日 24-25赛季NBA夏季联赛 灰熊VS雷霆,https://v12.qdhdcate.com/yyv12/202407/12/1JnE3VLUfN8/video/index.m3u8
7月7日 24-25赛季NBA夏季联赛 中国VS国王,https://v5.qdhdcate.com/yyv5/202407/07/BRWwEMM9hG7/video/index.m3u8
7月9日 24-25赛季NBA夏季联赛 灰熊VS爵士,https://v9.qdhdcate.com/yyv9/202407/09/6Hni8eBLx718/video/index.m3u8
7月9日 24-25赛季NBA夏季联赛 雷霆VS76人,https://v12.qdhdcate.com/yyv12/202407/09/xTREESxx2f8/video/index.m3u8
7月7日 24-25赛季NBA夏季联赛 湖人VS国王,https://v9.qdhdcate.com/yyv9/202407/07/xxXWer0bHu18/video/index.m3u8
7月7日 24-25赛季NBA夏季联赛 黄蜂VS马刺,https://v10.qdhdcate.com/yyv10/202407/07/pejwhp6BFc15/video/index.m3u8
6月18日 23-24赛季NBA总决赛G5 独行侠VS凯尔特人,https://v11.qdhdcate.com/yyv11/202406/18/XuwAVZeUnC3/video/index.m3u8
7月11日 24-25赛季NBA夏季联赛 勇士VS国王,https://v8.qdhdcate.com/yyv8/202407/12/at5r4ghcG914/video/index.m3u8
7月7日 24-25赛季NBA夏季联赛 勇士VS热火,https://v8.qdhdcate.com/yyv8/202407/07/Nf7kS2D9kV14/video/index.m3u8
6月7日 23-24赛季NBA总决赛G1 独行侠VS凯尔特人,https://v1.qdhdcate.com/yyv1/202406/07/wMqyAgfWv61/video/index.m3u8
5月31日 23-24赛季NBA西部决赛G5 独行侠VS森林狼,https://v2.qdhdcate.com/yyv2/202405/31/9qjzy4B8aV10/video/index.m3u8
6月12日 23-24赛季NBA总决赛G3 凯尔特人VS独行侠,https://v5.qdhdcate.com/yyv5/202406/13/RKcgvaqfjF7/video/index.m3u8
5月26日 23-24赛季NBA东部决赛G3 凯尔特人VS步行者,https://v10.qdhdcate.com/yyv10/202405/26/Zu5XzzftSQ15/video/index.m3u8
5月23日 23-24赛季NBA西部决赛G1 独行侠VS森林狼,https://v1.qdhdcate.com/yyv1/202405/23/tS77t3iKcR1/video/index.m3u8
5月20日 23-24赛季NBA季后赛半决赛G7 森林狼VS掘金,https://v5.qdhdcate.com/yyv5/202405/20/HfK3K4i2ze7/video/index.m3u8
5月20日 23-24赛季NBA季后赛半决赛G7 步行者VS尼克斯,https://v3.qdhdcate.com/yyv3/202405/20/CJRx8WMGL92/video/index.m3u8
5月19日 23-24赛季NBA季后赛半决赛G6 雷霆VS独行侠,https://v11.qdhdcate.com/yyv11/202405/19/yrRWkkFRq73/video/index.m3u8
5月17日 23-24赛季NBA季后赛半决赛G6 掘金VS森林狼,https://v7.qdhdcate.com/yyv7/202405/17/JzDP9YfMtW13/video/index.m3u8
5月25日 23-24赛季NBA西部决赛G2 独行侠VS森林狼,https://v11.qdhdcate.com/yyv11/202405/25/3T1Tzy3H2s3/video/index.m3u8
5月16日 23-24赛季NBA季后赛半决赛G5,https://v6.qdhdcate.com/yyv6/202405/16/fUaZsY6qKd12/video/index.m3u8
5月16日 23-24赛季NBA季后赛半决赛G5 独行侠VS雷霆,https://v12.qdhdcate.com/yyv12/202405/16/u93muqiKqG8/video/index.m3u8
5月10日 23-24赛季NBA季后赛半决赛G2 独行侠VS雷霆,https://v6.qdhdcate.com/yyv6/202405/11/cJCiY2EfP112/video/index.m3u8
5月10日 23-24赛季NBA季后赛半决赛G2 骑士VS凯尔特,https://v10.qdhdcate.com/yyv10/202405/11/5SHyMiHp4215/video/index.m3u8
5月11日 23-24赛季NBA季后赛半决赛G3 尼克斯VS步行者,https://v12.qdhdcate.com/yyv12/202405/11/GmUxGPugSM8/video/index.m3u8
5月8日 23-24赛季NBA季后赛半决赛G1 骑士VS凯尔特人,https://v9.qdhdcate.com/yyv9/202405/08/EXjCpEAmdP18/video/index.m3u8
5月4日 23-24赛季NBA季后赛R1G6 快船VS独行侠,https://v10.qdhdcate.com/yyv10/202405/05/Bft0QELiGL15/video/index.m3u8
5月15日 23-24赛季NBA季后赛半决赛G5 森林狼VS掘金,https://v10.qdhdcate.com/yyv10/202405/15/s7uMqtecp115/video/index.m3u8
5月3日 23-24赛季NBA季后赛R1G6 雄鹿VS步行者,https://v10.qdhdcate.com/yyv10/202405/03/LjZyEmRpmM15/video/index.m3u8
5月5日 23-24赛季NBA季后赛半决赛G1 森林狼VS掘金,https://v10.qdhdcate.com/yyv10/202405/05/fsMvq6PJXB15/video/index.m3u8
5月1日 23-24赛季NBA季后赛R1G5 魔术VS骑士,https://v11.qdhdcate.com/yyv11/202405/01/xmuxrEh26V3/video/index.m3u8
5月6日 23-24赛季NBA季后赛R1G7 魔术VS骑士,https://v10.qdhdcate.com/yyv10/202405/06/BRDHfCHM3Z15/video/index.m3u8
5月1日 23-24赛季NBA季后赛R1G5 76人VS尼克斯,https://v11.qdhdcate.com/yyv11/202405/01/upmwNtwxD33/video/index.m3u8
5月11日 23-24赛季NBA季后赛半决赛G3 掘金VS森林狼,https://v3.qdhdcate.com/yyv3/202405/11/PrhACF4sLi2/video/index.m3u8
5月1日 23-24赛季NBA季后赛R1G5 步行者VS雄鹿,https://v10.qdhdcate.com/yyv10/202405/01/FYHCLNtt7g15/video/index.m3u8
4月29日 23-24赛季NBA季后赛R1G4 尼克斯VS76人,https://v10.qdhdcate.com/yyv10/202404/29/gyeLpjLFXP15/video/index.m3u8
4月28日 23-24赛季NBA季后赛R1G4 掘金VS湖人,https://v10.qdhdcate.com/yyv10/202404/28/3w7QNbZNdW15/video/index.m3u8
4月28日 23-24赛季NBA季后赛R1G3 雷霆VS鹈鹕,https://v10.qdhdcate.com/yyv10/202404/28/pYFGNYBTKP15/video/index.m3u8
5月4日 23-24赛季NBA季后赛R1G6 骑士VS魔术,https://v11.qdhdcate.com/yyv11/202405/05/sA9MjAGpvQ3/video/index.m3u8
5月15日 23-24赛季NBA季后赛半决赛G5 步行者VS尼克斯,https://v1.qdhdcate.com/yyv1/202405/15/sLc9zjgqGX1/video/index.m3u8
4月27日 23-24赛季NBA季后赛R1G3 森林狼VS太阳,https://v12.qdhdcate.com/yyv12/202404/27/SXSwRbYnWh8/video/index.m3u8
4月26日 23-24赛季NBA季后赛R1G3 尼克斯VS76人,https://v11.qdhdcate.com/yyv11/202404/26/jaeSzbRUmv3/video/index.m3u8
4月23日 23-24赛季季后赛R1G2 湖人VS掘金,https://v10.qdhdcate.com/yyv10/202404/23/Jx9n7Fxuqb15/video/index.m3u8
4月27日 23-24赛季NBA季后赛R1G3 雄鹿VS步行者,https://v11.qdhdcate.com/yyv11/202404/27/MkFabE9eHH3/video/index.m3u8
4月24日 23-24赛季NBA季后赛R1G2 太阳VS森林狼,https://v12.qdhdcate.com/yyv12/202404/24/fkFSC9nk3J8/video/index.m3u8
4月24日 23-24赛季NBA季后赛R1G2 独行侠VS快船,https://v12.qdhdcate.com/yyv12/202404/24/6299Exd5BZ8/video/index.m3u8
4月23日 23-24赛季季后赛R1G2 魔术VS骑士,https://v12.qdhdcate.com/yyv12/202404/23/eMK1PWx3Lw8/video/index.m3u8
4月24日 23-24赛季NBA季后赛R1G2 步行者VS雄鹿,https://v10.qdhdcate.com/yyv10/202404/24/mz35ufQGJ315/video/index.m3u8
4月23日 23-24赛季季后赛R1G2 76人VS尼克斯,https://v12.qdhdcate.com/yyv12/202404/23/QSUkJsyfBK8/video/index.m3u8
4月27日 23-24赛季NBA季后赛R1G3 快船VS独行侠,https://v12.qdhdcate.com/yyv12/202404/27/HdNEXkCvyr8/video/index.m3u8
4月22日 23-24赛季季后赛R1G1 热火VS凯尔特人,https://v10.qdhdcate.com/yyv10/202404/22/uzMeM17SxN15/video/index.m3u8
4月21日 23-24赛季季后赛R1G1 魔术VS骑士,https://v12.qdhdcate.com/yyv12/202404/21/Lw0ZwDV3cQ8/video/index.m3u8
4月22日 23-24赛季季后赛R1G1 鹈鹕VS雷霆,https://v11.qdhdcate.com/yyv11/202404/22/husE1Nj8h93/video/index.m3u8
4月21日 23-24赛季季后赛R1G1 太阳VS森林狼,https://v12.qdhdcate.com/yyv12/202404/21/v5hbU6AKis8/video/index.m3u8
4月18日 23-24赛季NBA附加赛 老鹰VS公牛,https://v10.qdhdcate.com/yyv10/202404/19/FBvktmxNhi15/video/index.m3u8
4月22日 23-24赛季季后赛R1G1 步行者VS雄鹿,https://v10.qdhdcate.com/yyv10/202404/22/PGj3RAfAs715/video/index.m3u8
4月22日 23-24赛季季后赛R1G1 独行侠VS快船,https://v11.qdhdcate.com/yyv11/202404/22/cMUjRRppYg3/video/index.m3u8
4月21日 23-24赛季季后赛R1G1 湖人VS掘金,https://v12.qdhdcate.com/yyv12/202404/21/nCbrDRmByX8/video/index.m3u8
4月21日 23-24赛季季后赛R1G1 76人VS尼克斯,https://v10.qdhdcate.com/yyv10/202404/21/8C7FZgyaFe15/video/index.m3u8
4月18日 23-24赛季NBA附加赛 热火VS76人,https://v11.qdhdcate.com/yyv11/202404/19/9AR1HSztjp3/video/index.m3u8
4月15日 23-24赛季NBA常规赛 湖人VS鹈鹕,https://v10.qdhdcate.com/yyv10/202404/15/XK7bbknYnr15/video/index.m3u8
4月15日 23-24赛季NBA常规赛 开拓者VS国王,https://v10.qdhdcate.com/yyv10/202404/15/uLZLMnyTc815/video/index.m3u8
4月15日 23-24赛季NBA常规赛 独行侠VS雷霆,https://v11.qdhdcate.com/yyv11/202404/15/HQRA7bx6r83/video/index.m3u8
4月15日 23-24赛季NBA常规赛 活塞VS马刺,https://v10.qdhdcate.com/yyv10/202404/15/cUige5vu1w15/video/index.m3u8
4月15日 23-24赛季NBA常规赛 爵士VS勇士,https://v10.qdhdcate.com/yyv10/202404/15/JiNtvh0P4N15/video/index.m3u8
4月15日 23-24赛季NBA常规赛 猛龙VS热火,https://v12.qdhdcate.com/yyv12/202404/15/T8i9CkaeZt8/video/index.m3u8
4月15日 23-24赛季NBA常规赛 火箭VS快船,https://v12.qdhdcate.com/yyv12/202404/15/M2bF4Jknex8/video/index.m3u8
4月17日 23-24赛季NBA附加赛 湖人VS鹈鹕,https://v11.qdhdcate.com/yyv11/202404/17/BEuabBRTgP3/video/index.m3u8
4月15日 23-24赛季NBA常规赛 黄蜂VS骑士,https://v10.qdhdcate.com/yyv10/202404/15/NFKbx4EhE115/video/index.m3u8
4月15日 23-24赛季NBA常规赛 公牛VS尼克斯,https://v11.qdhdcate.com/yyv11/202404/15/nJJnPW92Sb3/video/index.m3u8
4月15日 23-24赛季NBA常规赛 老鹰VS步行者,https://v10.qdhdcate.com/yyv10/202404/15/BxBcmV2JjR15/video/index.m3u8
4月15日 23-24赛季NBA常规赛 太阳VS森林狼,https://v11.qdhdcate.com/yyv11/202404/15/4xHt92L9hh3/video/index.m3u8
4月12日 23-24赛季NBA常规赛 尼克斯VS凯尔特人,https://v11.qdhdcate.com/yyv11/202404/12/ZwaXu0TsX23/video/index.m3u8
4月15日 23-24赛季NBA常规赛 雄鹿VS魔术,https://v10.qdhdcate.com/yyv10/202404/15/8xij7Sw03M15/video/index.m3u8
4月13日 23-24赛季NBA常规赛 活塞VS独行侠,https://v10.qdhdcate.com/yyv10/202404/13/LznkjKjEHM15/video/index.m3u8
4月15日 23-24赛季NBA常规赛 篮网VS76人,https://v10.qdhdcate.com/yyv10/202404/15/9hwHNMq0P015/video/index.m3u8
