科幻片,#genre#
动物王国2023,https://v8.qdhdcate.com/yyv8/202402/07/K7SWA6Uddd1/video/index.m3u8
24号储藏室,https://v8.qdhdcate.com/yyv8/202401/25/UmQM5ys94x1/video/index.m3u8
恐怖海湾,https://v8.qdhdcate.com/yyv8/202401/25/G0Kt0sWiYm1/video/index.m3u8
侏罗纪进攻,https://v8.qdhdcate.com/yyv8/202401/25/xD37ywD19E1/video/index.m3u8
午夜逃亡,https://v3.qdhdcate.com/yyv3/202402/04/KDHaDqxn0v2/video/index.m3u8
镭射小队2,https://v11.qdhdcate.com/yyv11/202402/08/shFrSVXvNc3/video/index.m3u8
楼上的外星人,https://v3.qdhdcate.com/yyv3/202402/02/aKVBFuzQGn2/video/index.m3u8
漆黑如夜,https://v8.qdhdcate.com/yyv8/202401/25/sVeZ3vmLeW1/video/index.m3u8
欢迎来到威利茨,https://v8.qdhdcate.com/yyv8/202401/23/JvTmCimrzn1/video/index.m3u8
第四类接触,https://v8.qdhdcate.com/yyv8/202401/25/dTMqZ2eBvC1/video/index.m3u8
恶疾：最后接触传染,https://v8.qdhdcate.com/yyv8/202401/23/LKsuU7rvwx1/video/index.m3u8
科学怪人的新娘,https://v8.qdhdcate.com/yyv8/202401/25/iGX02nzW3r1/video/index.m3u8
鬼女艾拉,https://v8.qdhdcate.com/yyv8/202401/23/2ctcUDWRDF1/video/index.m3u8
恶魔之门,https://v8.qdhdcate.com/yyv8/202401/23/wPs0SDcY9x1/video/index.m3u8
换皮,https://v8.qdhdcate.com/yyv8/202401/23/ERqyZE31WD1/video/index.m3u8
航时凶间,https://v8.qdhdcate.com/yyv8/202401/25/jFauVsWGvB1/video/index.m3u8
诅咒之城：玛雅,https://v8.qdhdcate.com/yyv8/202401/23/qXp5gFrmgr1/video/index.m3u8
星门深渊,https://v8.qdhdcate.com/yyv8/202401/23/dyz7iUcxV61/video/index.m3u8
惊奇队长2,https://v8.qdhdcate.com/yyv8/202401/16/REsTHUzAfE1/video/index.m3u8
等待指示,https://v8.qdhdcate.com/yyv8/202401/23/uawT4e6enL1/video/index.m3u8
2036来历不明,https://v8.qdhdcate.com/yyv8/202401/15/KynmenwCi21/video/index.m3u8
无人岛猎人传说,https://v3.qdhdcate.com/yyv3/202401/10/JbXQsg3f8G2/video/index.m3u8
病毒劫持,https://v8.qdhdcate.com/yyv8/202401/23/igz0FNgAkt1/video/index.m3u8
替补,https://v8.qdhdcate.com/yyv8/202401/22/kLqVDXGKrV1/video/index.m3u8
海王2：失落的王国,https://v8.qdhdcate.com/yyv8/202401/23/gw6yWi9CxB1/video/index.m3u8
我会看着的,https://v8.qdhdcate.com/yyv8/202401/17/8hY9enfCUg1/video/index.m3u8
基因迷途,https://v8.qdhdcate.com/yyv8/202401/03/0w9Z7SCa2b1/video/index.m3u8
Nneka漂亮的蛇,https://v8.qdhdcate.com/yyv8/202312/30/UUkjcHzUN71/video/index.m3u8
捉妖特工队,https://v8.qdhdcate.com/yyv8/202312/29/ZTTczxWUaC1/video/index.m3u8
天才J之谜题里的倒计时,https://v8.qdhdcate.com/yyv8/202312/29/fAr1DJiiCF1/video/index.m3u8
月球叛军：火之女,https://v8.qdhdcate.com/yyv8/202312/22/4P2DDwDzTW1/video/index.m3u8
神秘博士：红宝石路教堂,https://v8.qdhdcate.com/yyv8/202312/27/qqzvbzsfvr1/video/index.m3u8
虚拟的谎言,https://v3.qdhdcate.com/yyv3/202312/20/2bqEp6nuXE2/video/index.m3u8
五维地球,https://v8.qdhdcate.com/yyv8/202312/24/FDE2Fdxzpy1/video/index.m3u8
哥斯拉-1.0,https://v8.qdhdcate.com/yyv8/202312/13/SGr0Qf7n5i1/video/index.m3u8
地球上最后一个男孩,https://v8.qdhdcate.com/yyv8/202312/26/sN6TwxSSLm1/video/index.m3u8
变异九头蛇,https://v8.qdhdcate.com/yyv8/202312/11/ek4y8iRFrq1/video/index.m3u8
57秒,https://v8.qdhdcate.com/yyv8/202312/11/1Hbpt8GWiJ1/video/index.m3u8
看守者,https://v1.qdhdcate.com/yyv1/202308/20/B7tid9Ce3i2/video/index.m3u8
环绕者9号,https://v1.qdhdcate.com/yyv1/202308/20/MSSvhAk41B2/video/index.m3u8
超能事件,https://v8.qdhdcate.com/yyv8/202311/28/Gxs7iim9wk1/video/index.m3u8
阿法隆的迷雾,https://v1.qdhdcate.com/yyv1/202308/20/vJKUX6HcFW2/video/index.m3u8
星际旅行6：未来之城,https://v3.qdhdcate.com/yyv3/202311/19/NsT1Wrew0h2/video/index.m3u8
超能太监,https://v1.qdhdcate.com/yyv1/202308/20/2RW5ab2V5j2/video/index.m3u8
平行森林,https://v8.qdhdcate.com/yyv8/202312/10/R77ZRgg79d1/video/index.m3u8
看不见手的风景,https://v8.qdhdcate.com/yyv8/202312/11/8cq7a6XLNy1/video/index.m3u8
极地之战,https://v1.qdhdcate.com/yyv1/202308/19/Z4TgtGbdsY2/video/index.m3u8
氮气马戏团,https://v1.qdhdcate.com/yyv1/202308/20/dnqAueAPSy2/video/index.m3u8
手册,https://v1.qdhdcate.com/yyv1/202308/19/k1hCTwycWL2/video/index.m3u8
未知土地,https://v1.qdhdcate.com/yyv1/202308/19/uVtJGRtQYw2/video/index.m3u8
敌人,https://v8.qdhdcate.com/yyv8/202311/17/VtDp4yhdBn1/video/index.m3u8
世界奇妙物语2023秋季特别篇,https://v8.qdhdcate.com/yyv8/202311/13/qb0RVFZzVP1/video/index.m3u8
地球护卫好拍档,https://v1.qdhdcate.com/yyv1/202308/19/Yhvee0Z53E2/video/index.m3u8
奈克瑟斯奥特曼剧场版,https://v1.qdhdcate.com/yyv1/202308/19/rvAu5rViGH2/video/index.m3u8
亚特兰蒂斯 失落的大陆,https://v1.qdhdcate.com/yyv1/202308/19/Cr8E8m5J022/video/index.m3u8
磨坊,https://v8.qdhdcate.com/yyv8/202311/12/Q4nyiNgbyq1/video/index.m3u8
九宵云外,https://v1.qdhdcate.com/yyv1/202308/19/k77Gjsf3z02/video/index.m3u8
指尖,https://v8.qdhdcate.com/yyv8/202311/05/EAVYwziz571/video/index.m3u8
阿凡达,https://v1.qdhdcate.com/yyv1/202308/20/GiXJWiYUCB2/video/index.m3u8#HD英语中字$https://v5.qdhdcate.com/yyv5/202310/13/1Eh6KGJNQm1/video/index.m3u8$
X 放射线,https://v1.qdhdcate.com/yyv1/202308/19/zN8C3Spjqq2/video/index.m3u8
魔殿屠龙国语,https://v5.qdhdcate.com/yyv5/202310/10/Zn9s1BtLh11/video/index.m3u8
湄公河巨兽,https://v8.qdhdcate.com/yyv8/202309/25/0kwpLNd6NL1/video/index.m3u8
《整蛊先锋队》,https://v1.qdhdcate.com/yyv1/202308/19/pHStzQ7UM02/video/index.m3u8
雉岳山,https://v8.qdhdcate.com/yyv8/202311/05/4U2uJuAWNx1/video/index.m3u8
孤立无援,https://v8.qdhdcate.com/yyv8/202309/23/3VVeG1DY7P1/video/index.m3u8
世界大战：袭击,https://v8.qdhdcate.com/yyv8/202309/28/EheGzSeZkR1/video/index.m3u8
蓝甲虫,https://v8.qdhdcate.com/yyv8/202309/19/7BKEbeDgVb1/video/index.m3u8
机器人8号,https://v8.qdhdcate.com/yyv8/202309/11/jjErH20xUS1/video/index.m3u8
哨兵,https://v8.qdhdcate.com/yyv8/202309/11/xnNvL7RHUk1/video/index.m3u8
好莱坞巨猿,https://v8.qdhdcate.com/yyv8/202309/15/9VTvMzcA5T1/video/index.m3u8
51区事件,https://v1.qdhdcate.com/yyv1/202308/19/JajNZPHKta2/video/index.m3u8
4度空间大师,https://v1.qdhdcate.com/yyv1/202308/19/cqSZdUSrfx2/video/index.m3u8
K星异客,https://v1.qdhdcate.com/yyv1/202308/19/j6tgUnXydj2/video/index.m3u8
001锂X,https://v1.qdhdcate.com/yyv1/202308/20/pZeWTVNVR32/video/index.m3u8
414区,https://v1.qdhdcate.com/yyv1/202308/19/y4TmQsf8yp2/video/index.m3u8
8万伏特霹雳神龙,https://v1.qdhdcate.com/yyv1/202308/19/ZJCVj2eMNE2/video/index.m3u8
1和2,https://v1.qdhdcate.com/yyv1/202308/19/1YMv086q8B2/video/index.m3u8
2010,https://v1.qdhdcate.com/yyv1/202308/19/LPQrbHKFxi2/video/index.m3u8
2050,https://v1.qdhdcate.com/yyv1/202308/19/bBw4pNqsr52/video/index.m3u8
2067,https://v1.qdhdcate.com/yyv1/202308/19/khR0vFqmnz2/video/index.m3u8
2010威震太阳神,https://v1.qdhdcate.com/yyv1/202308/19/jH1P5r3qtC2/video/index.m3u8
E.S.P.Y,https://v1.qdhdcate.com/yyv1/202308/19/P3zBeiGKVu2/video/index.m3u8
AI 爱上你,https://v1.qdhdcate.com/yyv1/202308/19/u6emenSbrJ2/video/index.m3u8
AI崩坏,https://v1.qdhdcate.com/yyv1/202308/19/FLW2kBiWTU2/video/index.m3u8
2012,https://v1.qdhdcate.com/yyv1/202308/19/Upy1DRdEU32/video/index.m3u8
3000年终结者,https://v1.qdhdcate.com/yyv1/202308/19/LapAnN4kBT2/video/index.m3u8
50英尺高的女人,https://v1.qdhdcate.com/yyv1/202308/19/xAA9HV3zCW2/video/index.m3u8
500年后,https://v1.qdhdcate.com/yyv1/202308/19/76LTMxQWw12/video/index.m3u8
24小时：末路重生,https://v1.qdhdcate.com/yyv1/202308/19/cE5eRRXBuZ2/video/index.m3u8
X战警3：背水一战,https://v1.qdhdcate.com/yyv1/202308/19/jpchbJWzQ82/video/index.m3u8
亲爱的，我把孩子放大了,https://v1.qdhdcate.com/yyv1/202308/19/x10cWy7WVd2/video/index.m3u8
二十五世纪宇宙战争,https://v1.qdhdcate.com/yyv1/202308/19/6vKJ0LNtna2/video/index.m3u8
19 十九,https://v1.qdhdcate.com/yyv1/202308/19/ZCsjVxqPW52/video/index.m3u8
X战警：黑凤凰,https://v1.qdhdcate.com/yyv1/202308/19/Nar3hcBrR52/video/index.m3u8
51区,https://v1.qdhdcate.com/yyv1/202308/19/SSb2aULxNY2/video/index.m3u8
五十年后之世界,https://v1.qdhdcate.com/yyv1/202308/19/rCYKfQbBVD2/video/index.m3u8
X档案：征服未来,https://v1.qdhdcate.com/yyv1/202308/19/puHvXqAdzz2/video/index.m3u8
两公婆八条心,https://v1.qdhdcate.com/yyv1/202308/19/RPMCB8DL3P2/video/index.m3u8
世界大战争,https://v1.qdhdcate.com/yyv1/202308/19/ZueP8H3GkU2/video/index.m3u8
人猿星球,https://v1.qdhdcate.com/yyv1/202308/19/MgMmCRbJmr2/video/index.m3u8
九霄龙吟传,https://v1.qdhdcate.com/yyv1/202308/19/pR59gtWzjR2/video/index.m3u8
人口零增长,https://v1.qdhdcate.com/yyv1/202308/19/59zrLHXBWa2/video/index.m3u8
人工智能,https://v1.qdhdcate.com/yyv1/202308/19/jg7dXe6anL2/video/index.m3u8
X--未知的元素,https://v1.qdhdcate.com/yyv1/202308/19/hKcdQrwU532/video/index.m3u8
不要抬头,https://v1.qdhdcate.com/yyv1/202308/19/VWjvAuAqFL2/video/index.m3u8
乘坐彗星,https://v1.qdhdcate.com/yyv1/202308/19/HyAHDnLjTW2/video/index.m3u8
交换记忆,https://v1.qdhdcate.com/yyv1/202308/19/eTh0hDknJB2/video/index.m3u8
不死之人,https://v1.qdhdcate.com/yyv1/202308/19/fnf4YSqCUB2/video/index.m3u8
人体异形,https://v1.qdhdcate.com/yyv1/202308/19/cdmMgh0kdM2/video/index.m3u8
上升,https://v1.qdhdcate.com/yyv1/202308/19/px3ay8srSA2/video/index.m3u8
不速星客,https://v1.qdhdcate.com/yyv1/202308/19/jDx1739Zg32/video/index.m3u8
七只乌鸦,https://v1.qdhdcate.com/yyv1/202308/19/kVysjr1zqz2/video/index.m3u8
两栖人,https://v1.qdhdcate.com/yyv1/202308/19/rzvzWXL6k32/video/index.m3u8
AI女友,https://v1.qdhdcate.com/yyv1/202308/19/Lh4gq6AdrM2/video/index.m3u8
云图,https://v1.qdhdcate.com/yyv1/202308/19/h1FCKKEvYt2/video/index.m3u8
东游,https://v1.qdhdcate.com/yyv1/202308/19/CE536guAHm2/video/index.m3u8
假面骑士圣刃 深罪的三重奏,https://v1.qdhdcate.com/yyv1/202308/19/kZN5mSFsts2/video/index.m3u8
人生初日,https://v1.qdhdcate.com/yyv1/202308/19/nQg7f9r2m62/video/index.m3u8
何处是巧克力山,https://v1.qdhdcate.com/yyv1/202308/19/GehuK7ARCb2/video/index.m3u8
假面骑士极狐 × 假面骑士利维斯：电影大逃杀,https://v1.qdhdcate.com/yyv1/202308/19/5EgRaA80EV2/video/index.m3u8
佐杜洛夫斯基的沙丘,https://v1.qdhdcate.com/yyv1/202308/19/JLPt8UHEyr2/video/index.m3u8
人类清除计划5,https://v1.qdhdcate.com/yyv1/202308/19/VeBBxu1V4m2/video/index.m3u8
伊沃克人：为恩多而战,https://v1.qdhdcate.com/yyv1/202308/19/05mCDPLeN82/video/index.m3u8
人工智能：伏羲觉醒,https://v1.qdhdcate.com/yyv1/202308/19/D3C3ANferQ2/video/index.m3u8
人类削减计划,https://v1.qdhdcate.com/yyv1/202308/19/7ruJTJgwBK2/video/index.m3u8
人类清除计划2：无政府状态,https://v1.qdhdcate.com/yyv1/202308/19/pApVZMC8pJ2/video/index.m3u8
人类清除计划,https://v1.qdhdcate.com/yyv1/202308/19/dn4L5YBZXD2/video/index.m3u8
侏罗纪公园,https://v1.qdhdcate.com/yyv1/202308/19/f13kEpi0WS2/video/index.m3u8
人类清除计划4,https://v1.qdhdcate.com/yyv1/202308/19/kjYp5rdSPL2/video/index.m3u8
人类清除计划3,https://v1.qdhdcate.com/yyv1/202308/19/jnf5GuxYEB2/video/index.m3u8
偷天换未来,https://v1.qdhdcate.com/yyv1/202308/19/hwAjUXbjU92/video/index.m3u8
俘虏野生女人,https://v1.qdhdcate.com/yyv1/202308/19/F0S7vf2keg2/video/index.m3u8
侏罗纪世界3,https://v1.qdhdcate.com/yyv1/202308/19/4mYBsEg9Xi2/video/index.m3u8
仿生人妻子,https://v1.qdhdcate.com/yyv1/202308/19/Bep6uVJGqH2/video/index.m3u8
侏罗纪狩猎,https://v1.qdhdcate.com/yyv1/202308/19/mPL5ytr8Vq2/video/index.m3u8
侏罗纪世界,https://v1.qdhdcate.com/yyv1/202308/19/86dXDXAjPN2/video/index.m3u8
人肉鼠餐,https://v1.qdhdcate.com/yyv1/202308/19/Te2AhXnfaq2/video/index.m3u8
仿生人,https://v1.qdhdcate.com/yyv1/202308/19/SS93TbhZcd2/video/index.m3u8
仙猫传,https://v1.qdhdcate.com/yyv1/202308/19/nJvChM8v9H2/video/index.m3u8
代号8,https://v1.qdhdcate.com/yyv1/202308/19/9xLBWjJN2z2/video/index.m3u8
假人,https://v1.qdhdcate.com/yyv1/202308/19/q21VbY5aLb2/video/index.m3u8
体外,https://v1.qdhdcate.com/yyv1/202308/19/ewpRkVrfRd2/video/index.m3u8
光晕4：航向黎明号,https://v1.qdhdcate.com/yyv1/202308/19/WygW0wSRdL2/video/index.m3u8
信号,https://v1.qdhdcate.com/yyv1/202308/19/f0njUZMzRs2/video/index.m3u8
信条 2020,https://v1.qdhdcate.com/yyv1/202308/19/AZm8kdycVk2/video/index.m3u8
别闯阴阳界,https://v1.qdhdcate.com/yyv1/202308/19/PeMUvq916E2/video/index.m3u8
切尔诺贝利·禁区电影版,https://v1.qdhdcate.com/yyv1/202308/19/UF8BfpMnu92/video/index.m3u8
冲向天外天,https://v1.qdhdcate.com/yyv1/202308/19/jSjZkmbLiz2/video/index.m3u8
功夫机器侠之北腿,https://v1.qdhdcate.com/yyv1/202308/19/vnXyTVTidm2/video/index.m3u8
全世界都不如你,https://v1.qdhdcate.com/yyv1/202308/19/VgqiH7Zv5j2/video/index.m3u8
光影之战,https://v1.qdhdcate.com/yyv1/202308/19/y1hACfTZ9i2/video/index.m3u8
决战猩球1973,https://v1.qdhdcate.com/yyv1/202308/19/FgxZ4Rbk882/video/index.m3u8
全金属裂痕,https://v1.qdhdcate.com/yyv1/202308/19/fyL6WatbsM2/video/index.m3u8
全面回忆2012,https://v1.qdhdcate.com/yyv1/202308/19/iV4e4F4hp72/video/index.m3u8
俘虏国度,https://v1.qdhdcate.com/yyv1/202308/19/bdgLe8YWcx2/video/index.m3u8
冰冻蜘蛛,https://v1.qdhdcate.com/yyv1/202308/19/7LXux8BWi42/video/index.m3u8
全境灾变,https://v1.qdhdcate.com/yyv1/202308/19/NXc56D9qCf2/video/index.m3u8
六号关口,https://v1.qdhdcate.com/yyv1/202308/19/DfwJNqcm012/video/index.m3u8
克隆军团,https://v1.qdhdcate.com/yyv1/202308/19/21jkqgQEAA2/video/index.m3u8
兽人雪男,https://v1.qdhdcate.com/yyv1/202308/19/xQRT50RkfZ2/video/index.m3u8
光环：夜幕,https://v1.qdhdcate.com/yyv1/202308/19/wzDPR9t7iL2/video/index.m3u8
入侵脑细胞,https://v1.qdhdcate.com/yyv1/202308/19/QvDKcgTzbm2/video/index.m3u8
公路列车,https://v1.qdhdcate.com/yyv1/202308/19/dpbXMMYw7B2/video/index.m3u8
凶火1984,https://v1.qdhdcate.com/yyv1/202308/19/v0jEQCsYFe2/video/index.m3u8
六度战栗,https://v1.qdhdcate.com/yyv1/202308/19/AGfX4XT6E12/video/index.m3u8
前目的地,https://v1.qdhdcate.com/yyv1/202308/19/UTdxvwK11Y2/video/index.m3u8
冰河时代,https://v1.qdhdcate.com/yyv1/202308/19/wDBhhfFynx2/video/index.m3u8
冲击波,https://v1.qdhdcate.com/yyv1/202308/19/UqptkxWvVy2/video/index.m3u8
凶火,https://v1.qdhdcate.com/yyv1/202308/19/dbixZLd2ED2/video/index.m3u8
克莱拉,https://v1.qdhdcate.com/yyv1/202308/19/E9pDGaCr632/video/index.m3u8
初始者,https://v1.qdhdcate.com/yyv1/202308/19/JvAdmmFUAB2/video/index.m3u8
偷渡者,https://v1.qdhdcate.com/yyv1/202308/19/ihhfbcEHbn2/video/index.m3u8
功夫机器侠之南拳,https://v1.qdhdcate.com/yyv1/202308/19/GqnfErDYDx2/video/index.m3u8
勇敢的马队：伊沃克人历险记,https://v1.qdhdcate.com/yyv1/202308/19/3pQAtk1WHv2/video/index.m3u8
入侵,https://v1.qdhdcate.com/yyv1/202308/19/YzRxWCUqqe2/video/index.m3u8
加美拉对深海怪兽吉古拉,https://v1.qdhdcate.com/yyv1/202308/19/MAQrn8KpLu2/video/index.m3u8
加西亚非凡的旅行,https://v1.qdhdcate.com/yyv1/202308/19/EDpUN14Us62/video/index.m3u8
双子座计划,https://v1.qdhdcate.com/yyv1/202308/19/KMpwCA8is82/video/index.m3u8
十二生肖：世界末日的迹象,https://v1.qdhdcate.com/yyv1/202308/19/MwRenHjith2/video/index.m3u8
千面珍宝金,https://v1.qdhdcate.com/yyv1/202308/19/TzjQfDkuf32/video/index.m3u8
匹诺曹(原声版),https://v1.qdhdcate.com/yyv1/202308/19/GYYJVVRedz2/video/index.m3u8
北京猿人,https://v1.qdhdcate.com/yyv1/202308/19/5j5ZP8RdP32/video/index.m3u8
动物僵尸,https://v1.qdhdcate.com/yyv1/202308/19/8MGf87z4fy2/video/index.m3u8
动感战士,https://v1.qdhdcate.com/yyv1/202308/19/QdBVUNLfZv2/video/index.m3u8
原子空想,https://v1.qdhdcate.com/yyv1/202308/19/UYDDBUa59T2/video/index.m3u8
加美拉对大恶兽吉隆,https://v1.qdhdcate.com/yyv1/202308/19/mHKLKTVgZH2/video/index.m3u8
印度超人3,https://v1.qdhdcate.com/yyv1/202308/19/Km3esdXf962/video/index.m3u8
友情的游戏,https://v1.qdhdcate.com/yyv1/202308/19/tuW8AZ2AZT2/video/index.m3u8
原始星球,https://v1.qdhdcate.com/yyv1/202308/19/8AcT8mPqqK2/video/index.m3u8
午夜天空,https://v1.qdhdcate.com/yyv1/202308/19/2WAEqg7sDf2/video/index.m3u8
原子危机,https://v1.qdhdcate.com/yyv1/202308/19/MZ7YHiVAqZ2/video/index.m3u8
原子怪兽,https://v1.qdhdcate.com/yyv1/202308/19/j1kn7By3C72/video/index.m3u8
动物出击,https://v1.qdhdcate.com/yyv1/202308/19/H5SHxzXe3w2/video/index.m3u8
千钧一发,https://v1.qdhdcate.com/yyv1/202308/19/Yy5kxFHFTq2/video/index.m3u8
华氏451度,https://v1.qdhdcate.com/yyv1/202308/19/F8Miefdzs22/video/index.m3u8
北地猎人,https://v1.qdhdcate.com/yyv1/202308/19/DCTegesqC52/video/index.m3u8
十二猴子,https://v1.qdhdcate.com/yyv1/202308/19/3FtfhkmH6B2/video/index.m3u8
占有者,https://v1.qdhdcate.com/yyv1/202308/19/85cqP0hFcg2/video/index.m3u8
匿名者,https://v1.qdhdcate.com/yyv1/202308/19/eYmYFfUp9e2/video/index.m3u8
剩餐,https://v1.qdhdcate.com/yyv1/202308/19/FPm7ARPStt2/video/index.m3u8
哈利·波特与阿兹卡班的囚徒 中文版,https://v1.qdhdcate.com/yyv1/202308/19/TTH8jDCwzN2/video/index.m3u8
占领2,https://v1.qdhdcate.com/yyv1/202308/19/prGS5Up7Sc2/video/index.m3u8
变形金刚：超能勇士崛起,https://v1.qdhdcate.com/yyv1/202308/19/CNh25yjmv42/video/index.m3u8
变形金刚5：最后的骑士,https://v1.qdhdcate.com/yyv1/202308/19/g9iQYG9bEU2/video/index.m3u8
哈利·波特与阿兹卡班的囚徒,https://v1.qdhdcate.com/yyv1/202308/19/aY8M6XC7UU2/video/index.m3u8
双生灵探,https://v1.qdhdcate.com/yyv1/202308/19/egKE7a60gv2/video/index.m3u8
史前狂鲨,https://v1.qdhdcate.com/yyv1/202308/19/mqNxufvtkU2/video/index.m3u8
双重躯体,https://v1.qdhdcate.com/yyv1/202308/19/wpvTRNLGV22/video/index.m3u8
变种狂蜥,https://v1.qdhdcate.com/yyv1/202308/19/uNvXU5F0hG2/video/index.m3u8
变形金刚,https://v1.qdhdcate.com/yyv1/202308/19/Dcx50XC9ef2/video/index.m3u8
另一个地球,https://v1.qdhdcate.com/yyv1/202308/19/D8GerXed3z2/video/index.m3u8
变种DNA 3,https://v1.qdhdcate.com/yyv1/202308/19/fZR9Nk5xye2/video/index.m3u8
吃货宇宙,https://v1.qdhdcate.com/yyv1/202308/19/a1HhPtS6XZ2/video/index.m3u8
哈利波特2消失的密室,https://v1.qdhdcate.com/yyv1/202308/19/EaQbGeKXtq2/video/index.m3u8
变种DNA 2,https://v1.qdhdcate.com/yyv1/202308/19/RRGwugDcWZ2/video/index.m3u8
命运之书,https://v1.qdhdcate.com/yyv1/202308/19/NMKAFR7S0r2/video/index.m3u8
反乌托邦,https://v1.qdhdcate.com/yyv1/202308/19/rAr2LR00E02/video/index.m3u8
变脸1997,https://v1.qdhdcate.com/yyv1/202308/19/RAAcFms0Hr2/video/index.m3u8
吾乃母亲,https://v1.qdhdcate.com/yyv1/202308/19/TBuQ4Y67SP2/video/index.m3u8
哈利波特6混血王子的背叛(原声版),https://v1.qdhdcate.com/yyv1/202308/19/kdGgjrD5QA2/video/index.m3u8
后天,https://v1.qdhdcate.com/yyv1/202308/19/F4PfEJ7WVb2/video/index.m3u8
反防御,https://v1.qdhdcate.com/yyv1/202308/19/dhC17CdG202/video/index.m3u8
变异危机,https://v1.qdhdcate.com/yyv1/202308/19/GHeVbxnxQz2/video/index.m3u8
变蝇人,https://v1.qdhdcate.com/yyv1/202308/19/eURb6qcV0J2/video/index.m3u8
变蝇人2,https://v1.qdhdcate.com/yyv1/202308/19/xKF7GF7uZY2/video/index.m3u8
同步,https://v1.qdhdcate.com/yyv1/202308/19/ey2e5sC4ED2/video/index.m3u8
哈利波特7：哈利波特与死亡圣器上,https://v1.qdhdcate.com/yyv1/202308/19/7PGB34949f2/video/index.m3u8
坑蒙拐骗外星人,https://v1.qdhdcate.com/yyv1/202308/19/XDZm68QdLs2/video/index.m3u8
复仇者联盟2：奥创纪元,https://v1.qdhdcate.com/yyv1/202308/19/JK4KXbQjHR2/video/index.m3u8
哈利波特3阿兹卡班的囚徒(原声版),https://v1.qdhdcate.com/yyv1/202308/19/ka662myHCx2/video/index.m3u8
哈利波特2：哈利波特与密室,https://v1.qdhdcate.com/yyv1/202308/19/0P8GRBRiY32/video/index.m3u8
哥斯拉大战机械哥斯拉,https://v1.qdhdcate.com/yyv1/202308/19/ahPvcuvAXd2/video/index.m3u8
哥斯拉2：怪兽之王,https://v1.qdhdcate.com/yyv1/202308/19/CLfxwrJ1UK2/video/index.m3u8
地心历险记2：神秘岛,https://v1.qdhdcate.com/yyv1/202308/19/1vVjQGqtKe2/video/index.m3u8
变异巨蟒,https://v1.qdhdcate.com/yyv1/202308/19/RstC80fd852/video/index.m3u8
圣安地列斯地震,https://v1.qdhdcate.com/yyv1/202308/19/LRpeuWTqw92/video/index.m3u8
图书馆战争,https://v1.qdhdcate.com/yyv1/202308/19/bXL6Z2Mbh72/video/index.m3u8
地心历险记,https://v1.qdhdcate.com/yyv1/202308/19/xtMghBtT5D2/video/index.m3u8
嗜血狂蛛,https://v1.qdhdcate.com/yyv1/202308/19/gZbitTY6tz2/video/index.m3u8
复仇者格林,https://v1.qdhdcate.com/yyv1/202308/19/dwrzgfhf7F2/video/index.m3u8
复仇者联盟,https://v1.qdhdcate.com/yyv1/202308/19/4VpPPyrALp2/video/index.m3u8
四面三角,https://v1.qdhdcate.com/yyv1/202308/19/uZ9e6HNmPn2/video/index.m3u8
喋血外星人,https://v1.qdhdcate.com/yyv1/202308/19/nDjLR5BQAm2/video/index.m3u8
塔斯马尼亚恶魔,https://v1.qdhdcate.com/yyv1/202308/19/FJGAevHJRg2/video/index.m3u8
地心游记,https://v1.qdhdcate.com/yyv1/202308/19/p5CrJSUDGV2/video/index.m3u8
地心引力,https://v1.qdhdcate.com/yyv1/202308/19/dSwW8uep2K2/video/index.m3u8
地球突裂,https://v1.qdhdcate.com/yyv1/202308/19/aRCAe3C5qp2/video/index.m3u8
唐2022,https://v1.qdhdcate.com/yyv1/202308/19/iSRdypZnVH2/video/index.m3u8
地心危机,https://v1.qdhdcate.com/yyv1/202308/19/Xc7KyKuP7B2/video/index.m3u8
地球浩劫,https://v1.qdhdcate.com/yyv1/202308/19/nd3ihc6msJ2/video/index.m3u8
哥斯拉(原声版),https://v1.qdhdcate.com/yyv1/202308/19/5VNJ0jyKBr2/video/index.m3u8
地下室,https://v1.qdhdcate.com/yyv1/202308/19/LJPxCrSy6N2/video/index.m3u8
堡垒2019,https://v1.qdhdcate.com/yyv1/202308/19/un19jDU9bK2/video/index.m3u8
国民女团,https://v1.qdhdcate.com/yyv1/202308/19/6jbwiV4MyB2/video/index.m3u8
地心记,https://v1.qdhdcate.com/yyv1/202308/19/jHkLNiMQAr2/video/index.m3u8
外星政治,https://v1.qdhdcate.com/yyv1/202308/19/jEQfmp8AWX2/video/index.m3u8
外星人来了,https://v1.qdhdcate.com/yyv1/202308/19/44F3xg2RXr2/video/index.m3u8
大怪兽空中战 加美拉对混沌鸟,https://v1.qdhdcate.com/yyv1/202308/19/GustWZRn1J2/video/index.m3u8
大怪兽加美拉,https://v1.qdhdcate.com/yyv1/202308/19/5sRqetXCUk2/video/index.m3u8
大怪兽巴朗,https://v1.qdhdcate.com/yyv1/202308/19/u7KAB284002/video/index.m3u8
地心抢险记,https://v1.qdhdcate.com/yyv1/202308/19/91c5gFnNDg2/video/index.m3u8
多诺万的脑袋,https://v1.qdhdcate.com/yyv1/202308/19/zi5peq7i752/video/index.m3u8
复制强者,https://v1.qdhdcate.com/yyv1/202308/19/3UbtzWBhy92/video/index.m3u8
外星人爆发,https://v1.qdhdcate.com/yyv1/202308/19/DMNaYKUdDB2/video/index.m3u8
大魔神归来,https://v1.qdhdcate.com/yyv1/202308/19/a55p2wzzFC2/video/index.m3u8
